Rk,Player,WAR▼,IP,Place,Season,Age,Team,Lg,W,L,W-L%,Dec,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,WAR,WAA,Pos,Player-additional
107,Wade Miley,3.1,194.2,ROY-2,2012,25,ARI,NL,16,11,.593,27,3.33,32,29,0,0,0,194.2,193,79,72,14,37,0,144,2,1,6,807,122,3.15,1.182,8.9,0.6,1.7,6.7,3.89,3.1,1.6,1,mileywa01
108,Jaime Barria,3.1,129.1,,2018,21,LAA,AL,10,9,.526,19,3.41,26,26,0,0,0,129.1,117,50,49,17,47,0,98,6,1,3,537,123,4.58,1.268,8.1,1.2,3.3,6.8,2.09,3.1,1.9,1,barrija01
109,Jacob deGrom,3.1,140.1,ROY-1,2014,26,NYM,NL,9,6,.600,15,2.69,22,22,0,0,0,140.1,117,44,42,7,43,2,144,1,0,1,565,128,2.67,1.140,7.5,0.4,2.8,9.2,3.35,3.1,2.0,1/H,degroja01
110,Ron Romanick,3.1,229.2,ROY-7,1984,23,CAL,AL,12,12,.500,24,3.76,33,33,8,2,0,229.2,240,107,96,23,61,3,87,4,0,3,973,106,4.16,1.311,9.4,0.9,2.4,3.4,1.43,3.1,1.1,,romanro01
111,Teddy Higuera,3.1,212.1,ROY-2,1985,27,MIL,AL,15,8,.652,23,3.90,32,30,7,2,0,212.1,186,105,92,22,63,0,127,3,3,4,874,107,3.77,1.173,7.9,0.9,2.7,5.4,2.02,3.1,1.3,,higuete01
112,Bob Knepper,3.1,166.0,,1977,23,SFG,NL,11,9,.550,20,3.36,27,27,6,2,0,166.0,151,73,62,14,72,2,100,3,0,6,710,117,3.99,1.343,8.2,0.8,3.9,5.4,1.39,3.1,1.7,1,kneppbo01
113,Miguel González,3.0,105.1,,2012,28,BAL,AL,9,4,.692,13,3.25,18,15,0,0,0,105.1,92,38,38,13,35,2,77,5,2,3,434,130,4.38,1.206,7.9,1.1,3.0,6.6,2.20,3.0,2.1,,gonzami03
114,Mark Prior,3.0,116.2,ROY-7,2002,21,CHC,NL,6,6,.500,12,3.32,19,19,1,0,0,116.2,98,45,43,14,38,0,147,7,0,1,486,122,3.16,1.166,7.6,1.1,2.9,11.3,3.87,3.0,2.1,1,priorma01
115,Brett Tomko,3.0,126.0,ROY-7,1997,24,CIN,NL,11,7,.611,18,3.43,22,19,0,0,0,126.0,106,50,48,14,47,4,95,4,0,5,519,126,4.26,1.214,7.6,1.0,3.4,6.8,2.02,3.0,2.1,1/H,tomkobr01
116,Sean Manaea,3.0,144.2,,2016,24,OAK,AL,7,9,.438,16,3.86,25,24,0,0,0,144.2,135,65,62,20,37,1,124,4,0,3,594,106,4.08,1.189,8.4,1.2,2.3,7.7,3.35,3.0,1.7,1,manaese01
117,Matt Keough,3.0,197.1,,1978,22,OAK,AL,8,15,.348,23,3.24,32,32,6,0,0,197.1,178,90,71,9,85,2,108,4,3,12,837,112,3.44,1.333,8.1,0.4,3.9,4.9,1.27,3.0,1.2,1/DH,keougma02
118,Bob Milacki,3.0,243.0,,1989,24,BAL,AL,14,12,.538,26,3.74,37,36,3,2,0,243.0,233,105,101,21,88,4,113,2,1,1,1022,101,4.07,1.321,8.6,0.8,3.3,4.2,1.28,3.0,0.8,,milacbo01
119,José DeLeón,3.0,108.0,ROY-7,1983,22,PIT,NL,7,3,.700,10,2.83,15,15,3,2,0,108.0,75,36,34,5,47,2,118,1,2,5,438,131,2.51,1.130,6.3,0.4,3.9,9.8,2.51,3.0,2.0,1,deleojo01
120,Ken Schrom,3.0,196.1,,1983,28,MIN,AL,15,8,.652,23,3.71,33,28,6,1,0,196.1,196,92,81,14,80,3,80,9,1,2,843,114,4.23,1.406,9.0,0.6,3.7,3.7,1.00,3.0,1.3,1/H,schroke01
121,Rich Gale,2.9,192.1,ROY-4,1978,24,KCR,AL,14,8,.636,22,3.09,31,30,9,3,0,192.1,171,78,66,10,100,3,88,3,0,5,821,124,3.95,1.409,8.0,0.5,4.7,4.1,0.88,2.9,1.1,,galeri01
122,Andy Pettitte,2.9,175.0,ROY-3,1995,23,NYY,AL,12,9,.571,21,4.17,31,26,3,0,0,175.0,183,86,81,15,63,3,114,1,1,8,745,111,4.01,1.406,9.4,0.8,3.2,5.9,1.81,2.9,1.3,,pettian01
123,Chris Young,2.9,164.2,,2005,26,TEX,AL,12,7,.632,19,4.26,31,31,0,0,0,164.2,162,84,78,19,45,2,137,7,0,3,700,108,3.80,1.257,8.9,1.0,2.5,7.5,3.04,2.9,1.3,1,youngch03
124,CC Sabathia,2.9,180.1,ROY-2,2001,20,CLE,AL,17,5,.773,22,4.39,33,33,0,0,0,180.1,149,93,88,19,95,1,171,7,3,7,763,102,4.22,1.353,7.4,0.9,4.7,8.5,1.80,2.9,1.2,1,sabatc.01
125,Chris Paddack,2.9,140.2,,2019,23,SDP,NL,9,7,.563,16,3.33,26,26,0,0,0,140.2,107,58,52,23,31,1,153,6,1,1,568,126,3.95,0.981,6.8,1.5,2.0,9.8,4.94,2.9,1.7,1,paddach01
126,Jim Hughes,2.9,249.2,,1975,23,MIN,AL,16,14,.533,30,3.82,37,34,12,2,0,249.2,241,119,106,17,127,3,130,13,2,10,1100,101,4.11,1.474,8.7,0.6,4.6,4.7,1.02,2.9,0.6,1,hugheji03
127,Chuck Smith,2.9,122.2,ROY-6,2000,30,FLA,NL,6,6,.500,12,3.23,19,19,1,0,0,122.2,111,53,44,6,54,2,118,3,1,6,513,137,3.24,1.345,8.1,0.4,4.0,8.7,2.19,2.9,1.9,1/H,smithch07
128,Alek Manoah,2.9,111.2,ROY-8,2021,23,TOR,AL,9,2,.818,11,3.22,20,20,0,0,0,111.2,77,44,40,12,40,0,127,16,1,0,459,139,3.80,1.048,6.2,1.0,3.2,10.2,3.18,2.9,1.9,1,manoaal01
129,Julio Teheran,2.9,185.2,ROY-5,2013,22,ATL,NL,14,8,.636,22,3.20,30,30,0,0,0,185.2,173,69,66,22,45,4,170,13,0,2,774,117,3.69,1.174,8.4,1.1,2.2,8.2,3.78,2.9,1.4,1,teherju01
130,Roger Erickson,2.9,265.2,,1978,21,MIN,AL,14,13,.519,27,3.96,37,37,14,0,0,265.2,268,129,117,19,79,1,121,8,3,8,1120,97,3.59,1.306,9.1,0.6,2.7,4.1,1.53,2.9,0.4,,erickro01
131,Kenta Maeda,2.8,175.2,ROY-3,2016,28,LAD,NL,16,11,.593,27,3.48,32,32,0,0,0,175.2,150,72,68,20,50,6,179,8,0,6,716,115,3.58,1.139,7.7,1.0,2.6,9.2,3.58,2.8,1.4,1/H,maedake01
132,Brian Matusz,2.8,175.2,ROY-5,2010,23,BAL,AL,10,12,.455,22,4.30,32,32,0,0,0,175.2,173,88,84,19,63,3,143,7,0,1,760,96,4.05,1.343,8.9,1.0,3.2,7.3,2.27,2.8,1.1,1,matusbr01
133,Bobby Muñoz,2.8,104.1,,1994,26,PHI,NL,7,5,.583,12,2.67,21,14,1,0,1,104.1,101,40,31,8,35,0,59,1,1,5,447,161,4.03,1.304,8.7,0.7,3.0,5.1,1.69,2.8,2.0,1,munozbo01
134,Jordan Montgomery,2.8,155.1,ROY-6,2017,24,NYY,AL,9,7,.563,16,3.88,29,29,0,0,0,155.1,140,72,67,21,51,0,144,1,1,7,649,116,4.07,1.230,8.1,1.2,3.0,8.3,2.82,2.8,1.4,1,montgjo01
135,Brian Moehler,2.8,175.1,,1997,25,DET,AL,11,12,.478,23,4.67,31,31,2,1,0,175.1,198,97,91,22,61,1,97,5,0,3,770,98,4.76,1.477,10.2,1.1,3.1,5.0,1.59,2.8,1.1,1,moehlbr01
136,Tim Belcher,2.8,179.2,ROY-3,1988,26,LAD,NL,12,6,.667,18,2.91,36,27,4,1,4,179.2,143,65,58,8,51,7,152,2,0,4,719,116,2.54,1.080,7.2,0.4,2.6,7.6,2.98,2.8,1.2,1,belchti01
137,Ian Anderson,2.8,128.1,ROY-5,2021,23,ATL,NL,9,5,.643,14,3.58,24,24,0,0,0,128.1,105,51,51,16,53,2,124,1,0,7,535,121,4.12,1.231,7.4,1.1,3.7,8.7,2.34,2.8,1.7,1,anderia01
138,Brian Bannister,2.8,165.0,ROY-3,2007,26,KCR,AL,12,9,.571,21,3.87,27,27,1,0,0,165.0,156,76,71,15,44,1,77,6,0,4,683,118,4.40,1.212,8.5,0.8,2.4,4.2,1.75,2.8,1.2,1,bannibr01
139,John Thomson,2.8,166.1,,1997,23,COL,NL,7,9,.438,16,4.71,27,27,2,1,0,166.1,193,94,87,15,51,0,106,5,0,2,721,110,4.02,1.467,10.4,0.8,2.8,5.7,2.08,2.8,1.5,1,thomsjo01
140,Jerry Augustine,2.8,171.2,,1976,23,MIL,AL,9,12,.429,21,3.30,39,24,5,3,0,171.2,167,69,63,9,56,4,59,4,2,1,716,106,3.68,1.299,8.8,0.5,2.9,3.1,1.05,2.8,1.1,,augusje01
141,Al Nipper,2.8,182.2,ROY-7,1984,25,BOS,AL,11,6,.647,17,3.89,29,24,6,0,0,182.2,183,86,79,18,52,1,84,7,1,7,777,107,4.10,1.286,9.0,0.9,2.6,4.1,1.62,2.8,1.2,,nippeal01
142,Ed Correa,2.8,202.1,,1986,20,TEX,AL,12,14,.462,26,4.23,32,32,4,2,0,202.1,167,102,95,15,126,2,189,3,2,19,886,102,3.78,1.448,7.4,0.7,5.6,8.4,1.50,2.8,1.0,,correed01
143,Charles Hudson,2.8,169.1,,1983,24,PHI,NL,8,8,.500,16,3.35,26,26,3,0,0,169.1,158,73,63,13,53,6,101,0,3,4,701,108,3.50,1.246,8.4,0.7,2.8,5.4,1.91,2.8,1.3,1/H,hudsoch02
144,Jaime García,2.7,163.1,ROY-3,2010,23,STL,NL,13,8,.619,21,2.70,28,28,1,1,0,163.1,151,64,49,9,64,4,132,3,1,4,695,143,3.41,1.316,8.3,0.5,3.5,7.3,2.06,2.7,1.5,1/H,garcija02
145,Dereck Rodríguez,2.7,118.1,,2018,26,SFG,NL,6,4,.600,10,2.81,21,19,0,0,0,118.1,98,43,37,9,36,2,89,7,0,1,487,135,3.73,1.132,7.5,0.7,2.7,6.8,2.47,2.7,1.8,1,rodride01
146,Carlos Pérez,2.7,141.1,ROY-4,1995,24,MON,NL,10,8,.556,18,3.69,28,23,2,1,0,141.1,142,61,58,18,28,2,106,5,4,8,592,117,3.96,1.203,9.0,1.1,1.8,6.8,3.79,2.7,1.6,1,perezca01
147,Dennis Leonard,2.7,212.1,,1975,24,KCR,AL,15,7,.682,22,3.77,32,30,8,0,0,212.1,212,98,89,18,90,4,146,9,0,4,916,103,3.71,1.422,9.0,0.8,3.8,6.2,1.62,2.7,0.7,,leonade01
148,Erik Hanson,2.7,113.1,,1989,24,SEA,AL,9,5,.643,14,3.18,17,17,1,0,0,113.1,103,44,40,7,32,1,75,5,0,3,465,128,3.22,1.191,8.2,0.6,2.5,6.0,2.34,2.7,1.7,,hansoer01
149,John Lannan,2.7,182.0,,2008,23,WSN,NL,9,15,.375,24,3.91,31,31,0,0,0,182.0,172,89,79,23,72,1,117,7,2,6,779,110,4.79,1.341,8.5,1.1,3.6,5.8,1.63,2.7,1.3,1,lannajo01
150,Hiroki Kuroda,2.7,183.1,,2008,33,LAD,NL,9,10,.474,19,3.73,31,31,2,2,0,183.1,181,85,76,13,42,8,116,7,0,5,776,112,3.59,1.216,8.9,0.6,2.1,5.7,2.76,2.7,1.3,1,kurodhi01
151,Joe Magrane,2.7,170.1,ROY-3,1987,22,STL,NL,9,7,.563,16,3.54,27,26,4,2,0,170.1,157,75,67,9,60,6,101,10,7,9,722,118,3.60,1.274,8.3,0.5,3.2,5.3,1.68,2.7,1.2,1/H,magrajo01
152,Mark Lemongello,2.7,214.2,,1977,21,HOU,NL,9,14,.391,23,3.48,34,30,5,0,0,214.2,237,88,83,20,52,4,83,3,3,0,910,103,3.95,1.346,9.9,0.8,2.2,3.5,1.60,2.7,0.9,1/H,lemonma01
153,Rick Matula,2.7,171.1,,1979,25,ATL,NL,8,10,.444,18,4.15,28,28,1,0,0,171.1,193,90,79,14,64,9,67,3,1,3,754,98,4.19,1.500,10.1,0.7,3.4,3.5,1.05,2.7,1.2,1,matulri01
154,Shota Imanaga,2.7,166.1,,2024,30,CHC,NL,14,3,.824,17,3.03,28,28,0,0,0,166.1,143,66,56,27,28,0,170,3,0,3,668,133,3.80,1.028,7.7,1.5,1.5,9.2,6.07,2.7,1.2,,imanash01
155,John Henry Johnson,2.7,186.0,,1978,21,OAK,AL,11,10,.524,21,3.39,33,30,7,2,0,186.0,164,81,70,18,82,6,91,0,0,5,789,107,4.19,1.323,7.9,0.9,4.0,4.4,1.11,2.7,0.9,1/DH,johnsjo04
156,Scott Diamond,2.6,173.0,,2012,25,MIN,AL,12,9,.571,21,3.54,27,27,1,1,0,173.0,184,76,68,17,31,2,90,4,0,10,714,116,3.94,1.243,9.6,0.9,1.6,4.7,2.90,2.6,1.0,1,diamosc01
157,Andrew Abbott,2.6,109.1,,2023,24,CIN,NL,8,6,.571,14,3.87,21,21,0,0,0,109.1,100,47,47,16,44,0,120,1,1,1,459,119,4.20,1.317,8.2,1.3,3.6,9.9,2.73,2.6,1.7,,abbotan01
158,Scott Erickson,2.6,113.0,,1990,22,MIN,AL,8,4,.667,12,2.87,19,17,1,0,0,113.0,108,49,36,9,51,4,53,5,0,3,485,145,4.39,1.407,8.6,0.7,4.1,4.2,1.04,2.6,1.6,,ericksc01
159,Luis Garcia,2.6,155.1,ROY-2,2021,24,HOU,AL,11,8,.579,19,3.48,30,28,0,0,0,155.1,133,62,60,19,50,1,167,3,1,9,633,123,3.63,1.178,7.7,1.1,2.9,9.7,3.34,2.6,1.3,1,garcilu05
160,Iván Nova,2.6,165.1,ROY-4,2011,24,NYY,AL,16,4,.800,20,3.70,28,27,0,0,0,165.1,163,74,68,13,57,3,98,6,0,11,704,116,4.00,1.331,8.9,0.7,3.1,5.3,1.72,2.6,1.0,1,novaiv01
161,Jason Bere,2.6,142.2,ROY-2,1993,22,CHW,AL,12,5,.706,17,3.47,24,24,1,0,0,142.2,109,60,55,12,81,0,129,5,0,8,610,122,4.08,1.332,6.9,0.8,5.1,8.1,1.59,2.6,1.2,,bereja01
162,Garrett Stephenson,2.6,117.0,,1997,25,PHI,NL,8,6,.571,14,3.15,20,18,2,0,0,117.0,104,45,41,11,38,0,81,3,0,1,474,135,4.00,1.214,8.0,0.8,2.9,6.2,2.13,2.6,1.7,1,stephga01
163,Mike Smithson,2.6,223.1,,1983,28,TEX,AL,10,14,.417,24,3.91,33,33,10,0,0,223.1,233,102,97,14,71,2,135,8,2,8,960,102,3.42,1.361,9.4,0.6,2.9,5.4,1.90,2.6,0.6,,smithmi03
164,Bill Gullickson,2.6,141.0,ROY-2,1980,21,MON,NL,10,5,.667,15,3.00,24,19,5,2,0,141.0,127,53,47,6,50,2,120,2,0,5,593,119,2.71,1.255,8.1,0.4,3.2,7.7,2.40,2.6,1.3,1,gullibi01
165,Jhoulys Chacín,2.6,137.1,,2010,22,COL,NL,9,11,.450,20,3.28,28,21,0,0,0,137.1,114,64,50,10,61,5,138,9,0,4,583,142,3.55,1.274,7.5,0.7,4.0,9.0,2.26,2.6,1.5,1,chacijh01
166,James Baldwin,2.5,169.0,ROY-2,1996,24,CHW,AL,11,6,.647,17,4.42,28,28,0,0,0,169.0,168,88,83,24,57,3,127,4,1,12,719,108,4.60,1.331,8.9,1.3,3.0,6.8,2.23,2.5,0.9,,baldwja01
167,Dustin Hermanson,2.5,158.1,,1997,24,MON,NL,8,8,.500,16,3.69,32,28,1,1,0,158.1,134,68,65,15,66,2,136,1,1,4,656,113,3.89,1.263,7.6,0.9,3.8,7.7,2.06,2.5,1.3,1,hermadu01
168,Wei-Yin Chen,2.5,192.2,ROY-4,2012,26,BAL,AL,12,11,.522,23,4.02,32,32,0,0,0,192.2,186,97,86,29,57,0,154,5,1,2,818,105,4.42,1.261,8.7,1.4,2.7,7.2,2.70,2.5,0.7,1,chenwe02
169,Dana Kiecker,2.5,152.0,,1990,29,BOS,AL,8,9,.471,17,3.97,32,25,0,0,0,152.0,145,74,67,7,54,2,93,9,1,9,641,103,3.43,1.309,8.6,0.4,3.2,5.5,1.72,2.5,1.1,,kieckda01
170,Steve McCatty,2.5,185.2,,1979,25,OAK,AL,11,12,.478,23,4.22,31,23,8,0,0,185.2,207,106,87,17,80,8,87,10,0,2,841,97,4.44,1.546,10.0,0.8,3.9,4.2,1.09,2.5,0.8,,mccatst01
171,Nick Lodolo,2.5,103.1,ROY-6,2022,24,CIN,NL,4,7,.364,11,3.66,19,19,0,0,0,103.1,90,44,42,13,39,0,131,19,0,6,441,119,3.90,1.248,7.8,1.1,3.4,11.4,3.36,2.5,1.6,,lodolni01
172,Eduardo Rodríguez,2.5,121.2,,2015,22,BOS,AL,10,6,.625,16,3.85,21,21,0,0,0,121.2,120,55,52,13,37,1,98,4,1,4,522,112,3.92,1.290,8.9,1.0,2.7,7.2,2.65,2.5,1.4,1,rodried05
173,Spencer Turnbull,2.5,148.1,,2019,26,DET,AL,3,17,.150,20,4.61,30,30,0,0,0,148.1,154,86,76,14,59,1,146,16,0,9,656,103,3.99,1.436,9.3,0.8,3.6,8.9,2.47,2.5,1.2,1,turnbsp01
174,Kevin Tapani,2.5,159.1,ROY-5,1990,26,MIN,AL,12,8,.600,20,4.07,28,28,1,1,0,159.1,164,75,72,12,29,2,101,2,0,1,659,102,3.10,1.211,9.3,0.7,1.6,5.7,3.48,2.5,1.0,,tapanke01
175,Mike Dunne,2.5,163.1,ROY-2,1987,24,PIT,NL,13,6,.684,19,3.03,23,23,5,1,0,163.1,143,66,55,10,68,8,72,1,4,6,680,135,4.05,1.292,7.9,0.6,3.7,4.0,1.06,2.5,1.1,1,dunnemi01
176,Greg Hibbard,2.5,137.1,,1989,24,CHW,AL,6,7,.462,13,3.21,23,23,2,0,0,137.1,142,58,49,5,41,0,55,2,0,4,581,119,3.37,1.333,9.3,0.3,2.7,3.6,1.34,2.5,1.2,,hibbagr01
177,Steven Matz,2.5,132.1,ROY-6,2016,25,NYM,NL,9,8,.529,17,3.40,22,22,0,0,0,132.1,129,53,50,14,31,2,129,5,1,3,547,118,3.39,1.209,8.8,1.0,2.1,8.8,4.16,2.5,1.4,1/H,matzst01
178,Matt Cain,2.5,190.2,ROY-5,2006,21,SFG,NL,13,12,.520,25,4.15,32,31,1,1,0,190.2,157,93,88,18,87,1,179,6,2,9,818,108,3.96,1.280,7.4,0.8,4.1,8.4,2.06,2.5,1.0,1,cainma01
179,Madison Bumgarner,2.4,111.0,,2010,20,SFG,NL,7,6,.538,13,3.00,18,18,0,0,0,111.0,119,40,37,11,26,2,86,5,1,1,472,131,3.66,1.306,9.6,0.9,2.1,7.0,3.31,2.4,1.6,1/H,bumgama01
180,Masato Yoshii,2.4,171.2,,1998,33,NYM,NL,6,8,.429,14,3.93,29,29,1,0,0,171.2,166,79,75,22,53,5,117,6,1,5,724,107,4.47,1.276,8.7,1.2,2.8,6.1,2.21,2.4,1.1,1,yoshima01
181,Matt Shoemaker,2.4,136.0,ROY-2,2014,27,LAA,AL,16,4,.800,20,3.04,27,20,0,0,0,136.0,122,49,46,14,24,0,124,4,0,5,543,118,3.26,1.074,8.1,0.9,1.6,8.2,5.17,2.4,1.2,1,shoemma01
182,Noah Syndergaard,2.4,150.0,ROY-4,2015,22,NYM,NL,9,7,.563,16,3.24,24,24,0,0,0,150.0,126,60,54,19,31,2,166,3,0,6,603,117,3.25,1.047,7.6,1.1,1.9,10.0,5.35,2.4,1.2,1,syndeno01
183,Jameson Taillon,2.4,104.0,,2016,24,PIT,NL,5,4,.556,9,3.38,18,18,0,0,0,104.0,99,40,39,13,17,1,85,3,2,1,418,123,3.71,1.115,8.6,1.1,1.5,7.4,5.00,2.4,1.6,1,taillja01
184,Jeff Niemann,2.4,180.2,ROY-4,2009,26,TBR,AL,13,6,.684,19,3.94,31,30,2,2,0,180.2,185,84,79,17,59,1,125,9,0,6,769,110,4.07,1.351,9.2,0.8,2.9,6.2,2.12,2.4,0.7,1,niemaje01
185,Reid Detmers,2.4,129.0,,2022,22,LAA,AL,7,6,.538,13,3.77,25,25,1,1,0,129.0,110,56,54,13,46,1,122,8,0,2,539,106,3.79,1.209,7.7,0.9,3.2,8.5,2.65,2.4,1.3,,detmere01
186,Rick Porcello,2.4,170.2,ROY-3,2009,20,DET,AL,14,9,.609,23,3.96,31,31,0,0,0,170.2,176,81,75,23,52,0,89,3,1,6,720,114,4.77,1.336,9.3,1.2,2.7,4.7,1.71,2.4,0.8,1,porceri01
187,Kris Benson,2.4,196.2,ROY-4,1999,24,PIT,NL,11,14,.440,25,4.07,31,31,2,0,0,196.2,184,105,89,16,83,5,139,6,1,2,840,113,4.14,1.358,8.4,0.7,3.8,6.4,1.67,2.4,0.8,1,bensokr01
188,Joe Ryan,2.4,147.0,,2022,26,MIN,AL,13,8,.619,21,3.55,27,27,0,0,0,147.0,115,60,58,20,47,0,151,10,0,2,604,110,3.99,1.102,7.0,1.2,2.9,9.2,3.21,2.4,1.1,,ryanjo04
189,Jerome Williams,2.3,131.0,,2003,21,SFG,NL,7,5,.583,12,3.30,21,21,2,1,0,131.0,116,54,48,10,49,3,88,7,1,2,545,128,3.96,1.260,8.0,0.7,3.4,6.0,1.80,2.3,1.3,1,willije01
190,Adam Eaton,2.3,135.0,,2000,22,SDP,NL,7,4,.636,11,4.13,22,22,0,0,0,135.0,134,63,62,14,61,3,90,2,0,3,583,103,4.55,1.444,8.9,0.9,4.1,6.0,1.48,2.3,1.3,1/H,eatonad01
191,Steve Cooke,2.3,210.2,ROY-11,1993,23,PIT,NL,10,10,.500,20,3.89,32,32,3,1,0,210.2,207,101,91,22,59,4,132,3,3,3,882,103,3.98,1.263,8.8,0.9,2.5,5.6,2.24,2.3,0.7,1,cookest01
192,Chien-Ming Wang,2.3,116.1,,2005,25,NYY,AL,8,5,.615,13,4.02,18,17,0,0,0,116.1,113,58,52,9,32,3,47,6,0,3,486,105,4.20,1.246,8.7,0.7,2.5,3.6,1.47,2.3,1.2,1,wangch01
193,Tobias Myers,2.3,126.0,,2024,25,MIL,NL,8,5,.615,13,3.07,24,23,0,0,0,126.0,115,47,43,18,33,0,115,5,5,4,517,135,4.11,1.175,8.2,1.3,2.4,8.2,3.48,2.3,1.3,,myersto01
194,Jim Wright,2.3,116.0,,1978,27,BOS,AL,8,4,.667,12,3.57,24,16,5,3,0,116.0,122,51,46,8,24,2,56,7,0,0,480,117,3.32,1.259,9.5,0.6,1.9,4.3,2.33,2.3,1.3,,wrighji02
195,Nick Blackburn,2.3,193.1,ROY-8,2008,26,MIN,AL,11,11,.500,22,4.05,33,33,0,0,0,193.1,224,102,87,23,39,4,96,7,0,2,823,103,4.40,1.360,10.4,1.1,1.8,4.5,2.46,2.3,0.5,1,blackni01
196,Cole Hamels,2.3,132.1,,2006,22,PHI,NL,9,8,.529,17,4.08,23,23,0,0,0,132.1,117,66,60,19,48,4,145,3,0,5,558,115,3.98,1.247,8.0,1.3,3.3,9.9,3.02,2.3,1.3,1,hamelco01
197,Ángel Miranda,2.3,120.0,,1993,23,MIL,AL,4,5,.444,9,3.30,22,17,2,0,0,120.0,100,53,44,12,52,4,88,2,2,4,502,129,4.17,1.267,7.5,0.9,3.9,6.6,1.69,2.3,1.1,,miranan01
198,Bob Tewksbury,2.3,130.1,,1986,25,NYY,AL,9,5,.643,14,3.31,23,20,2,0,0,130.1,144,58,48,8,31,0,49,5,2,3,558,124,3.65,1.343,9.9,0.6,2.1,3.4,1.58,2.3,1.1,,tewksbo01
199,Jose Quintana,2.3,136.1,,2012,23,CHW,AL,6,6,.500,12,3.76,25,22,0,0,0,136.1,142,62,57,14,42,4,81,3,2,10,568,113,4.23,1.350,9.4,0.9,2.8,5.3,1.93,2.3,1.0,1,quintjo01
200,Jason Dickson,2.3,203.2,ROY-3,1997,24,ANA,AL,13,9,.591,22,4.29,33,32,2,1,0,203.2,236,111,97,32,56,3,115,7,1,4,888,109,4.95,1.434,10.4,1.4,2.5,5.1,2.05,2.3,0.3,1,dicksja01
201,Clay Hensley,2.3,187.0,,2006,26,SDP,NL,11,12,.478,23,3.71,37,29,1,1,0,187.0,174,82,77,15,76,7,122,3,0,3,787,109,4.15,1.337,8.4,0.7,3.7,5.9,1.61,2.3,0.8,1/H,henslcl01
202,Tim Lincecum,2.3,146.1,,2007,23,SFG,NL,7,5,.583,12,4.00,24,24,0,0,0,146.1,122,70,65,12,65,5,150,2,0,10,618,112,3.63,1.278,7.5,0.7,4.0,9.2,2.31,2.3,1.1,1,linceti01
203,David Williams,2.3,114.0,,2001,22,PIT,NL,3,7,.300,10,3.71,22,18,0,0,0,114.0,100,53,47,15,45,4,57,7,0,0,472,123,5.13,1.272,7.9,1.2,3.6,4.5,1.27,2.3,1.4,1,willida07
204,Scott Karl,2.3,124.0,,1995,23,MIL,AL,6,7,.462,13,4.14,25,18,1,0,0,124.0,141,65,57,10,50,6,59,3,0,0,548,120,4.48,1.540,10.2,0.7,3.6,4.3,1.18,2.3,1.1,,karlsc01
205,Mark Thurmond,2.3,115.1,ROY-9,1983,26,SDP,NL,7,3,.700,10,2.65,21,18,2,0,0,115.1,104,40,34,7,33,2,49,2,1,0,466,133,3.60,1.188,8.1,0.5,2.6,3.8,1.48,2.3,1.2,1,thurmma01
206,Jerry Ujdur,2.3,178.0,,1982,25,DET,AL,10,10,.500,20,3.69,25,25,7,0,0,178.0,150,76,73,29,69,4,86,3,1,5,732,110,5.08,1.230,7.6,1.5,3.5,4.3,1.25,2.3,0.7,,ujdurje01
207,Brett Anderson,2.3,175.1,ROY-6,2009,21,OAK,AL,11,11,.500,22,4.06,30,30,1,1,0,175.1,180,94,79,20,45,1,150,3,1,0,735,108,3.69,1.283,9.2,1.0,2.3,7.7,3.33,2.3,0.6,1,anderbr04
208,Ricky Romero,2.3,178.0,,2009,24,TOR,AL,13,9,.591,22,4.30,29,29,0,0,0,178.0,192,88,85,18,79,0,141,10,1,6,771,103,4.33,1.522,9.7,0.9,4.0,7.1,1.78,2.3,0.6,1,romerri01
209,John D'Acquisto,2.2,215.0,,1974,22,SFG,NL,12,14,.462,26,3.77,38,36,5,1,0,215.0,182,101,90,13,124,7,167,6,2,9,936,101,3.62,1.423,7.6,0.5,5.2,7.0,1.35,2.2,0.4,1/H,d'acqjo01
210,Scott Olsen,2.2,180.2,ROY-9,2006,22,FLA,NL,12,10,.545,22,4.04,31,31,0,0,0,180.2,160,94,81,23,75,1,166,7,0,8,761,107,4.33,1.301,8.0,1.1,3.7,8.3,2.21,2.2,0.8,1/H,olsensc01
211,Kyle Kendrick,2.2,121.0,ROY-5,2007,22,PHI,NL,10,4,.714,14,3.87,20,20,0,0,0,121.0,129,53,52,16,25,3,49,7,0,0,499,118,4.94,1.273,9.6,1.2,1.9,3.6,1.96,2.2,1.3,1,kendrky01
212,Les Straker,2.2,154.1,,1987,27,MIN,AL,8,10,.444,18,4.37,31,26,1,0,0,154.1,150,79,75,24,59,6,76,2,5,2,656,106,5.09,1.354,8.7,1.4,3.4,4.4,1.29,2.2,0.8,,strakle01
213,Jair Jurrjens,2.2,188.1,ROY-3,2008,22,ATL,NL,13,10,.565,23,3.68,31,31,0,0,0,188.1,188,87,77,11,70,9,139,4,0,3,813,113,3.59,1.370,9.0,0.5,3.3,6.6,1.99,2.2,0.7,1/H,jurrjja01
214,Zach Day,2.2,131.1,,2003,25,MON,NL,9,8,.529,17,4.18,23,23,1,1,0,131.1,132,64,61,8,59,3,61,10,0,13,580,108,4.47,1.454,9.0,0.5,4.0,4.2,1.03,2.2,1.1,1,dayza01
