Season,Name,Team,PA,HR,R,RBI,SB,CS,OPS,wOBA,WAR,BsR,Def,Off,wRC+,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,MLBAMID,league,award_id,rookie_of_the_year,rom_Awards,rom_award_id,K%+_rank,wOBA_rank,WAR_rank,wRC+_rank,AVG+_rank,BB%+_rank,OBP+_rank,SLG+_rank,ISO+_rank,Def_rank,mean_rank,batter_rank,rookie_leader
2003,Robb Quinlan,LAA,101,0,13,4,1,2.0,0.702340425,0.3109056580066681,-0.2905950827822812,-1.374515946372412,-3.5825966596603394,-2.8532743704678936,88.29961374516398,107.27767157625394,71.92055832958835,100.8660591656316,98.82126757244954,86.88462762666946,52.92765129311601,117.60500122814976,425477,AL,AL,0,0.0,AL,15,24,37,21,10,30,13,26,37,33,24.6,26,0
2008,Eugenio Velez,SFG,292,1,32,30,15,6.0,0.680787253,0.2959533471962159,-0.2923747900863314,-1.0967613707762212,-1.8491355180740356,-10.45902068463279,74.45686239050772,97.95529006031404,52.60479321471483,79.90260311289224,88.16404809888748,89.54658432401008,75.42085854912507,100.21844413206982,464299,NL,NL,0,0.0,NL,6,43,47,45,28,49,43,36,40,40,37.7,39,0
2022,Peyton Burdick,MIA,102,4,8,11,1,0.0,0.664748507,0.294182841684304,-0.2970910901693416,-0.0635369620285928,-4.641499102115631,-1.712980316901612,86.08155018085012,85.00332971141427,93.86650344477852,151.7371121892021,90.61721484794,95.59931304060444,112.2092330741948,97.18166926954592,680814,NL,NL,0,0.0,NL,71,42,68,43,59,35,55,40,28,65,50.6,58,0
2022,JJ Bleday,MIA,238,5,21,16,4,1.0,0.586134453,0.2659901946532626,-0.2983841002704651,0.4102590759284794,-2.2977263927459717,-8.76899111535207,66.80414305815589,68.59917813252656,150.85688139110684,124.48636581896623,88.3852637778523,77.60414825365567,91.7200475496446,74.31255017223411,668709,NL,NL,0,0.0,NL,52,61,69,65,77,5,59,64,41,48,54.1,67,0
2018,Anthony Santander,BAL,108,1,8,6,1,0.0,0.547029702,0.2420064757267634,-0.2986624320399131,0.4678781731054187,-0.3569138050079345,-6.2367328152424495,48.070256909467155,79.2733388446516,66.9229320161203,89.22778869420354,78.43219533549258,71.29820150867478,59.35551895339761,81.73379490847525,623993,AL,AL,0,0.0,AL,13,62,50,59,58,41,58,58,50,28,47.7,55,0
2002,Ken Huckaby,TOR,283,3,29,22,0,0.0,0.577195853,0.2550183063724287,-0.299559964179048,-0.9161854209960438,6.855624198913574,-19.443666111931662,46.83751526283675,92.8756662367924,37.770726999985584,95.6913123700638,81.26974023105448,72.37286862378618,38.70133386664795,96.88391589232609,279570,AL,AL,0,0.0,AL,11,30,29,32,21,33,30,30,31,4,25.1,27,0
2014,César Hernández,PHI,125,1,13,4,1,1.0,0.571024334,0.2570097523976147,-0.3034193132227882,1.002286158502102,-2.0318780541419983,-4.520000659655303,60.64347249097023,92.3776495108925,91.99551674385891,131.98932817437242,90.71778196346558,70.97027354479015,31.52296275296168,105.7593476938885,514917,NL,NL,0,0.0,NL,46,48,49,50,38,23,37,55,60,40,44.6,53,0
2022,Kody Clemens,DET,127,5,13,17,1,0.0,0.5045427,0.2203675067330908,-0.3081279708481486,0.5613942369818687,1.2200920581817627,-8.148231366844854,39.056355428080494,59.921339511024065,79.13211832231663,116.95166337712,63.63331005570731,78.53179939795838,108.75304287592049,51.15663124647727,665019,AL,AL,0,0.0,AL,46,77,70,78,80,50,80,63,31,19,59.4,73,0
2007,Miguel Montero,ARI,244,10,30,37,0,0.0,0.68937733,0.2969654063960823,-0.3116324315928375,-1.4677782049402597,0.3781461715698242,-11.6294928235044,67.92316323482962,82.23748830102862,92.83050064177117,87.23137112323768,85.39165670643443,91.10978351551094,105.93675962742466,71.34951985181355,471083,NL,NL,0,0.0,NL,11,37,43,41,42,21,41,30,16,24,30.6,35,0
2011,Michael Martinez,PHI,234,3,25,24,3,0.0,0.539938571,0.2442221860177652,-0.3146911360726915,2.9215658518951386,1.145102746784687,-11.282720034798858,47.44327062422805,75.72968387372637,91.35989014885548,81.61806959032967,78.91738229338796,70.00812507411368,59.72921656044732,73.44354799928142,492841,NL,NL,0,0.0,NL,17,62,52,61,63,27,61,62,50,23,47.8,57,0
2003,Wily Mo Peña,CIN,181,5,20,16,3,2.0,0.64090909,0.2793277723065923,-0.3180091824990578,0.5189922930439934,-0.9639968276023864,-8.205934793195528,62.44405704549147,81.23158980755179,73.50020111595663,181.5867261968302,83.20542283425154,82.9699452415716,85.84539165450089,97.26931567607537,276377,NL,NL,0,0.0,NL,44,38,38,38,41,29,40,34,20,25,34.7,42,0
2002,Mike Rivera,DET,138,1,11,11,0,0.0,0.579380763,0.2539072654385497,-0.3206220076440573,-1.3062251234077848,1.4897117614746094,-9.372005732459872,52.538369298120024,86.00765568432203,34.42549339016301,156.09724183117072,76.48096253743503,76.62203325310364,61.208125585750814,102.28369619771516,407576,AL,AL,0,0.0,AL,30,31,30,30,29,34,35,28,27,16,29.0,34,0
2010,Scott Sizemore,DET,163,3,19,14,0,0.0,0.631261819,0.2850168047461119,-0.3276111614683714,0.2867798549123108,-3.6381567120552063,-5.196843107512033,71.40670005320825,85.9396915571526,108.10069199628133,140.5805794846175,90.09594365240793,82.32781337149355,75.94424383269441,97.13117090484508,502003,AL,AL,0,0.0,AL,49,42,50,43,46,16,42,45,36,43,41.2,46,0
2010,Brad Davis,MIA,123,3,8,16,2,0.0,0.646638591,0.2758139948050181,-0.3297018434010226,1.2387999165803194,-2.926598072052002,-4.013585010562485,64.36397455855456,80.56625469989251,82.81143468364016,163.03542582580792,81.483634100539,91.12216936923424,109.44507025227512,92.00778346666584,452238,NL,NL,0,0.0,NL,53,47,51,49,54,29,55,36,19,41,43.4,51,0
2018,Ronny Rodríguez,DET,206,5,17,20,2,0.0,0.591236169,0.2569767700627519,-0.3302786411531371,0.1909955721348524,0.2618279457092285,-10.513032310232884,56.53433220940551,88.03076009905149,58.47634856241984,93.55923489434188,80.36402265999125,80.43133961856559,69.0512901373609,86.12396615969588,500135,AL,AL,0,0.0,AL,19,55,51,55,51,50,56,51,48,22,45.8,51,0
2012,Alex Liddi,SEA,126,3,8,10,2,1.0,0.631226052,0.2771029704146915,-0.3339882693314125,-0.5194070287980139,-3.636705964803696,-3.797329178520663,77.75198244700456,87.58247475419834,88.95858591198869,202.49741772356535,86.67052374732896,85.7859774439347,82.84064897415354,120.59411318823469,499926,AL,AL,0,0.0,AL,61,45,53,40,45,27,47,40,34,48,44.0,53,0
2010,Rubén Tejada,NYM,255,1,28,15,2,2.0,0.58762829,0.2684376966662523,-0.334430253285173,1.710345109924674,-1.6918820142745972,-9.330106741861078,63.868624679480845,81.31223829223431,97.64171779173049,80.76603882648435,91.94550989855848,68.41365231006642,46.02435494590139,82.80700535185885,514913,NL,NL,0,0.0,NL,13,51,52,50,52,21,39,59,56,31,42.4,49,0
2001,Luis Lopez,TOR,128,3,10,10,0,0.0,0.644279758,0.2806147682288336,-0.3346138714782541,-0.0076958331628702,-2.1337449848651886,-5.688567987842471,64.80000061180579,91.1588319383534,75.34731534913332,75.85589184753854,87.19138925391572,82.26348307096059,67.55755117405772,87.57461324146391,285132,AL,AL,0,0.0,AL,9,22,23,23,20,16,21,20,21,24,19.9,22,0
2007,Curtis Thigpen,TOR,110,0,13,11,2,0.0,0.580706693,0.2658740347678508,-0.3377189542697276,0.1128844486083835,-1.2345255613327026,-6.033455748716332,55.44596122227016,87.68888664597674,84.9096228734233,92.54428782972472,86.73070631463344,67.77106388211374,32.42197998536325,93.5382614167121,450303,AL,AL,0,0.0,AL,13,44,44,42,36,27,38,46,47,32,36.9,43,0
2023,Alika Williams,PIT,112,0,7,6,0,0.0,0.517795022,0.238252137158368,-0.340708176708545,-0.3994967988692224,1.0423171520233154,-8.290155431307028,43.13084507612427,79.1982715245849,91.19042285702018,140.02520270968188,83.60307118868721,59.427079911769454,29.73484515670361,102.0482359707936,675961,NL,NL,0,0.0,NL,70,75,64,75,73,37,68,77,79,39,65.7,75,0
2002,Willie Harris,CHW,177,2,14,12,8,0.0,0.564593469,0.2525807283390527,-0.3414193523216428,0.6897907670936547,1.7589241862297058,-11.171295818757006,45.5840084510989,88.22380383881021,60.39048393599249,73.02176021197486,81.45410884080297,69.26483133391135,38.1287049738987,86.73498451868849,407483,AL,AL,0,0.0,AL,2,32,31,33,27,28,28,31,32,14,25.8,29,0
2005,Chris Snyder,ARI,373,6,24,28,0,1.0,0.597910793,0.2687842390308641,-0.3508078563235696,-2.4416442253859714,8.85036849975586,-24.495924471828367,52.91656147069014,75.41249613869908,122.06583314398225,144.78562442539632,87.73840716858284,70.28728635216137,61.646189815785725,86.22962968156955,430965,NL,NL,0,0.0,NL,47,53,47,54,56,11,50,54,44,7,42.3,52,0
2022,Richie Palacios,CLE,123,0,7,10,2,0.0,0.578397211,0.2580003489236362,-0.3532517229716012,0.3785752491094172,-2.9244937896728516,-4.307631351904855,66.1429607631034,95.73566967208312,91.91871115988548,73.18483018756588,94.61186789792,72.92238513701648,35.87623847245665,96.53751373700244,680700,AL,AL,0,0.0,AL,6,68,71,66,42,41,44,70,75,53,53.6,66,0
2005,Omar Quintanilla,COL,143,0,16,7,2,1.0,0.512260492,0.2357470610716047,-0.3550411374611307,0.0303441818105056,5.020548105239868,-13.21788164266648,26.225580677107907,81.48263106490674,71.63898587327263,65.11338032510349,79.70396763255272,56.62654002538223,14.719231876022096,82.97376164851438,435560,NL,NL,0,0.0,NL,7,55,48,56,54,43,55,56,56,16,44.6,54,0
2018,Taylor Ward,LAA,147,6,14,15,2,0.0,0.578231292,0.2550071258934177,-0.3603157653731433,0.517932364018634,-1.5926472544670105,-6.933259776955427,57.59912950504569,71.16984202589877,73.75180240875471,140.47523571666727,76.83153823020582,80.0124263188743,93.25411559056408,72.82296758141521,621493,AL,AL,0,0.0,AL,55,56,52,54,62,38,59,52,26,32,48.6,57,0
2021,Jarren Duran,BOS,112,2,17,10,2,1.0,0.577520026,0.2473721887384142,-0.3603245052192806,0.5199526501819491,-0.7574872076511383,-6.668536468695274,47.57752269285587,87.39700496456683,42.138576377299394,156.11250270382416,76.1588054394074,80.92917562330094,71.55970549648208,109.12295818273076,680776,AL,AL,0,0.0,AL,64,66,66,67,44,72,65,59,56,38,59.7,70,0
2001,Brandon Inge,DET,202,0,13,15,1,4.0,0.453095238,0.2019900262355804,-0.3605239365107139,-1.5376398619264364,11.609627723693848,-22.478181370346153,17.780629303218735,67.29221559752482,53.71293713750032,123.1719431799582,64.3448888949143,55.49520688538004,35.992199950763776,76.34709849877721,276346,AL,AL,0,0.0,AL,18,29,24,29,29,23,29,29,29,2,24.1,29,0
2004,Luis Terrero,ARI,255,4,21,14,10,2.0,0.676976239,0.299988096905133,-0.3606645858226303,1.47829292784445,-4.253215909004211,-8.050174038239216,71.01319873192354,90.73365154592682,86.6958567752285,187.16194837371205,93.43582927982624,81.95679357138005,67.82560179073111,118.51864583693066,407880,NL,NL,0,0.0,NL,46,34,39,34,32,26,29,37,32,36,34.5,41,0
2003,Andres Torres,DET,185,1,23,9,5,5.0,0.560188879,0.2492454398277751,-0.3633073779535012,-1.3677883715135977,3.2113481163978577,-13.28337675339869,48.5283482769841,82.25567505675325,65.44122933931722,120.45997300971854,78.62873825613674,69.44859686723309,48.123206507147046,91.96180526472185,400083,AL,AL,0,0.0,AL,26,42,39,41,40,32,44,42,38,14,35.8,43,0
2019,Rowdy Tellez,TOR,409,21,49,54,1,1.0,0.742047181,0.3081077984694776,-0.3691009348468311,-2.6768309948965907,-11.41024661064148,-7.205487466909518,91.33672518712436,89.47307830833611,83.39886522445155,124.0427598498346,90.76185311366068,101.94401066106676,118.92417630108751,89.42917445361954,642133,AL,AL,0,0.0,AL,57,40,59,36,53,38,51,24,14,71,44.3,47,0
2006,Matt Kemp,LAD,166,7,30,23,6,0.0,0.737208574,0.3094031023256706,-0.3700560907813658,3.1536268405616283,-8.965519338846207,-0.4264230331079273,83.50562272173812,93.03699793178592,61.041695079934286,194.35437488098228,84.29532522764707,101.3554276137954,114.68568431878084,109.1389842613126,461314,NL,NL,0,0.0,NL,49,34,45,34,31,40,43,23,15,45,35.9,41,0
2018,Brandon Dixon,CIN,124,5,14,10,0,0.0,0.573674138,0.2465344878935045,-0.3741748473230486,0.0797558836638927,0.3772580623626709,-7.81247417196041,47.86991568667736,70.13263761874096,53.91643980509511,160.72253769445155,66.61202087274884,85.33433151543905,108.94990669805014,76.05972646338508,641525,NL,NL,0,0.0,NL,59,60,53,60,63,54,63,46,18,21,49.7,58,0
2018,Chance Sisco,BAL,184,2,13,16,1,0.0,0.556793478,0.2588953725669695,-0.3756664143926719,-0.696979935048148,-0.3554327487945556,-9.584553289641748,59.59531546819625,72.55987832041659,85.10851111954815,164.60033099318366,90.36752932644264,64.51001878410243,52.4554398698196,99.73580326418842,642082,AL,AL,0,0.0,AL,60,54,54,53,61,30,44,63,55,27,50.1,60,0
2012,Ryan Wheeler,ARI,119,1,11,10,1,0.0,0.633567188,0.2799380792289221,-0.3771813541705142,-1.321232775691897,-1.4018933176994324,-5.817395326261026,68.29642241669657,91.4235439827109,91.6333071172172,96.27793370134071,90.06845096238382,82.04516504074448,66.03415304844266,94.733706639585,572253,NL,NL,0,0.0,NL,24,44,54,47,40,24,41,49,45,33,40.1,45,0
2023,Jake Alu,WSN,175,2,14,16,5,1.0,0.570917371,0.2560933996206042,-0.3817382281843592,-0.9074444342404604,0.3237141966819763,-10.138011535161938,57.42331179588389,90.55500511222316,64.84652345012762,107.5393556810357,87.11055632191398,69.4586701142529,37.776343919578125,97.8616414828622,666906,NL,NL,0,0.0,NL,34,69,65,70,53,65,62,73,76,43,61.0,68,0
2019,DJ Stewart,BAL,142,4,15,15,1,2.0,0.697853788,0.29888879026927,-0.3842422350165402,-0.4924069177359342,-5.383828639984131,-3.716015337382211,82.23807801070366,93.8351444580029,115.96452259680466,80.07957191019193,98.0323887454756,86.56175308050578,76.65844092475749,89.79502787271252,621466,AL,AL,0,0.0,AL,13,45,60,48,45,15,35,50,46,55,41.2,43,0
2023,Brett Wisely,SFG,131,2,10,8,2,1.0,0.497435896,0.2218895229009481,-0.3848790004521539,-0.624234112445265,2.6057474613189697,-10.946464810436089,36.39609098985151,69.99147280630969,77.96433173725403,136.81851847635517,71.38416061762372,64.02277405447975,55.0590206531316,80.99271383516162,689172,NL,NL,0,0.0,NL,68,77,66,76,76,52,77,76,65,30,66.3,77,0
2008,Nick Hundley,SDP,216,5,21,24,0,0.0,0.636363635,0.2789753239463877,-0.3862798618389992,1.6742848285939544,-4.750478267669678,-6.0596765668189025,71.47506408761532,88.8097731476322,55.87519656852184,140.4214265288029,81.91487209161905,84.09798267514795,76.18268526983692,95.42311812171984,460026,NL,NL,0,0.0,NL,43,46,48,46,44,47,49,42,38,46,44.9,50,0
2017,José Osuna,PIT,227,7,31,30,0,0.0,0.696629442,0.2932221697815714,-0.3908673417914775,0.6957449880428612,-6.135829448699951,-5.60433080189861,78.40650571185766,88.99677241613834,44.06625335653423,83.89928804159034,80.55601506935446,97.86949032293082,111.0496568698954,83.35063645175907,591741,NL,NL,0,0.0,NL,10,49,57,51,50,60,59,33,25,55,44.9,55,0
2008,Jeff Larish,DET,111,2,12,16,2,2.0,0.681306306,0.3025995949367145,-0.3949152260602547,-0.6140776104293764,-4.376459836959839,-3.4222500143990793,79.46325757991298,96.83641200054836,73.35986305106249,181.90439826961745,91.13428432791662,89.07837535991229,75.47361745638376,121.66821189968222,460252,AL,AL,0,0.0,AL,59,40,49,42,31,38,39,37,39,45,41.9,47,0
2013,Jonathan Villar,HOU,241,1,26,8,18,8.0,0.639560439,0.288718664339172,-0.3953199948338948,0.2097838902845978,-5.832654714584351,-5.599603506161586,78.78334355571496,94.72215178489589,122.38009221740325,149.6611818204533,99.85891708327752,78.67795599367084,51.092765163213535,121.54404387536476,542340,AL,AL,0,0.0,AL,58,38,58,36,32,10,19,50,50,58,40.9,45,0
2012,Brian Dozier,MIN,340,6,33,33,9,2.0,0.603111814,0.2649383967121442,-0.3976383952718523,-1.524126026313752,1.1674745082855225,-16.421071411923528,62.530186001509406,91.50535087586748,58.60800923432403,88.82659841265698,84.50376078625163,80.64782400245379,62.84704138306263,90.88252007400848,572821,AL,AL,0,0.0,AL,18,55,55,54,39,48,52,50,47,21,43.9,52,0
2023,Oswald Peraza,NYY,191,2,15,14,4,3.0,0.538692006,0.2457245463476131,-0.4023639378559447,-0.8821143633686006,1.4024513363838196,-11.969638237772424,51.55280665549002,77.3025073322813,81.29318561226462,113.13924574015108,84.23222600980915,65.96822559912593,49.02477716467185,86.52310895088272,672724,AL,AL,0,0.0,AL,40,73,67,72,75,50,67,75,71,36,62.6,73,0
2002,Brandon Berger,KCR,145,6,16,17,1,0.0,0.643232114,0.2731541703630994,-0.4061333775375494,0.8942728932597674,-1.9964323788881304,-6.977567273793916,55.915735196390806,76.25156337063055,65.52714565423484,135.82766906223353,76.94813677383432,91.27622992101244,115.951099445159,74.06750406059203,407356,AL,AL,0,0.0,AL,26,27,32,29,33,23,34,16,9,24,25.3,28,0
2007,Alejandro De Aza,MIA,158,0,14,8,2,0.0,0.573937908,0.2505412133116471,-0.4091319500703206,1.9064314553979784,0.227702796459198,-9.638669158264976,43.71988171737802,84.02215592900814,43.00754784236176,142.40955209443413,76.40678489674629,71.68196215371012,51.059609855731225,99.47935215564368,457477,NL,NL,0,0.0,NL,43,46,45,46,40,47,48,43,40,26,42.4,47,0
2009,Fernando Martinez,NYM,100,1,11,8,2,0.0,0.517149516,0.2360850024704981,-0.4101259057839153,1.0563414134085178,-0.7064990997314453,-6.527610771173966,38.377049845273945,66.16161673653936,53.9186394050611,80.05850435121086,71.54071704884043,65.09261305148651,63.275076136711085,65.2979491668727,494686,NL,NL,0,0.0,NL,7,48,42,48,48,43,50,47,35,24,39.2,46,0
2010,Cole Gillespie,ARI,113,2,11,12,1,1.0,0.648570455,0.2837228684553078,-0.4113431725517945,0.0327126202173531,-2.7821929454803467,-4.639447391521994,65.49539262641765,88.11092052840354,70.10879567168541,139.09288779030928,85.3076178763679,88.51501550756946,89.21644143630452,98.4731954550887,502261,NL,NL,0,0.0,NL,47,44,53,46,44,44,50,39,27,39,43.3,50,0
2023,Luis Matos,SFG,253,2,24,14,3,0.0,0.660830362,0.2949244199521038,-0.4119933599093793,-0.3854566365480423,-7.810967057943344,-4.9748292163883425,85.3575301832139,99.98781829472814,89.70862905007569,58.44530172781813,98.59166952146968,82.13448003995134,55.32246125084463,95.96764152008546,682641,NL,NL,0,0.0,NL,3,47,68,43,33,39,36,61,63,73,46.6,52,0
2003,Jason Jones,TEX,121,3,11,11,0,1.0,0.652660847,0.2912259170831727,-0.4220546597577516,0.2539781226078048,-3.8168903589248657,-4.644268159063307,67.64960496905783,80.28187136181967,100.05477211035009,110.50460344473632,89.09505711822138,82.87099853816876,87.18222877569235,80.89232889068234,429961,AL,AL,0,0.0,AL,20,31,40,34,43,9,30,35,18,34,29.4,35,0
2016,Rob Refsnyder,NYY,175,0,25,12,2,1.0,0.636796732,0.2815351600563803,-0.4322554037099794,-0.5145458881743252,-3.7033203840255737,-6.454474365298539,71.72977169204914,97.10688078794878,128.25244216634235,82.98236124949675,101.80721347042328,72.9513218456152,35.58102148500534,101.78314834906116,608701,AL,AL,0,0.0,AL,14,51,55,52,35,12,24,56,60,52,41.1,48,0
2010,Eric Young Jr.,COL,189,0,26,8,17,6.0,0.597053032,0.275675358280303,-0.4389676537091702,3.0196557310409844,-2.320344440639019,-7.691545909484134,52.7051103721207,93.23364858153356,101.79818328871238,91.76425498995096,94.0386722048838,69.01354315001488,26.9724121727603,99.36840642223062,458913,NL,NL,0,0.0,NL,18,48,54,56,39,19,32,58,58,34,41.6,48,0
2019,Zack Collins,CHW,102,3,10,12,0,0.0,0.655767902,0.2851712620258331,-0.4433199323876369,-0.4885213011875748,-4.578510284423828,-3.680625220833928,75.51428044908684,73.32234521881713,161.44080532233738,167.22498882518912,94.94798146840112,79.2643961188818,87.35496826426107,98.9786101583862,641470,AL,AL,0,0.0,AL,73,56,61,54,72,4,43,59,38,52,51.2,61,0
2023,Brett Baty,NYM,389,9,41,34,2,0.0,0.59827085,0.2655900421080651,-0.4447501669123096,-0.5858321483246982,-1.4918031692504885,-16.274544393055674,67.44488466901674,84.97548287598437,84.60054112383662,125.5547316536774,85.16655718006709,77.5346626705247,66.3600869411432,94.17841407299746,683146,NL,NL,0,0.0,NL,52,66,69,62,63,44,66,68,55,55,60.0,67,0
2017,Dansby Swanson,ATL,551,6,59,51,3,3.0,0.6359302,0.2757245323133557,-0.4509763951179804,-0.0317271132953465,2.594059944152832,-26.089609534757823,63.20485399643159,88.61379468704361,119.01176194184208,103.69403839623052,93.57737221066326,74.05173253304255,52.420248954973545,95.77008259174411,621020,NL,NL,0,0.0,NL,21,58,58,59,51,21,46,58,59,14,44.5,53,0
2019,Richie Martin,BAL,309,6,29,23,10,1.0,0.581423191,0.2515148038142605,-0.4510984389661866,1.117463855072856,2.713463306427002,-18.551030964278254,50.19778400052311,82.16377655340199,53.291139563868086,117.47794828522522,80.38942531345558,73.0651547644848,60.676646212804805,91.05251225618434,621006,AL,AL,0,0.0,AL,46,68,62,69,65,65,66,66,60,14,58.1,67,0
2014,Mike Olt,CHC,258,12,23,33,0,1.0,0.60361757,0.2695765925008197,-0.4544745237297963,-0.3429584736004472,-2.531080901622772,-9.425896171749429,68.63722691615395,62.40623440558765,123.80964144387411,193.78278144500027,77.51252344956403,89.8956798065454,140.55038325545533,67.01309374463005,592609,NL,NL,0,0.0,NL,60,44,50,44,61,8,52,31,5,41,39.6,45,0
2009,Josh Whitesell,ARI,133,1,7,14,0,0.0,0.632901698,0.2894755874493325,-0.4547520894191282,0.2126828506588935,-3.358121871948242,-5.356609421566209,65.97522446571368,73.16831590694221,194.59358493899768,124.68832534151612,102.06654930901722,68.00972662197151,59.23901181088495,84.83152359086267,444882,NL,NL,0,0.0,NL,29,39,43,39,47,1,14,46,41,33,33.2,40,1
2013,César Hernández,PHI,131,0,17,10,0,3.0,0.674089962,0.3047709801724849,-0.4595675859899816,-1.8920690305531025,-4.955269068479538,-3.242007900022834,90.83757944728852,112.22176954156762,85.96089988051808,104.60657341050046,106.4209286463529,82.50386622719532,28.911209616414425,122.89486487308416,514917,NL,NL,0,0.0,NL,25,26,59,27,5,31,9,43,61,55,34.1,36,0
2014,Juan Carlos Perez,SFG,109,1,13,3,0,1.0,0.494299065,0.2245666167446386,-0.4638316991620795,0.0626124627888202,-0.5656172037124634,-6.964132243978428,42.57043803407361,66.30662405593688,58.610802417380725,114.66962753626294,70.08725836371113,68.26453195975874,71.87235527799523,71.23914480835732,543633,NL,NL,0,0.0,NL,29,58,51,57,57,45,59,57,37,36,48.6,58,0
2019,Pablo Reyes,PIT,157,2,18,19,1,1.0,0.595563671,0.2598708773114879,-0.4715780127443644,0.4633684009313583,-1.4573514461517334,-8.406512380155121,57.17942777646691,78.6396611179531,93.45765008697528,104.9020853786098,82.78009509436683,72.27538598626849,63.50773424347139,85.61626820047427,622569,NL,NL,0,0.0,NL,33,66,63,66,70,31,65,67,58,41,56.0,65,0
2011,Chase d'Arnaud,PIT,151,0,17,6,12,2.0,0.528324024,0.2336966399378424,-0.4758384838915072,2.7106450321152806,-1.9991999864578247,-7.12124065054072,43.62524638502763,83.6862735895739,31.461684134887317,130.09472484103676,74.00692753309194,71.10342820822753,48.49808182258543,95.97411018795688,488818,NL,NL,0,0.0,NL,52,64,53,63,55,62,64,60,56,35,56.4,64,0
2011,J.P. Arencibia,TOR,486,23,47,78,1,1.0,0.719816254,0.3108590833889031,-0.4867159098326258,-2.810507894260809,-12.65713596343994,-7.928917727843147,90.95550747245966,84.75604620455634,91.44756437773242,152.54756393936154,87.20889531203376,107.13370336840234,145.56690630198,86.79755232269105,450317,AL,AL,0,0.0,AL,59,27,54,31,54,25,48,17,5,58,37.8,43,0
2019,Billy McKinney,TOR,276,12,37,28,0,2.0,0.696033383,0.2914969744908549,-0.4923257089495895,-0.1583596020936966,-7.889301061630249,-7.177342404029257,80.10238069023745,84.78809063238862,80.97108687299979,115.67793240739974,84.67517751923909,95.959393623197,111.17001021603376,83.75113180132851,641856,AL,AL,0,0.0,AL,43,53,64,51,60,42,61,32,17,65,48.8,58,0
2001,Brent Butler,COL,131,1,17,14,1,1.0,0.63135952,0.2762670955916708,-0.4946218656437193,-0.239717434393242,0.5978513360023499,-9.95299620442598,43.258068002177254,90.77796769526547,59.67112212441128,31.15407442646391,84.4321110086031,78.32873003069713,58.83096375979539,82.87631637944529,150450,NL,NL,0,0.0,NL,1,24,25,27,21,20,24,23,23,14,20.2,23,1
2008,Brandon Wood,LAA,157,5,12,13,4,0.0,0.55102564,0.2406948594710765,-0.4959524633956825,0.2304554753936827,0.995018720626831,-11.397399986818868,39.878370913074576,74.59990275502962,29.63765170072846,162.65074799541856,66.7527704376927,77.59716237738425,82.85325917416522,80.32464473002683,457420,AL,AL,0,0.0,AL,49,54,50,54,56,58,60,48,29,22,48.0,56,0
2005,Greg Dobbs,SEA,154,1,8,20,1,0.0,0.618567614,0.2647970469792683,-0.4996496519929236,-0.3460725583136081,-2.38577139377594,-7.796194951488445,60.381532125629064,91.91570700670188,74.44341199134402,102.84944974808016,86.92383957116907,77.8315211343011,53.7911980933991,97.47805294965214,425785,AL,AL,0,0.0,AL,26,54,49,53,40,40,51,53,53,38,45.7,55,0
2015,Max Muncy,OAK,112,3,14,9,0,0.0,0.660014004,0.2852609072412763,-0.5006988702246935,-0.9352936958894134,-4.811575770378113,-3.565483589484588,79.70613565391349,80.4365363479194,104.4688543140968,139.7447116271334,84.13324075737884,94.90292410205964,118.44802711477264,88.07540491386565,571970,AL,AL,0,0.0,AL,54,54,66,55,66,23,62,47,28,57,51.2,62,0
2018,Dawel Lugo,DET,101,1,10,8,0,0.0,0.57583737,0.2548347516815261,-0.5070097952348462,-0.328747694613412,-2.6249830424785614,-5.753329025528324,55.072609308787634,85.17667283115578,83.48801419832827,90.8684691494514,83.86808985049153,74.05405414874579,57.39804979486354,88.45164090239899,608475,AL,AL,0,0.0,AL,15,57,55,57,55,31,52,56,52,38,46.8,53,0
2012,Ryan Flaherty,BAL,167,6,15,19,1,0.0,0.617145835,0.269755849809003,-0.5092234215537065,-1.34817325277254,-2.1973035633563995,-8.290976282935674,64.44656210327125,84.27996797843248,44.745635408605835,134.07442352782613,80.39621591351832,87.24924870852607,92.1173586124337,87.63671595605575,475247,AL,AL,0,0.0,AL,50,49,56,52,50,55,56,38,31,37,47.4,59,0
2014,Josmil Pinto,MIN,197,7,25,18,0,1.0,0.705253356,0.3151764043696641,-0.5098722156464245,-1.4542696413118392,-9.30093252658844,-1.544735612013945,99.58222195032602,86.30763467335211,157.90964354818223,128.74570481560608,99.47023215268716,99.82901583246378,124.76800149819378,87.5190089424605,500887,AL,AL,0,0.0,AL,43,13,52,14,45,2,18,18,10,58,27.3,28,0
2006,Troy Tulowitzki,COL,108,1,15,6,3,0.0,0.609423675,0.2686546679872733,-0.5159811509698925,1.8594234311021864,-3.1950221061706543,-5.768016660982907,45.98554667500445,88.01737354086188,104.24816261560748,140.9103171163746,92.63294702096633,65.97895575519303,30.66249176110494,103.97437158694362,453064,NL,NL,0,0.0,NL,42,47,46,49,38,11,30,49,50,38,40.0,48,0
