Season,Name,Team,W,L,G,GS,CG,ShO,QS,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,WAR/IP,pos,league,award_id,rookie_of_the_year,ERA-_rank,FIP-_rank,HR/9+_rank,WHIP+_rank,AVG+_rank,BB%+_rank,WAR_rank,WAR/IP_rank,IP_rank,K%+_rank,WPA_rank,WPA/LI_rank,K/BB+_rank,K-BB%_rank,Clutch_rank,QS_rank,mean_rookie_rank,rookie_rank,mlb_rank,mean_mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/IP
1974,Dan Spillner,SDP,8,11,25,25,5,2,14,143.1,92,4.018605221572552,116.62483424968336,4.078219817405554,116.11521516904736,-0.0596145958330014,92.64750296999054,143.02600159355123,104.1220253165814,110.04193400383156,109.7705955106688,118.48197692349169,0.03809524,-0.596671998500824,-0.827901303768158,0.2910231372285264,0.7041040658950806,122598,1970s,0.004920363842732918,starter,NL,NL,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.53125,3,87,0.27696078431372545,spillda01,Rookie of the Year,1974.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0041696156429128165
2004,Mike Wood,KCR,3,8,17,17,0,0,9,100.0,54,5.94,121.95791361310664,5.069269390106202,109.35728068867124,0.8707306098937986,99.98522726537522,125.03588453377496,106.2457535371055,98.87063023016954,76.07721767653184,76.08845302756883,0.06018519,-0.377420037984848,0.0739047974348068,-0.4662688804851111,0.7100616097450256,430061,2000s,0.007100616097450257,starter,AL,AL,0,0.25,0.5,0.5,0.75,0.25,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.4375,4,102,0.27369791666666665,woodmi01,Rookie of the Year,2004.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.00377420037984848
2015,Kendall Graveman,OAK,6,9,21,21,1,0,10,115.2,77,4.046109332165047,102.78300351638892,4.603334319376192,115.74316192381042,-0.5572249872111454,76.56290929738701,110.1560623095572,109.62496407555464,109.95026406600016,76.35103409867341,99.72327204408955,0.07768924,-0.1634339988231659,-0.8836309313774109,0.7066405535197764,0.544974684715271,608665,2010s,0.004730683027042283,starter,AL,AL,0,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.7857142857142857,0.42857142857142855,0.37053571428571425,11,103,0.27286585365853655,graveke01,Rookie of the Year,2015.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0014186979064510928
2006,Enrique Gonzalez,ARI,3,7,18,18,0,0,7,101.0,60,5.881188118811881,125.20749169520695,4.760609165984806,101.8504517145646,1.120578952827075,89.15558234056124,103.83645686305115,103.5698625696936,100.90351486687425,79.37637840420221,89.03130315513832,0.05895692,-1.148059964179993,0.3028254210948944,-1.4604375460725896,1.2463648319244385,434619,2000s,0.012340245860638005,starter,NL,NL,0,0.10526315789473684,0.5263157894736842,0.5789473684210527,0.3684210526315789,0.2631578947368421,0.7368421052631579,0.42105263157894735,0.5263157894736842,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.47368421052631576,0.3684210526315789,0.3157894736842105,0.05263157894736842,0.18421052631578946,0.32730263157894735,16,98,0.2727521929824561,gonzaen01,Rookie of the Year,2006.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.011366930338415772
1980,Charlie Lea,WSN,6,5,19,19,0,0,9,101.1,55,3.730263064277472,103.8621000857806,3.9662280305105577,111.17781638755976,-0.2359649662330856,61.72745492796433,69.58572827348615,100.21007613408084,113.55861968326404,93.56899927765986,151.58409106153766,0.00226244,-0.3354120254516601,-0.2872821688652038,-0.0180431847699077,0.7240769267082214,117578,1980s,0.0071619874056203904,starter,NL,NL,0,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.35714285714285715,7,100,0.272554347826087,leach01,Rookie of the Year,1980.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.003317626364507024
2014,David Buchanan,PHI,6,8,20,20,0,0,11,117.2,71,3.747875192101878,103.52586012312246,4.271062317729436,112.99519590361147,-0.5231871256275582,82.4160926421541,109.3247672732013,105.45291167457474,101.9694588865438,68.71077138081351,83.37057273591667,0.07753479,-1.0489280223846436,-0.920505702495575,-0.1839562868071784,1.0233879089355469,571527,2010s,0.008731978745183847,starter,NL,NL,0,0.4375,0.25,0.3125,0.5625,0.375,0.75,0.25,0.3125,0.375,0.1875,0.25,0.25,0.25,0.1875,0.25,0.46875,0.341796875,14,106,0.2658730158730159,buchada01,Rookie of the Year,2014.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.008949897801916754
2011,Dillon Gee,NYM,13,6,27,27,1,0,12,156.1,110,4.317696947194768,116.81503701835886,4.586153774841895,121.5487288944698,-0.2684568276471273,69.30809542279798,108.57383441648564,97.80219396110024,105.09481494484648,84.13833335462047,121.3975496469087,0.06122449,-0.8029900193214417,-1.6676056385040283,0.9144456445910564,0.4525902867317199,518716,2010s,0.0028993612218559893,starter,NL,NL,0,0.25,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.25,0.16666666666666666,0.16666666666666666,0.75,0.5833333333333334,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.4166666666666667,1.0,0.4166666666666667,0.37500000000000006,10,109,0.2657442748091603,geedi01,Rookie of the Year,2011.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.005144074435114937
1978,Andy Replogle,MIL,6,5,18,18,3,2,8,108.0,35,3.6666669256893383,98.32293049694528,4.02002839760853,107.94899968615115,-0.3533614719191913,71.77188939579602,100.0165401532184,113.7387752596802,108.97943371814272,63.937308766263854,89.08405494334292,0.0,-0.592993974685669,-0.637390673160553,0.0478284636886481,0.8964039087295532,121077,1970s,0.008300036191940308,starter,NL,NL,0,0.5,0.25,0.5,0.25,0.25,0.5,0.125,0.25,0.25,0.125,0.5,0.375,0.25,0.25,0.875,0.1875,0.33984375,8,101,0.26549145299145294,reploan01,Rookie of the Year,1978.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.005490684950793231
2000,Mark Mulder,OAK,9,10,27,27,0,0,15,154.0,88,5.435064935064935,113.17157994206696,5.2705314983021125,109.51753384763772,0.1645334367628228,76.25090618377611,106.7242395600903,111.6471457013378,113.30229290517045,79.11960691830365,103.7621828145398,0.02695036,-0.6671257615089417,-1.4829919338226318,0.778108395499684,1.2021503448486328,150426,2000s,0.007806171070445667,starter,AL,AL,0,0.125,0.25,0.375,0.125,0.125,0.75,0.25,0.25,0.875,0.125,0.25,0.25,0.25,0.125,0.875,0.875,0.3671875,7,103,0.26495726495726496,muldema01,Rookie of the Year,2000.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.004331985464343777
2009,Sean West,MIA,8,6,20,20,0,0,7,103.1,70,4.790322816433953,112.56339803650532,4.4906322149977385,107.64015944111011,0.2996906014362146,78.89440650775943,96.50275468730796,107.7757285986862,111.6483656777874,82.04713474751976,103.99613743040828,0.05567452,-0.7015079855918884,-1.144349455833435,0.4483494941539826,0.9895736575126648,476811,2000s,0.009598192604390541,starter,NL,NL,0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.4444444444444444,0.05555555555555555,0.5,0.3888888888888889,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.7222222222222222,0.19444444444444445,0.3350694444444445,15,86,0.26477272727272727,westse01,Rookie of the Year,2009.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.006804151169659442
1980,Freddie Martinez,LAA,7,9,23,23,4,1,11,133.2,47,4.578552919070591,115.15793149017313,4.435703785863822,110.7575739317336,0.1428491332067691,66.83649042245479,107.23568804605152,99.3001628732451,102.02183285599908,67.56532715812986,101.09048369019357,-0.0034188,-0.7668999433517456,-0.864478349685669,0.0467290119945467,0.9554409384727478,118358,1980s,0.0071729800185641734,starter,AL,AL,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.375,6,102,0.26467391304347826,martial02,Rookie of the Year,1980.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.005757507082220313
2009,Trevor Cahill,OAK,10,13,32,32,0,0,15,178.2,90,4.6343282262794085,107.30610413436288,5.330292650956997,122.71948323879892,-0.6959644246775882,61.67944635694711,122.23663738116063,101.33817913144172,102.50082037975804,66.16034286524959,107.26481198527104,0.0232859,-0.7562142014503479,-1.5326459407806396,0.7567319070207866,0.3819768726825714,502239,2000s,0.002143529027399391,starter,AL,AL,0,0.3888888888888889,0.05555555555555555,0.2222222222222222,0.3888888888888889,0.4444444444444444,0.2222222222222222,0.05555555555555555,0.05555555555555555,1.0,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.9444444444444444,0.8888888888888888,0.3368055555555556,14,87,0.26420454545454547,cahiltr01,Rookie of the Year,2009.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.00424362627076514
1998,Jim Parque,CHW,7,5,21,21,0,0,10,113.0,77,5.097344788587129,111.42881180465542,4.847116727206847,106.3030753376332,0.2502280613802812,84.4173058036636,100.92753758632732,112.157811215504,113.72811409284556,93.31854434750102,110.54433273836932,0.05522683,-0.5393838882446289,-0.2389921844005584,-0.2827136387209342,1.0438196659088137,133220,1990s,0.009237342176184191,starter,AL,AL,0,0.5,0.5,0.7142857142857143,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.5,0.17857142857142858,0.5714285714285714,0.42857142857142855,0.6428571428571429,0.42857142857142855,0.42857142857142855,0.5,0.32142857142857145,0.4196428571428572,10,105,0.2620967741935484,parquji01,Rookie of the Year,1998.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0047733087455276895
2007,Chris Sampson,HOU,7,8,19,19,0,0,11,114.1,45,4.644314455588253,106.0659036715092,5.4786719968641755,120.66416456565192,-0.8343575412759225,86.4434094950449,143.0306912967968,108.28006896874192,96.76407469794832,53.825187456021354,62.26638564447702,0.03893443,-0.294669896364212,-0.4209131002426147,0.1232673524352483,0.3439799547195434,448200,2000s,0.0030147235295314937,starter,AL,AL,0,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.8461538461538461,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.6923076923076923,0.38461538461538464,0.3076923076923077,12,101,0.2618172268907563,sampsch01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0025825582503436633
2003,Mark Hendrickson,TOR,9,9,30,30,1,1,12,158.1,76,5.5136843876466255,117.7993279644054,4.799943097354965,105.43365381064568,0.7137412902916607,98.36840460964636,122.6253459857617,118.76649987449564,112.61592951721488,68.89166570904702,70.0343432703799,0.0512091,-2.123404026031494,-1.9935864210128784,-0.2562717661088829,1.656317949295044,424805,2000s,0.010476394366192562,starter,AL,AL,0,0.3333333333333333,0.6666666666666666,0.5,0.25,0.16666666666666666,0.9166666666666666,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,0.25,0.25,0.75,0.3333333333333333,0.4166666666666667,0.375,0.4453125,7,101,0.26162190082644626,hendrma01,Rookie of the Year,2003.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.013430765503045504
2009,Derek Holland,TEX,6,12,21,21,1,1,4,117.0,94,6.2307688244701405,132.4462776682262,5.174006700797908,113.1661460592548,1.0567621236722324,115.9573591510606,159.009518863491,108.16277075045303,105.97443835479396,103.31706063052157,89.0991832411205,0.10444874,-1.2020280361175537,-1.2370412349700928,-0.186188278446739,0.5002058744430542,502706,2000s,0.004275263884128668,starter,AL,AL,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.7222222222222222,0.2222222222222222,0.2777777777777778,0.8888888888888888,0.8888888888888888,0.2777777777777778,0.1111111111111111,0.34027777777777773,13,88,0.26136363636363635,hollade01,Rookie of the Year,2009.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.01027374389844063
1985,Tim Birtsas,OAK,10,6,25,25,2,0,8,134.1,87,4.086848325755055,104.74931255162464,5.074033091461107,125.5079517948898,-0.9871847657060524,64.87770130800541,124.17610517912094,89.78403920114303,109.23742291800257,108.25119637774336,166.85425184572148,0.00338983,-0.591058075428009,-1.2170628309249878,0.57519497080277,0.083525538444519,111013,1980s,0.0006228600928002908,starter,AL,AL,0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.21428571428571427,0.34375,6,89,0.2610119047619048,birtsti01,Rookie of the Year,1985.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.004407591912214833
1998,Eric Milton,MIN,8,14,32,32,1,0,14,172.1,107,5.6402317753845,117.4749678396038,5.0366376219782065,110.55599555567596,0.6035941534062932,82.11501563707967,118.17641452126458,104.60941249242885,107.40018938962749,85.16314028462591,103.71202272884628,0.04792746,-1.4700779914855957,-1.09650719165802,-0.4394119694687866,1.2400578260421753,132980,1990s,0.007205449308786608,starter,AL,AL,0,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.5,0.42857142857142855,0.35714285714285715,0.5,0.2857142857142857,0.8571428571428571,0.35714285714285715,0.2857142857142857,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.75,0.4174107142857142,11,107,0.2605846774193548,miltoer01,Rookie of the Year,1998.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.008541998788411364
2019,Trent Thornton,TOR,5,9,29,29,0,0,9,139.1,135,5.038277144124363,110.12973034570368,4.800133761821233,103.80736718579251,0.2381433823031296,85.32706706719175,102.5935859190686,105.43952863981166,110.24134249652964,95.63845722587558,112.08455672674118,0.12238325,-0.5700340270996094,-0.7570103406906128,0.1962147315523663,1.5434600114822388,663423,2010s,0.011096046092611351,starter,AL,AL,0,0.2727272727272727,0.6363636363636364,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.2727272727272727,0.8181818181818182,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.5454545454545454,0.6363636363636364,0.3181818181818182,0.4119318181818181,9,90,0.260210396039604,thorntr01,Rookie of the Year,2019.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.004098016010780801
2009,Craig Stammen,WSN,4,7,19,19,1,0,7,105.2,48,5.1104109556005985,121.82986657206978,4.6775256659473055,109.79046822295764,0.4328852896532931,99.1815396664299,120.10955127263176,104.71486674134457,93.3891962442556,58.64695719519505,59.13092030502977,0.05357143,-1.8530960083007812,-0.5485351085662842,-1.4521740571626576,0.8258469700813293,489334,2000s,0.007850256369594385,starter,NL,NL,0,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.6666666666666666,0.3333333333333333,1.0,0.2777777777777778,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.3888888888888889,0.6111111111111112,0.2777777777777778,0.05555555555555555,0.19444444444444445,0.32812499999999994,17,89,0.2585227272727273,stammcr01,Rookie of the Year,2009.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.01761498106749792
2002,Miguel Asencio,KCR,4,7,21,21,0,0,8,111.2,53,4.432835921850311,93.31688357751511,5.021776009965619,111.8291360315293,-0.588940088115308,48.34822316911836,88.1920005361302,104.90705572678736,114.63109782109058,66.04716130190717,136.60720361973134,-0.00801603,0.1828801035881042,-0.558213472366333,0.7211814167138841,0.7581226825714111,407900,2000s,0.006817650023124201,starter,AL,AL,0,0.625,0.5,0.8125,0.1875,0.3125,0.125,0.3125,0.5,0.3125,0.0625,0.5625,0.4375,0.0625,0.0625,0.875,0.1875,0.37109375,15,99,0.2584033613445378,asencmi01,Rookie of the Year,2002.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.001644605248094462
2002,Ryan Drese,CLE,10,9,26,26,1,0,8,137.1,102,6.553398300963404,147.92026657600618,4.381977435728757,101.00252638394753,2.171420865234647,85.5436912879253,89.63689502716149,119.12902342261168,125.3296248096626,99.88615175753456,116.76622979607276,0.06299213,-2.317012071609497,-2.316218137741089,-0.0135317820544798,1.4031691551208496,400181,2000s,0.010234640081114877,starter,AL,AL,0,0.0625,0.625,0.75,0.0625,0.0625,0.3125,0.5625,0.5625,0.5625,0.6875,0.0625,0.0625,0.625,0.625,0.1875,0.1875,0.375,14,100,0.2578781512605042,dresery01,Rookie of the Year,2002.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.016900160989128353
2023,Taj Bradley,TBR,5,8,21,21,0,0,1,102.2,128,5.522727409529436,133.9606488401795,4.7160793567270805,113.31023383095162,0.8066480528023554,120.7071026998152,157.53954149464647,102.41523311747108,105.77243135684436,122.63466084049408,101.5968915304839,0.19777778,-1.594329833984375,-1.2862207889556885,-0.4877102448776003,0.8786698579788208,671737,2020s,0.008597552426407248,starter,AL,AL,0,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.5,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.9285714285714286,0.07142857142857142,0.21428571428571427,0.7857142857142857,1.0,0.14285714285714285,0.07142857142857142,0.34821428571428575,11,93,0.2575934579439252,bradlta01,Rookie of the Year,2023.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.01560009622293909
2008,Luke Hochevar,KCR,6,12,22,22,0,0,8,129.0,72,5.511627255032886,124.13045387510748,4.43434370737884,103.26164255875166,1.077283547654046,76.6727271534678,83.75542650203099,106.52308423180804,105.89407215679184,74.45510273896983,97.10768037726844,0.04416961,-1.4865878820419312,-0.2486333101987838,-1.3488064365966244,1.2741844654083252,460024,2000s,0.009877398956653684,starter,AL,AL,0,0.18181818181818182,0.6363636363636364,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.33522727272727265,10,102,0.25685975609756095,hochelu01,Rookie of the Year,2008.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.011523937070092489
2009,David Huff,CLE,11,8,23,23,0,0,8,128.1,65,5.6103898327474155,127.30090641726116,4.6866942119196295,107.48492760187614,0.923695620827786,78.22759046899937,100.84670260426395,114.10893137455564,111.0524907070702,64.3481695173906,82.25763839621979,0.04181185,-0.9160140752792358,-1.3518109321594238,0.4132080184664741,1.3787850141525269,453307,2000s,0.010763349056616136,starter,AL,AL,0,0.16666666666666666,0.3888888888888889,0.5,0.16666666666666666,0.1111111111111111,0.7222222222222222,0.5,0.6111111111111112,0.4722222222222222,0.1111111111111111,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.6111111111111112,0.3055555555555556,0.3437500000000001,12,90,0.25596590909090905,huffda01,Rookie of the Year,2009.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.007150773421383575
2003,Jesse Foppert,SFG,8,9,21,21,0,0,6,108.0,98,5.0,120.21503808284378,5.087077543470595,122.51470988742928,-0.0870775434705946,75.23416732987342,126.4777500744537,93.64222185268152,111.91800676672048,118.06564261697784,156.93088387912906,0.06378601,-0.8458399176597595,-1.510517716407776,0.6446117165099211,0.3457835614681244,425817,2000s,0.003201699643223374,starter,NL,NL,0,0.25,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.8333333333333334,0.5,0.3333333333333333,0.25,0.5833333333333334,0.8333333333333334,0.08333333333333333,0.35416666666666663,11,102,0.25542355371900827,foppeje01,Rookie of the Year,2003.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.007831851089442218
1995,Esteban Loaiza,PIT,8,9,31,31,1,0,15,169.2,84,5.251473319978146,123.0396599481896,4.783061140738251,112.84099693539898,0.4684121792398947,76.51855512567492,116.5794927600697,113.39039806634447,110.05170438276866,65.40531860928462,85.47641697648224,0.03861518,-1.6200519800186155,-2.286092758178711,0.6499494963594254,1.121040940284729,117842,1990s,0.006625537472131969,starter,NL,NL,0,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.7692307692307693,0.23076923076923078,0.15384615384615385,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.38461538461538464,1.0,0.8461538461538461,0.3317307692307692,13,84,0.2552631578947368,loaizes01,Rookie of the Year,1995.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.009574775295618296
2002,Ryan Jensen,SFG,12,8,30,30,1,0,13,163.1,98,4.738775657771384,120.24634702835404,4.7008500348702436,117.6042885644906,0.0379256229011408,78.93332022392508,114.16766637300502,110.34164787213888,109.55082449115493,78.223574227942,99.10082400118972,0.04741981,-0.8285399675369263,-1.357221603393555,0.5451093558152984,0.924663543701172,276528,2000s,0.005669304375850227,starter,NL,NL,0,0.125,0.25,0.375,0.375,0.1875,0.5625,0.4375,0.375,0.75,0.375,0.125,0.25,0.375,0.375,0.75,0.625,0.39453125,13,101,0.25236344537815125,jensery01,Rookie of the Year,2002.0,NL,4.0,160.0,0.0,0.0,0.025,1,-0.0050799507512993645
2010,Mitch Talbot,CLE,10,13,28,28,1,0,11,159.1,88,4.405857459296864,109.90243550189732,4.483700077129818,109.26017235759925,-0.0778426178329541,60.40315241906629,74.36897789322451,107.46592117070144,110.95903371011715,71.255159290447,117.96595545633885,0.02729885,-1.3679999113082886,-0.0997390300035476,-1.3627306564406392,1.447380304336548,452676,2010s,0.00909729921016058,starter,AL,AL,0,0.18181818181818182,0.45454545454545453,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.45454545454545453,0.6363636363636364,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.33522727272727265,9,114,0.2464755639097744,talbomi01,Rookie of the Year,2010.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.00859836525020923
2013,Jonathan Pettibone,PHI,5,4,18,18,0,0,8,100.1,66,4.036545055125547,107.64934815068057,4.184067058022721,108.9661183678902,-0.1475220028971735,68.99011074802718,91.06540815364215,112.05639424805008,114.31743399321569,76.61348615023105,111.04995131110998,0.06407323,-0.6347237825393677,-0.8735942840576172,0.2667126165731427,0.9102127552032472,543643,2010s,0.009093034517514958,starter,NL,NL,0,0.25,0.3333333333333333,0.75,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.25520833333333326,11,116,0.2435591603053435,pettijo02,Rookie of the Year,2013.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.006340896928465212
2003,Jeriome Robertson,HOU,15,9,31,31,0,0,13,159.0,98,5.037735849056604,115.34613302482776,4.943471673449631,113.47795952102445,0.0942641756069733,82.63424936906563,123.49478427081092,108.48273599946091,107.88435586189796,82.08855853180235,99.33963213654546,0.05293276,-1.331337809562683,-1.165821194648743,-0.2078946757770203,1.0619264841079712,276359,2000s,0.006678782918918057,starter,AL,AL,0,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.5,0.4166666666666667,0.3333333333333333,0.5833333333333334,0.5,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5,0.5416666666666666,0.4244791666666667,8,107,0.24328512396694216,roberje02,Rookie of the Year,2003.0,NL,2.0,160.0,0.0,0.0,0.0125,1,-0.008373193770834486
1996,Alan Benes,STL,12,9,32,32,3,1,14,188.0,129,4.882978327083317,116.21664008355764,5.0651897435600715,118.11224349315026,-0.1822114164767541,74.63854735170848,126.3930257210034,99.2335861703386,105.21629860809352,89.73275436217438,120.22308449379726,0.05333333,-1.5065958499908447,-1.329379916191101,-0.1356690526952302,0.8012234568595886,110853,1990s,0.004261826898189301,starter,NL,NL,0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.9166666666666666,0.4010416666666667,5,91,0.24315476190476193,benesal01,Rookie of the Year,1996.0,NL,5.0,140.0,0.0,0.0,0.03571428571428571,1,-0.00801380771271726
2009,Scott Richmond,TOR,8,10,24,24,1,0,9,132.0,112,5.590909090909091,124.84429188470725,5.233447395671497,117.18812581841873,0.3574616952375935,98.68711417111538,159.32377731374993,103.07106095319403,106.88801806923874,109.35276538699506,110.8075407347463,0.09621993,-1.984484076499939,-1.4521763324737549,-0.6834715284477868,0.6288847327232361,446341,2000s,0.004764278278206334,starter,AL,AL,0,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.2777777777777778,0.3888888888888889,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.8888888888888888,0.1111111111111111,0.16666666666666666,0.5555555555555556,0.8333333333333334,0.16666666666666666,0.3888888888888889,0.33333333333333337,16,93,0.24062500000000003,richmsc01,Rookie of the Year,2009.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.015033970276514689
2018,Eric Lauer,SDP,6,7,23,23,0,0,6,112.0,100,4.339285714285714,111.16407098704973,4.508645861489432,112.03329028012256,-0.1693601472037178,83.89366866723805,110.19364480868948,116.13606147896954,119.21287385874206,88.50378881442897,105.49518925006927,0.10714286,-0.564079999923706,-1.3243354558944702,0.7653361303304408,0.8229014277458191,641778,2010s,0.007347334176301956,starter,NL,NL,0,0.4166666666666667,0.25,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.25,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,0.4166666666666667,0.4166666666666667,0.75,0.20833333333333334,0.34114583333333337,10,102,0.23940677966101692,lauerer01,Rookie of the Year,2018.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0050364285707473755
