Season,Name,Team,G,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,WAR/IP,pos,league,award_id,ERA-_rank,FIP-_rank,HR/9+_rank,WHIP+_rank,AVG+_rank,BB%+_rank,WAR_rank,WAR/IP_rank,IP_rank,K%+_rank,WPA_rank,WPA/LI_rank,K/BB+_rank,K-BB%_rank,Clutch_rank,mean_rookie_rank,rookie_rank,rk_rel_tc,rk_st_tc,mlb_rank,mean_mlb_rank,mlb_rel_tc,mlb_st_tc,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,rookie_of_the_year,rk_bat_tc,mlb_bat_tc
2011,Aroldis Chapman,CIN,54,50.0,71,3.6000002746582243,93.04397130615358,3.285386305618288,82.9275798095855,0.3146139690399363,74.1950077289316,39.93814552134633,58.90525370479407,99.34312826344028,179.975479543289,242.57086399365596,0.14492754,1.9239639043807983,0.8770918250083923,0.4976836686670138,0.4673430919647217,547973,2010s,0.009346861839294434,relief,NL,NL,0.46153846153846156,0.6538461538461539,0.8846153846153846,0.4230769230769231,0.9615384615384616,0.038461538461538464,0.6153846153846154,0.6153846153846154,0.34615384615384615,0.8076923076923077,0.9230769230769231,0.7307692307692307,0.19230769230769232,0.46153846153846156,0.7692307692307693,0.6228632478632479,24,0,0,0.6870748299319728,0.6150793650793652,0,0,chapmar01,Rookie of the Year,2011.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2018,Yoshihisa Hirano,ARI,75,66.1,59,2.442211523432041,59.9333774182476,3.6880698678746615,92.700287737137,-1.2458583444426203,98.99452903737456,74.42225478025922,85.45737365481303,83.77141189281507,100.4484221962451,101.4686549827626,0.13740458,1.9478060007095337,0.6899685859680176,0.5387336778174312,0.2479641437530517,673633,2010s,0.0037513486195620534,relief,NL,NL,0.9615384615384616,0.38461538461538464,0.5,0.8461538461538461,0.8076923076923077,0.6153846153846154,0.2692307692307692,0.2692307692307692,0.8269230769230769,0.4230769230769231,0.9615384615384616,0.7692307692307693,0.5384615384615384,0.5,0.8076923076923077,0.6527777777777778,27,0,0,0.7051282051282052,0.6146723646723646,0,0,hiranyo01,Rookie of the Year,2018.0,NL,1.0,150.0,0.0,0.0,0.006666666666666667,1,0,0,0
2011,Sam LeCure,CIN,39,57.0,54,3.315790805130328,85.69842249777156,3.4990706865147647,88.37332492726334,-0.1832798813844367,144.60189006936218,105.1004171351542,75.3484279737842,72.3958255203283,127.6339239185896,88.26573326656919,0.17117117,0.9824119806289672,1.3726468086242676,0.0113594958486922,0.3339358568191528,459967,2010s,0.005858523803844786,relief,NL,NL,0.5384615384615384,0.5384615384615384,0.38461538461538464,0.9615384615384616,0.7692307692307693,0.9615384615384616,0.5769230769230769,0.5769230769230769,0.6153846153846154,0.5,0.6923076923076923,0.8846153846153846,0.8076923076923077,0.6923076923076923,0.34615384615384615,0.6239316239316239,25,0,0,0.6802721088435374,0.6145124716553289,0,0,lecursa01,Rookie of the Year,2011.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2016,Junior Guerra,MIL,20,121.2,100,2.8109591391333293,66.5487566203364,3.7054645391619254,88.39318060373644,-0.8945054000285961,91.99584590932808,66.63595630220128,84.3019178639051,84.84836136344492,95.37646237857795,103.67475738885707,0.11585366,2.144573926925659,1.8164089918136597,0.3333107677426206,2.287099599838257,448855,2010s,0.01887045874454007,starter,NL,NL,1.0,0.5454545454545454,1.0,0.8181818181818182,1.0,0.18181818181818182,0.45454545454545453,0.6363636363636364,0.36363636363636365,0.2727272727272727,1.0,0.8181818181818182,0.18181818181818182,0.18181818181818182,0.9090909090909091,0.6107954545454544,19,0,0,0.6854838709677419,0.6141633064516129,0,0,guerrju02,Rookie of the Year,2016.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2004,Kevin Gregg,LAA,55,87.2,84,4.2091255973881365,94.05567408649078,3.0834899234183,70.42748648404958,1.1256356739698363,155.53257579222296,53.4849331486971,93.84237335022829,91.8352974460206,135.60713596431034,87.18889153374525,0.14854111,0.1585980802774429,0.1446482837200164,0.0759836592912076,1.3683719635009766,276514,2000s,0.0156923390309745,relief,AL,AL,0.43478260869565216,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.43478260869565216,0.782608695652174,0.8695652173913043,0.7391304347826086,1.0,0.782608695652174,0.391304347826087,0.34782608695652173,0.8695652173913043,0.8695652173913043,0.4782608695652174,0.6388888888888888,18,0,0,0.74,0.614074074074074,0,0,greggke01,Rookie of the Year,2004.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2018,Jack Flaherty,STL,28,151.0,182,3.337748344370861,85.84402070563554,3.862418330742034,96.84032825935786,-0.524669986371173,119.04369391094116,108.9773794134501,81.9085166099455,85.35610736339287,132.00448044984853,110.88741411746994,0.2,1.1737819910049438,0.933343231678009,0.2828264046709292,2.279109239578247,656427,2010s,0.015093438672703623,starter,NL,NL,0.6666666666666666,0.75,0.5,0.9166666666666666,0.9166666666666666,0.25,0.75,0.75,0.9166666666666666,1.0,0.75,0.75,0.75,0.8333333333333334,0.4166666666666667,0.7265625000000001,33,0,0,0.7203389830508474,0.6128177966101694,0,0,flaheja01,Rookie of the Year,2018.0,NL,2.0,150.0,0.0,0.0,0.013333333333333334,1,0,0,0
2018,Víctor Arano,PHI,60,59.1,60,2.7303378393278637,67.87517723254224,3.3626788231327662,80.14947971169727,-0.6323409838049026,136.20383854482816,83.20241566507991,97.89504726407958,92.35380629671126,108.79490158729732,79.8765273438113,0.17479675,0.7611060738563538,0.0010476415045559,0.6885213301298477,0.7615536451339722,644364,2010s,0.012885848479424233,relief,NL,NL,0.8461538461538461,0.7692307692307693,0.3076923076923077,0.6538461538461539,0.46153846153846156,0.8461538461538461,0.7692307692307693,0.7692307692307693,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.2692307692307692,0.9230769230769231,0.7692307692307693,0.8846153846153846,0.6474358974358975,26,0,0,0.6987179487179487,0.6121794871794872,0,0,aranovi01,Rookie of the Year,2018.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2022,George Kirby,SEA,25,130.0,133,3.392307692307692,92.9867340630836,2.989354078586285,78.29270891499914,0.4029536137214071,218.3796900343753,83.59311399980203,109.71981812015966,96.4126431087558,110.44990456627258,50.577002891584065,0.20479705,-0.110951580107212,-0.7901674509048462,0.6703747907703871,2.931044340133667,669923,2020s,0.02254649492410513,starter,AL,AL,0.7,0.9,0.9,0.7,0.25,1.0,0.9,0.9,0.8,0.6,0.6,0.3,1.0,0.7,0.9,0.75625,36,0,0,0.6495726495726496,0.608707264957265,0,0,kirbyge01,Rookie of the Year,2022.0,AL,1.0,150.0,0.0,0.0,0.006666666666666667,1,0,0,0
2021,Michael Kopech,CHW,40,55.1,80,3.9036148166532234,89.38281763444654,3.1158172500135244,70.01362455702387,0.787797566639699,140.54007916101082,88.75515106137686,91.0635132327329,94.44735315279937,148.32845907939037,105.5417537608558,0.25213675,0.233636200428009,0.0973874703049659,0.1212698109392953,1.1783502101898191,656629,2020s,0.021385666246639186,relief,AL,AL,0.47619047619047616,0.8095238095238095,0.38095238095238093,0.5714285714285714,0.5714285714285714,0.47619047619047616,0.8571428571428571,0.8571428571428571,0.5238095238095238,1.0,0.5714285714285714,0.42857142857142855,0.8095238095238095,1.0,0.6666666666666666,0.6560846560846559,26,0,0,0.6862745098039216,0.607843137254902,0,0,kopecmi01,Rookie of the Year,2021.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2016,Tyler Anderson,COL,19,114.1,99,3.5422744464345377,73.48017037102171,3.5926245723940338,81.7364783315357,-0.050350125959496,139.86654143415615,85.09198153377277,106.4838875888643,96.88108264630256,97.18821601409893,69.4863993846181,0.14853557,1.268294095993042,1.4286288022994995,-0.1924327997804498,2.3648390769958496,542881,2010s,0.020726021708990794,starter,NL,NL,0.8181818181818182,1.0,0.8181818181818182,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.5454545454545454,0.9090909090909091,0.18181818181818182,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.6107954545454545,20,0,0,0.6774193548387096,0.6050907258064516,0,0,anderty01,Rookie of the Year,2016.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2006,Justin Verlander,DET,30,186.0,124,3.6290319603514343,79.59367763501388,4.345672412673406,95.831567932729,-0.7166404523219714,102.32131853471496,90.2194400000415,98.15228452815256,93.90201541224368,96.98952909733715,94.78916752994807,0.08247423,2.20563006401062,1.273122787475586,1.1059254204782611,2.812735795974731,434378,2000s,0.015122235462229737,starter,AL,AL,0.8421052631578947,0.6842105263157895,0.7368421052631579,0.47368421052631576,0.42105263157894735,0.6842105263157895,0.9473684210526315,0.6842105263157895,0.9473684210526315,0.47368421052631576,0.8421052631578947,0.7368421052631579,0.47368421052631576,0.42105263157894735,0.9473684210526315,0.7039473684210527,28,0,0,0.6754385964912281,0.6041666666666667,0,0,verlaju01,Rookie of the Year,2006.0,AL,133.0,140.0,26.0,0.0,0.95,1,1,0,0
1995,Andy Pettitte,NYY,26,168.0,109,4.125,90.32285830870296,4.091392185574486,88.4088558961921,0.0336078144255136,109.8717777411594,74.16819868912289,100.42427832216724,95.78575063347895,99.24693069214662,90.3297739495928,0.06573427,1.4632680416107178,1.180963397026062,0.4020065614104053,3.0625243186950684,120485,1990s,0.01822931142080398,starter,AL,AL,0.6923076923076923,0.8461538461538461,0.6153846153846154,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.8461538461538461,0.8461538461538461,0.6153846153846154,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.8461538461538461,0.7451923076923077,23,0,1,0.6842105263157895,0.6039473684210526,0,0,pettian01,Rookie of the Year,1995.0,AL,16.0,140.0,1.0,0.0,0.11428571428571428,1,0,0,0
2016,Jameson Taillon,PIT,18,104.0,85,3.375,82.67876139742427,3.7138680751507103,90.69293575573224,-0.3388680751507102,197.7910687347241,101.34217506973113,99.49392925699952,84.04639995699384,95.42209715464904,48.243889549748864,0.16267943,0.8988640308380127,0.8892849683761597,0.1081288414902529,1.7059115171432495,592791,2010s,0.01640299535714663,starter,NL,NL,0.7272727272727273,0.45454545454545453,0.18181818181818182,1.0,0.5454545454545454,1.0,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.45454545454545453,1.0,0.7272727272727273,0.6363636363636364,0.5426136363636362,16,0,0,0.6693548387096774,0.6035786290322581,0,0,taillja01,Rookie of the Year,2016.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2000,Mark Redman,MIN,24,136.0,107,4.830882894951641,96.2357061651436,4.4209327121919575,93.24207858393297,0.4099501827596832,156.03116424746423,109.863200108765,104.28539248407644,95.73019464433972,115.9360435123302,74.30313151583935,0.11282051,1.4030239582061768,0.7861670851707458,0.5711874994432193,2.1611061096191406,150230,2000s,0.015890486100140738,starter,AL,AL,0.625,0.75,0.25,0.625,0.25,0.875,0.75,0.75,0.625,0.75,0.75,0.75,1.0,0.75,0.75,0.6875,11,0,1,0.6837606837606838,0.6028311965811968,0,0,redmama01,Rookie of the Year,2000.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0,0,0
2006,Matt Cain,SFG,31,188.2,178,4.197879745486641,92.90217000808626,3.978903234443922,89.44429950185601,0.2189765110427188,103.36582074763318,76.96711340901831,83.61471430308512,92.16929575753925,127.89176864562612,123.72732661679042,0.11206897,0.8772619366645813,1.563710331916809,-0.683458821112775,3.7387900352478023,430912,2000s,0.019866046946056336,starter,NL,NL,0.5789473684210527,0.7368421052631579,0.8421052631578947,0.631578947368421,0.8421052631578947,0.10526315789473684,1.0,0.9473684210526315,1.0,0.8421052631578947,0.631578947368421,0.8421052631578947,0.5263157894736842,0.6842105263157895,0.15789473684210525,0.694078947368421,27,0,0,0.6666666666666666,0.6022478070175439,0,0,cainma01,Rookie of the Year,2006.0,NL,4.0,160.0,0.0,0.0,0.025,1,0,0,0
2010,Jaime García,STL,28,163.1,132,2.700000336316209,68.9686865301785,3.408454712379585,87.27792148708738,-0.7084543760633761,92.57095455150542,53.119598006611426,95.41577826396632,97.67253464186584,99.2383116449621,107.20243048655742,0.09784173,1.464501976966858,1.9408907890319824,-0.4882690391271083,2.3743646144866943,448802,2010s,0.014557722958226207,starter,NL,NL,0.9090909090909091,0.8181818181818182,1.0,0.7272727272727273,0.8181818181818182,0.45454545454545453,0.8181818181818182,0.6363636363636364,0.7272727272727273,0.6363636363636364,1.0,1.0,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.7443181818181819,29,0,0,0.6616541353383458,0.6015037593984962,0,0,garcija02,Rookie of the Year,2010.0,NL,24.0,160.0,1.0,0.0,0.15,1,0,0,0
2013,Shelby Miller,STL,31,173.1,169,3.0634613586741897,83.54031524939185,3.6709312623492383,98.64063962960395,-0.6074699036750486,117.77099712549044,117.139678871922,93.2837550559803,94.08156290493432,118.73868461763956,100.82166664119742,0.15512465,1.099526047706604,0.1780975311994552,1.0198147088533265,2.102609395980835,571946,2010s,0.012146790271408636,starter,NL,NL,0.8333333333333334,0.75,0.16666666666666666,0.5833333333333334,0.75,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.75,0.9166666666666666,0.8333333333333334,0.5,0.6666666666666666,0.8333333333333334,0.9166666666666666,0.6822916666666667,32,0,0,0.6412213740458015,0.6009064885496183,0,0,millesh01,Rookie of the Year,2013.0,NL,12.0,150.0,0.0,0.0,0.08,1,0,0,0
2017,Emilio Pagán,SEA,34,50.1,56,3.2185431276673357,76.52997324034537,3.2768449952385836,75.91301314436531,-0.0583018675712478,270.96659991282223,95.65145456196716,82.89758858868976,70.0838667497413,132.41609937541273,48.86804986313821,0.24489796,-0.2556540668010711,0.4492166936397552,-0.7709226633418934,0.8222033381462097,641941,2010s,0.016411244274375444,relief,AL,AL,0.8181818181818182,0.9090909090909091,0.5454545454545454,0.9545454545454546,0.8181818181818182,0.9545454545454546,0.9545454545454546,0.9090909090909091,0.5454545454545454,0.8636363636363636,0.4090909090909091,0.6818181818181818,0.9545454545454546,0.9545454545454546,0.13636363636363635,0.7398989898989901,29,0,0,0.6838709677419355,0.6001792114695342,0,0,paganem01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2011,Javy Guerra,LAD,47,46.2,38,2.314286029582164,63.48222483376569,3.3039577523056396,86.78020635620848,-0.9896717227234756,90.45056497689812,42.79087276655195,85.59317037372855,90.06383047289663,102.25259054482784,113.04803503532716,0.1025641,1.2730679512023926,0.3918026089668274,0.5274427765655482,0.5308660268783569,457915,2010s,0.011490606642388677,closer,NL,NL,0.8461538461538461,0.6153846153846154,0.8461538461538461,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.6538461538461539,0.6538461538461539,0.2692307692307692,0.15384615384615385,0.7307692307692307,0.5384615384615384,0.3269230769230769,0.23076923076923078,0.8076923076923077,0.6132478632478633,22,0,0,0.6700680272108843,0.5997732426303855,0,0,guerrja01,Rookie of the Year,2011.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2012,Robbie Ross Jr.,TEX,58,65.0,47,2.2153853954791947,51.24423418108607,3.4021445110705155,79.80106002341495,-1.1867591155913209,83.33615179107295,38.166775995304405,91.19107899882954,91.77697114852748,91.24553547481304,109.4909372923826,0.09056604,1.5187398195266724,1.0463837385177612,0.6158954112587856,0.8535861372947693,543726,2010s,0.013132094419919527,relief,AL,AL,1.0,0.6470588235294118,1.0,0.5294117647058824,0.5882352941176471,0.5294117647058824,0.7058823529411765,0.6470588235294118,0.6470588235294118,0.29411764705882354,0.8235294117647058,0.8823529411764706,0.35294117647058826,0.29411764705882354,1.0,0.6503267973856209,21,0,0,0.668918918918919,0.5987237237237236,0,0,rossro01,Rookie of the Year,2012.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2021,Tyler Wells,BAL,44,57.0,65,4.105263707380289,93.03691314032628,3.6261745343981846,79.83763691173965,0.4790891729821047,199.8304250599445,110.77711048073502,77.86816499078097,70.11262354644722,125.89709068498172,63.00196510520005,0.23660714,-0.8200830221176147,0.6602165102958679,-1.6191853827048062,0.9420357346534728,669330,2020s,0.01652694271321882,relief,AL,AL,0.3333333333333333,0.6666666666666666,0.19047619047619047,1.0,0.9047619047619048,0.9523809523809523,0.7142857142857143,0.7142857142857143,0.6190476190476191,0.8571428571428571,0.14285714285714285,0.7142857142857143,1.0,0.9047619047619048,0.09523809523809523,0.6349206349206349,25,0,0,0.6666666666666666,0.5985838779956427,0,0,wellsty01,Rookie of the Year,2021.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2006,Aníbal Sánchez,MIA,17,110.0,67,2.372727272727273,54.10018023765733,3.919475052573464,88.14985420065398,-1.5467477798461915,76.93046080129415,44.00342157972658,78.89377341934662,81.63370185606112,87.840219259679,114.18132272132452,0.05168539,2.952741861343384,2.394343852996826,0.171851676823624,2.1205451488494873,434671,2000s,0.019277683171358976,starter,NL,NL,1.0,0.7894736842105263,0.9473684210526315,0.8947368421052632,0.8947368421052632,0.3157894736842105,0.631578947368421,0.7894736842105263,0.3684210526315789,0.3157894736842105,1.0,1.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,0.6595394736842105,24,0,0,0.6578947368421053,0.5978618421052632,0,0,sanchan01,Rookie of the Year,2006.0,NL,1.0,160.0,0.0,0.0,0.00625,1,0,0,0
2011,Cory Luebke,SDP,17,100.2,111,3.307947354140867,94.00847200465752,3.164459147517513,84.98873218929585,0.143488206623354,163.9929480862279,109.1025525524817,86.71292001490298,83.5028862419021,143.1047023368805,87.2627133476878,0.2014742,-0.0549640990793705,0.3800660967826843,-0.4473678917729752,2.0298311710357666,458537,2010s,0.020257796118121424,starter,NL,NL,0.5833333333333334,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.75,0.9166666666666666,0.75,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.5,0.5833333333333334,1.0,0.9166666666666666,0.25,0.6484375,28,0,0,0.6564885496183206,0.5975667938931298,0,0,luebkco01,Rookie of the Year,2011.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2022,Jovani Moran,MIN,31,40.2,54,2.21311510009689,57.5757571225183,1.784561941605074,44.70125969395943,0.4285531584918161,108.36886874701096,0.0,71.67136774718699,84.4126698188748,148.2050161223996,136.75976958933967,0.2195122,-0.1021698638796806,1.3721805810928345,-1.6114937935348674,0.8710275888442993,663558,2020s,0.021667352956325853,relief,AL,AL,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8666666666666667,0.26666666666666666,0.7333333333333333,0.9333333333333333,0.1,0.8666666666666667,0.26666666666666666,0.9333333333333333,0.6333333333333333,0.8666666666666667,0.03333333333333333,0.6111111111111112,27,0,0,0.6853932584269663,0.5962858926342072,0,0,moranjo01,Rookie of the Year,2022.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2021,Shane McClanahan,TBR,25,123.1,141,3.429729871171688,83.04381168127371,3.3078719659893077,80.5792907703631,0.1218579051823804,140.5875589069027,79.63975313240827,103.118302173984,97.83333835926064,118.32565711839447,84.16510176199222,0.20116054,1.2518563270568848,0.3081565201282501,0.9462876207659452,2.537482500076294,663556,2020s,0.0206131803418058,starter,AL,AL,0.7857142857142857,0.9285714285714286,0.7857142857142857,0.2857142857142857,0.2857142857142857,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.6428571428571429,0.7857142857142857,0.8571428571428571,0.6428571428571429,0.9285714285714286,0.9285714285714286,1.0,0.7321428571428572,30,0,0,0.6635514018691588,0.59375,0,0,mcclash01,Rookie of the Year,2021.0,AL,3.0,150.0,0.0,0.0,0.02,1,0,0,0
1996,James Baldwin,CHW,28,169.0,127,4.420118742282009,91.58231140574784,4.597608507690035,95.48031315365928,-0.1774897654080263,136.1950674163018,104.98966806022958,93.6639978256074,88.44762123403144,112.76390546590449,82.79587823266267,0.09735744,0.7922261357307434,0.6457280516624451,0.1067342998828561,2.4609079360961914,110503,1990s,0.014561585420687523,starter,AL,AL,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.8177083333333334,12,0,0,0.6666666666666666,0.5931547619047618,0,0,baldwja01,Rookie of the Year,1996.0,AL,64.0,140.0,0.0,0.0,0.45714285714285713,1,0,0,0
2005,Joe Blanton,OAK,33,201.1,116,3.5314567752127353,83.21963765325499,4.425660234128987,102.42678626042084,-0.8942034589162517,84.8250399287835,96.0154401292503,89.18421131929948,89.36564524724558,87.2783954255102,102.89224922835405,0.05868264,1.5640040636062622,1.396952509880066,0.3005189275327911,2.1675057411193848,430599,2000s,0.010778248339728418,starter,AL,AL,1.0,0.6363636363636364,0.7272727272727273,1.0,1.0,0.5454545454545454,0.7272727272727273,0.36363636363636365,0.9090909090909091,0.5454545454545454,1.0,1.0,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.7443181818181818,29,0,0,0.6439393939393939,0.5930397727272727,0,0,blantjo01,Rookie of the Year,2005.0,AL,6.0,140.0,0.0,0.0,0.04285714285714286,1,0,0,0
2018,Yonny Chirinos,TBR,11,57.1,45,2.8255816460171763,68.87048525565066,3.334850195899664,81.90457338795399,-0.5092685498824876,120.6399686748857,51.54192759475104,92.2622424722094,82.41702837040577,90.115034704283,74.69749223953207,0.13716814,0.4598661661148071,0.8720980882644653,-0.4066687019217236,0.6872896552085876,630023,2010s,0.012036596413460379,relief,AL,AL,0.8076923076923077,0.7307692307692307,0.6923076923076923,0.8846153846153846,0.5769230769230769,0.9230769230769231,0.7307692307692307,0.6923076923076923,0.46153846153846156,0.2692307692307692,0.34615384615384615,0.8461538461538461,0.6923076923076923,0.46153846153846156,0.19230769230769232,0.6143162393162394,25,0,0,0.6666666666666666,0.5925925925925928,0,0,chiriyo01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2021,Alek Manoah,TOR,20,111.2,127,3.2238806704365897,71.71360028635155,3.796899808385267,89.20278680237624,-0.5730191379486773,117.13137224186056,75.39456234081587,78.48164246930635,80.52486242735122,120.04425805387368,102.4868573224676,0.18954248,0.693499743938446,1.551341533660889,-0.8407034634652087,1.9938957691192627,666201,2020s,0.01793071734819481,starter,AL,AL,0.9285714285714286,0.7857142857142857,0.8571428571428571,1.0,1.0,0.35714285714285715,0.7142857142857143,0.7142857142857143,0.21428571428571427,0.9285714285714286,0.6428571428571429,0.9285714285714286,0.5714285714285714,0.7857142857142857,0.21428571428571427,0.7209821428571428,29,0,0,0.6542056074766355,0.5922897196261682,0,0,manoaal01,Rookie of the Year,2021.0,AL,2.0,150.0,0.0,0.0,0.013333333333333334,1,0,0,0
2002,Rodrigo Lopez,BAL,28,181.2,123,3.7155962262467903,85.54314200717667,4.189597371931922,94.93736959943864,-0.4740011456851309,112.20436698229328,99.3845582493408,90.92580167928443,87.57903364407748,102.11795945695694,91.01067368744326,0.08811749,0.7170138359069824,2.0801491737365723,-1.2779792364844935,2.7731101512908936,150438,2000s,0.015304139907786389,starter,AL,AL,0.8125,0.75,0.625,0.9375,0.8125,0.8125,0.9375,0.75,0.875,0.75,0.6875,1.0,0.875,0.875,0.0625,0.78125,35,0,0,0.6050420168067226,0.5905987394957982,0,0,lopezro02,Rookie of the Year,2002.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2001,CC Sabathia,CLE,33,180.1,171,4.391866293765607,97.89460802035636,4.219192117235492,94.7706510598714,0.1726741765301147,90.39795710539164,85.76923999022446,85.79912790982475,97.2900007599836,135.54069489548965,149.9377911215551,0.09960682,1.963506102561951,2.045676946640014,-0.0830591988073017,2.699837446212769,282332,2000s,0.014990768718560627,starter,AL,AL,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.5555555555555556,1.0,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7986111111111113,19,0,0,0.6434782608695652,0.589945652173913,0,0,sabatc.01,Rookie of the Year,2001.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2015,Pedro Báez,LAD,52,51.0,60,3.3529424304372863,89.76224794287369,2.5061425349474087,66.0780889217667,0.8467998954898777,203.92538445125257,72.31452515757432,95.5374864950912,87.55665386802886,139.39047485334532,68.35366325868434,0.23557692,0.1915260106325149,0.3811363577842712,-0.2185624518900137,0.9663771390914916,520980,2010s,0.018948571354735128,relief,NL,NL,0.3157894736842105,0.7894736842105263,0.5263157894736842,0.5789473684210527,0.2631578947368421,0.8421052631578947,0.7894736842105263,0.8421052631578947,0.3157894736842105,0.8947368421052632,0.47368421052631576,0.42105263157894735,0.8947368421052632,0.8947368421052632,0.631578947368421,0.6154970760233919,20,0,0,0.6884057971014492,0.5895732689210951,0,0,baezpe01,Rookie of the Year,2015.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2016,Joe Biagini,TOR,60,67.2,62,3.0591141052922115,72.8565580853767,2.954442105699062,69.01786833001216,0.1046719995931488,123.44517326644608,32.655874338902045,100.3347007275928,98.3653622631206,100.4279065038388,81.3542556244822,0.14576271,1.15692400932312,0.3146946728229522,0.6775147562409963,1.090430736541748,607352,2010s,0.016226647865204582,relief,AL,AL,0.5238095238095238,0.6666666666666666,0.8571428571428571,0.09523809523809523,0.09523809523809523,0.5714285714285714,0.6190476190476191,0.6190476190476191,0.7380952380952381,0.23809523809523808,0.6190476190476191,0.23809523809523808,0.42857142857142855,0.2857142857142857,0.9047619047619048,0.4920634920634921,14,0,0,0.6598639455782312,0.5886243386243385,0,0,biagijo01,Rookie of the Year,2016.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2011,Josh Collmenter,ARI,24,140.1,89,3.591449061285424,90.09884970079284,3.9018708781193743,100.4898879787248,-0.3104218168339505,141.22982952007047,113.83793991971088,95.9796324228761,84.94898988721307,81.64306726468128,57.80865422376106,0.10839161,1.479663968086243,1.3723958730697632,0.1948016324587518,1.9363090991973877,518567,2010s,0.013820907203407479,starter,NL,NL,0.6666666666666666,0.5,0.16666666666666666,0.75,0.5,1.0,0.5833333333333334,0.6666666666666666,0.5,0.4166666666666667,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5833333333333334,0.6458333333333334,27,0,0,0.648854961832061,0.5885019083969466,0,0,collmjo01,Rookie of the Year,2011.0,NL,5.0,160.0,0.0,0.0,0.03125,1,0,0,0
1993,Jason Bere,CHW,24,142.2,129,3.4696260445273555,82.1387715994742,4.081805626041808,95.1227136857294,-0.6121795815144524,98.44268377704198,82.01271582441429,79.47691263121496,93.94638173073834,142.9957168607908,145.2578398749324,0.07868852,1.4254740476608276,0.9228748083114624,0.5326434138099201,2.092618942260742,110891,1990s,0.014716026316882857,starter,AL,AL,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.3333333333333333,1.0,0.16666666666666666,0.5,0.6666666666666666,0.5,1.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.6197916666666667,14,0,0,0.6216216216216216,0.5875563063063063,0,0,bereja01,Rookie of the Year,1993.0,AL,59.0,140.0,0.0,0.0,0.42142857142857143,1,0,0,0
