,Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID_x,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G,rookie_of_the_year,_merge,yearID_y,playerID,POS,Def_int_Off,wOBA_int_BB/K,PA_int_WAR,PA_int_wRC+,PA_int_K%+,PA_int_BB%+,PA_int_OBP+,wRC+_int_WAR,wOBA_int_WAR,OBP+_int_SLG+,OBP+_int_ISO+,wRC+_int_WPA,wOBA_int_WPA,BB%+_int_K%+,Def_int_Off_int_WPA,Def_int_Off_int_WAR
1037,2017,Guillermo Heredia,SEA,123,426,6,43,24,27,64,1,5,0.248704663,0.421875,0.2878041583031909,8.2313973903656,-13.107891283691712,79.9919580776096,75.25133722284451,70.55228791202089,97.16251339606028,78.34476053140762,50.72186962173922,-0.6174960732460022,-0.865645170211792,0.2136321829004699,0.9142551885357596,628338,2010s,6,0.1666666666666666,0.0074329690124858,AL,AL,2,22,15,7,17,23,25,16,16,23,3,23,13,22,22,7,16.0,19,CF,181.875,215,heredgu01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0050202932784227,0.0,left_only,2017.0,heredgu01,CF,-107.89626210577596,0.12141737928415866,389.4727103162336,34076.57414106169,30055.274650520896,32057.069656931762,41391.230706721675,73.13306271358954,0.2631264450108594,7612.173844644027,4928.26433659546,-49.39472000418275,-0.17771793761609117,5309.1540095107,66.62551816823809,-98.64471745381994
1038,2023,Josh Jung,TEX,122,515,23,75,70,30,151,1,3,0.265690376,0.198675496,0.3341787888008414,5.191367268562317,4.28016115686252,112.50766337384896,69.57579591097348,126.72034911676673,99.2314311239038,113.2817669920256,121.66818645472162,-0.4682041704654693,0.2872499823570251,-0.7864428382066468,2.704293185459955,673962,2020s,4,0.25,0.0221663375857373,AL,AL,23,13,29,32,15,8,9,9,11,14,9,14,8,20,14,28,16.0,13,3B,138.0,135,jungjo01,Rookie of the Year,2023.0,AL,16.0,150.0,0.0,0.0,0.1066666666666666,1,-0.0038377391021759,0.0,both,2023.0,jungjo01,3B,22.219888533907906,0.06639313661768641,1392.7109905118766,57941.446637532215,65260.97979513487,35831.534894151344,51104.18702881046,304.2537073739223,0.9037174212793768,11241.111858863307,12073.308264151994,-52.67655720096121,-0.15646390259765322,8816.66914791547,-10.403444478853544,60.08909314392693
1039,2023,Francisco Alvarez,NYM,123,423,25,51,63,34,110,2,0,0.209424083,0.309090909,0.3096769219594644,20.184452891349792,-4.39043905550731,96.942734774495,91.2143765143773,116.52215435560517,87.75357827555817,104.95880175954252,136.79585424752642,-0.7667481899261475,-0.0013946667313575,-0.7347126025103236,3.0113360053688516,682626,2020s,2,1.0,0.0244824065477142,NL,AL,18,15,19,20,31,13,6,6,9,15,2,18,19,22,17,27,16.0625,14,C,151.25,161,alvarfr01,Rookie of the Year,2023.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0062337251213507,0.0,left_only,2023.0,alvarfr01,C,-88.61861028822956,0.09571832130477292,1273.7951302710242,41006.77680961138,49288.87129242098,38583.6812655816,37119.76361056111,291.92714768535984,0.9325412651283351,9210.510425914807,12004.325703482156,-74.33066641483462,-0.23744421937432014,10628.49565965856,67.94815903227068,-266.86041190669624
1040,2021,Trevor Larnach,MIN,79,301,7,29,28,31,104,1,0,0.223076923,0.298076923,0.300489099516821,-2.991004928946495,-5.553150871409393,90.74294024640552,121.51589683710831,151.0297700454546,101.8074644652436,84.18882300753509,74.75660369083428,-1.7671490907669067,-0.7162690758705139,-0.928308465475178,0.1766306684059962,663616,2020s,1,1.0,0.0022358312456455,AL,AL,19,18,2,11,8,20,18,18,18,19,11,18,20,20,18,19,16.0625,20,LF,180.875,212,larnatr01,Rookie of the Year,2021.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0223689758324924,0.0,left_only,2021.0,larnatr01,LF,16.60950162756902,0.08956886617901479,53.165831190204855,27313.62501416806,45459.96078368183,36576.2849479696,30644.046804038324,16.027986188847983,0.053075590496372005,8571.05060671031,7610.78027379691,-160.35630434995127,-0.5310090389965169,18352.517956175652,-29.351465699250053,2.933747374367998
1041,2013,Jurickson Profar,TEX,85,324,6,30,26,26,63,2,4,0.234265734,0.412698412,0.2909926393496915,-1.8848458528518677,-10.53379758051046,74.69570347634483,98.61543906155256,98.7787219343694,96.01529079850174,82.77568050985761,67.99714495515482,-1.1943038702011108,-0.7765657305717468,-0.3667327073214259,-0.2129356104652262,595777,2010s,6,0.3333333333333333,-0.0025051248290026,AL,AL,11,19,6,7,11,20,19,22,22,16,17,17,21,19,18,13,16.125,20,2B,197.875,238,profaju01,Rookie of the Year,2013.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0140506337670718,0.0,left_only,2013.0,profaju01,2B,19.854584684406177,0.12009220016330639,-68.99113779073329,24201.407926335727,32004.305906735684,31951.40225594303,31108.954218714563,-15.905375218865005,-0.061962695300813955,7947.731035197851,6528.765646337066,-89.2093677491932,-0.34753363537537263,9741.107033496852,-23.712407329822,-4.22774811030756
1045,2017,Dansby Swanson,ATL,144,551,6,59,51,59,120,3,3,0.231557377,0.491666666,0.2757245323133557,2.585407972335815,-26.091158659475536,63.20485399643159,119.01176194184208,103.69403839623052,93.57737221066326,74.05173253304255,52.420248954973545,-0.0961516872048378,-1.735170841217041,1.6362366062452498,-0.4521959277376239,621020,2010s,6,0.5,-0.0031402494981779,NL,AL,7,24,4,5,21,24,23,24,24,24,7,25,6,15,24,1,16.125,20,SS,184.8125,226,swansda01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0006677200500335,0.0,left_only,2017.0,swansda01,SS,-67.45628960568669,0.13556456153691684,-249.15995618343078,34825.874552033805,57135.41515632302,65575.48082995499,51561.13208807546,-28.58097759043745,-0.12468151068946035,6929.566538089004,4905.349147835191,-6.077253351292332,-0.02651137898569397,12340.81021240042,6.486036058164938,30.50345945998133
1046,2018,Jorge Alfaro,PHI,108,377,10,35,37,18,138,3,0,0.261627906,0.130434782,0.3135010267525027,17.586265444755554,-1.6379434281612606,95.07031902592546,53.20136840986937,169.65542327347148,98.99859061094756,97.57220082603756,88.98179013197696,-0.109445996582508,0.091809831559658,-0.2038226833965123,2.8297827656189916,595751,2010s,3,1.0,0.0262016922742499,NL,AL,25,19,23,25,17,17,14,7,5,18,1,17,18,19,17,19,16.3125,20,3B,153.8125,172,alfarjo01,Rookie of the Year,2018.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0010133888572454,0.0,left_only,2018.0,alfarjo01,3B,-28.80530791113683,0.04089143808123886,1066.8281026383597,35841.5102727739,63960.09457409875,20056.91589052075,37322.46866032723,269.02835030146315,0.8871398025080905,9659.51036458605,8809.071813104842,-10.405065811209383,-0.03431143230256716,9025.900676304282,3.152625631200372,-81.51276388528339
1048,2006,Jeremy Hermida,MIA,99,348,5,37,28,33,70,4,1,0.250814332,0.471428571,0.3095620081654095,-12.540656805038452,-5.471038146508219,83.94274711083474,106.76449802564665,122.4462066774422,96.8929287367746,83.26427546841157,69.03555154319719,-0.8594984412193298,-0.6512911319732666,-0.2361180500712713,-0.6139404219245596,435181,2000s,5,0.8,-0.0062014184032783,NL,AL,15,19,6,10,16,19,18,20,20,19,16,17,17,19,19,12,16.375,19,RF,188.5625,227,hermije01,Rookie of the Year,2006.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0086818024365588,0.0,left_only,2006.0,hermije01,RF,68.61041176263326,0.14593637514530935,-213.65126682974673,29212.075994570492,42611.279923749884,37154.04531292503,33718.73920039756,-51.535845578732484,-0.19005262990488547,8067.719509279972,6689.056775978936,-72.14866029343086,-0.26606806347889495,13072.9077910617,-58.97054196139966,-42.12270514596883
1049,2022,Geraldo Perdomo,ARI,148,500,5,58,40,50,103,9,2,0.194895591,0.485436893,0.2529379594765725,7.133931279182434,-21.91401868646061,58.42783564615765,119.67979272985116,91.09429170571968,90.7836964203779,65.88335818021122,43.412737154702455,-1.43013596534729,-2.445779323577881,0.9002749752224877,0.2560581563060239,672695,2020s,11,0.8181818181818182,0.0017301226777434,NL,AL,10,24,6,5,22,24,24,20,20,23,4,24,6,22,24,4,16.375,20,2B,173.0625,206,perdoge01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0096630808469411,0.0,left_only,2022.0,perdoge01,2B,-156.3331033599297,0.12278541717006725,128.02907815301197,29213.917823078824,45547.145852859845,59839.89636492558,45391.848210188946,14.96092387250651,0.06476682756337894,5981.134788187315,3941.168750630168,-83.55974913497047,-0.3617356728490017,10902.145950213131,223.57759368939074,-40.03036621594267
1052,2007,Delmon Young,TBR,162,681,13,65,93,26,127,10,3,0.288372093,0.204724409,0.3149791052660991,-13.827335357666016,-11.889073170113145,89.03196007247811,44.57443499748779,111.6734649795414,93.26973663821072,96.24179476165594,78.18472522088777,-0.7441518306732178,-1.3928585052490234,0.6555497539214326,-0.2099551978178859,430321,2000s,13,0.7692307692307693,-0.0012960197396165,AL,AL,10,16,21,21,17,16,17,21,21,19,20,21,2,17,19,5,16.4375,20,RF,195.6875,238,youngde03,Rookie of the Year,2007.0,AL,56.0,140.0,3.0,0.0,0.4,1,-0.0045935298189704,0.0,both,2007.0,youngde03,RF,164.39420181498386,0.06448391117295094,-142.9794897139803,60630.7648093576,76049.62965106769,30355.190233289188,63516.690650621495,-18.692722789131263,-0.06613150035464455,8976.446851008377,7292.268730483073,-66.25329607635942,-0.23439227780757982,4977.781605674797,-122.33424623268266,-34.515417162178395
1053,2015,Preston Tucker,HOU,98,323,13,35,33,20,68,0,2,0.243333333,0.294117647,0.3180278482451896,-6.924662828445435,1.3814332890889074,103.72185878949426,80.49887641072566,106.29139327471952,93.35403577216763,105.67440602708982,122.93658359038692,1.4289019107818604,0.2555194795131683,1.243404893727754,0.5319228952534639,605512,2010s,2,0.0,0.0054277846454435,AL,AL,11,15,17,17,24,11,9,23,22,16,23,19,28,6,18,4,16.4375,18,LF,140.8125,147,tuckepr01,Rookie of the Year,2015.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.014580631742672,0.0,left_only,2015.0,tuckepr01,LF,-9.565959746931073,0.09353760240634823,171.81109516686885,33502.16038900665,34332.1200277344,26001.137080664386,30153.353554410147,55.17203142837873,0.1691662938098105,9865.13228045551,11476.626222205057,148.20836221415465,0.45443060003939495,8556.337730745483,-13.66881816085217,-5.088353004465669
1054,2014,Jonathan Schoop,BAL,137,481,16,48,45,13,122,2,0,0.208791208,0.106557377,0.2654908770272712,6.219059109687805,-17.895350934208764,64.4679739254536,35.03175652101067,128.66005276733273,77.02269372539739,90.45113845900995,105.46891165497848,-2.9953742027282715,-1.590548038482666,-1.3658356013760415,0.3789923237070686,570731,2010s,2,1.0,0.0027663673263289,AL,AL,17,20,21,21,21,15,9,16,15,19,5,20,6,20,20,21,16.625,19,2B,201.625,235,schoojo01,Rookie of the Year,2014.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0218640452753888,0.0,left_only,2014.0,schoojo01,2B,-111.2922452484512,0.028290011473455574,182.29530770309998,31009.095458143183,61885.48538108704,16850.274886606134,37047.91568191614,24.43286724269437,0.10061900440759311,6966.790334641836,8123.499679952402,-193.10570599846258,-0.795244524107192,4507.187642525585,333.3619203809188,-42.17890663728748
1056,2015,Steven Souza Jr.,TBR,110,426,16,59,40,46,144,12,6,0.225201072,0.319444444,0.3164028474863837,-5.067618489265442,5.105169354571862,101.9468853902714,140.38172662783893,170.66505462327763,99.77212557052924,96.67122250263692,110.809992424226,-0.0372939184308052,0.4394250810146332,-0.4751768004667032,1.4815247828360092,519306,2010s,18,0.6666666666666666,0.0134684071166909,AL,AL,28,16,4,15,19,21,12,16,15,19,18,13,17,18,16,20,16.6875,19,RF,139.4375,146,souzast01,Rookie of the Year,2015.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0003390356220982,0.0,left_only,2015.0,souzast01,RF,-25.87105061205969,0.10107313169530463,631.1295574881399,43429.37317625562,72703.31326951626,59802.61554345938,42502.925493045455,151.03683723862937,0.46875865991095955,9645.093350589663,11055.74847861927,-3.801998828019428,-0.011799901985431691,23958.255043050158,0.964832851245387,-38.328602639771134
1057,2013,Pete Kozma,STL,143,448,1,44,35,34,91,3,1,0.21707317,0.373626373,0.2410952833084419,13.510750770568848,-24.184534935219375,48.64975738605609,94.95779954676148,107.0582902136314,85.24784607109888,68.17636546082933,39.248729997080865,-2.6448776721954346,-2.629479169845581,-0.0994813504108869,0.3022410398695661,518902,2010s,4,0.75,0.0021135737053815,NL,AL,12,23,8,9,21,23,23,19,19,23,3,22,7,22,22,12,16.75,21,LF,203.9375,246,kozmape01,Rookie of the Year,2013.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0184956480573107,0.0,left_only,2013.0,kozmape01,LF,-326.7512240118644,0.09007955624994059,135.40398586156562,21795.091308953128,47962.114015706866,42541.09419694914,38191.0350398523,14.703953261763695,0.07286888913479111,5811.888308491761,3345.8696932772705,-128.67265706810468,-0.6376675316941306,10166.019661925026,864.2170167515089,-98.75762972399943
1059,2007,Adam Lind,TOR,89,311,11,34,46,16,65,1,2,0.237931034,0.246153846,0.2947742231069645,3.0300228595733643,-10.598279167849476,74.78294927652894,60.064685197318425,125.15446547070763,82.22225348854482,94.41210307398828,106.14285585381904,0.3977821469306946,-1.0262521505355835,1.43839082085161,0.3115169189519906,452252,2000s,3,0.3333333333333333,0.0035001901005841,AL,AL,16,20,20,20,21,17,12,20,20,20,8,20,21,13,18,2,16.75,21,LF,194.6875,237,lindad01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0044694623250639,0.0,left_only,2007.0,lindad01,LF,-32.113028150724084,0.07255980871944138,96.88176179406906,23257.4972250005,38923.038761390075,18680.11709636603,25571.12083493744,23.296153948767287,0.09182715776874825,7762.775871336086,8727.304800010783,29.747322117026915,0.1172559233273159,7517.363569536713,-12.773989282240859,-10.003751587732106
1060,2018,Isiah Kiner-Falefa,TEX,111,396,4,43,34,28,62,7,5,0.261235955,0.451612903,0.3009146656745519,0.6016271114349365,-9.6654234182901,79.38368813014067,85.17464074778945,71.84575184023957,101.90167573621846,85.63127655925673,57.254733739759544,-1.8486257791519165,-1.3806307315826416,-0.34567802119205,0.4587300855655737,643396,2010s,12,0.5833333333333334,0.0041327034735637,AL,AL,3,22,14,6,14,23,24,17,16,21,7,22,14,22,22,21,16.75,21,2B,175.6875,210,kineris01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0166542862986659,0.0,left_only,2018.0,kineris01,2B,-5.814980771941463,0.13589694572055883,181.65711388396718,31435.940499535704,28450.917728734872,33729.15773612462,40353.063591542515,36.41568604845025,0.1380386103328232,8725.970576819826,5834.353311912504,-146.75073232153403,-0.556278608290857,6119.4361022472385,10.7497233602837,-2.6675066270748733
1064,2017,Hunter Renfroe,SDP,122,479,26,51,58,27,140,3,0,0.231460674,0.192857142,0.3156841417236807,-5.690892547369003,-3.718748312071602,94.24728266989464,62.649516755316846,139.16071942580913,85.1132928025158,106.905803900754,134.13301255290787,-0.5798181295394897,-0.232947751879692,-0.3734645226193823,0.7041307809340226,592669,2010s,3,1.0,0.0057715637781477,NL,AL,18,18,21,22,23,12,7,18,18,17,14,20,10,21,17,13,16.8125,21,RF,184.5,224,renfrhu01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0047526076191761,0.0,left_only,2017.0,renfrhu01,RF,21.16299705470934,0.06088194134755202,337.27864406739684,45144.44839887953,66657.98460496258,30009.11852579677,40769.26725240507,66.3624127472625,0.22228292124038196,9099.10498969321,11416.502371899174,-54.64628315183788,-0.18303938857950375,8718.351823349176,-12.2706893677113,14.901517643036907
1065,2019,Michael Chavis,BOS,95,382,18,46,58,31,127,2,1,0.253602305,0.244094488,0.3231830008720097,-0.2903625965118408,-4.028053919096349,95.97845690782351,95.4517253373927,145.404248880916,99.60638161906871,100.84319517111402,102.06397665671652,-0.2473640143871307,-0.2842161953449249,0.023140195312464,0.9234136008983608,656308,2010s,3,0.6666666666666666,0.0097201431673511,AL,AL,28,17,9,22,15,13,12,18,17,16,14,18,18,19,19,14,16.8125,18,1B,163.125,183,chavimi01,Rookie of the Year,2019.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0026038317303908,0.0,left_only,2019.0,chavimi01,1B,1.1695961948385123,0.07888718912815676,352.7439955431738,36663.77053878858,55544.423072509904,36462.55907888401,38049.63777848425,88.62781250192145,0.29843157858436054,10044.62578190021,10166.223408428626,-23.74161639540146,-0.07994384447737989,13879.086427071083,-0.2893160099671671,1.0800210338728513
1068,2005,Willy Taveras,HOU,152,635,3,82,29,25,103,34,11,0.29054054,0.242718446,0.2965381532384638,11.965564966201782,-10.88294680420817,76.41461415380356,44.81353866933989,100.68818735658472,95.8670378250547,79.78072242635757,31.825366422108495,-2.3569445610046387,-1.7291711568832395,-0.7640342334585402,2.1825269684505915,430838,2000s,45,0.7555555555555555,0.0143587300555959,NL,AL,10,22,23,22,20,23,24,4,9,22,2,23,1,23,24,19,16.9375,20,CF,197.0,235,taverwi01,Rookie of the Year,2005.0,NL,78.0,160.0,7.0,0.0,0.4875,1,-0.0155062142171357,0.0,both,2005.0,taverwi01,CF,-130.22060700947094,0.0719752797337498,1385.9046249661255,48523.27998766526,63936.9989714313,28456.59705503083,60875.56901890973,166.77695617442254,0.6472025166174813,7648.3415345578105,3051.0036065845006,-180.10500921107536,-0.6989239874057572,4512.193977650049,306.92275142169507,-284.20998664617645
1069,2022,Matt Vierling,PHI,117,357,6,41,32,23,70,7,4,0.246153846,0.328571428,0.285168660622017,-2.525782823562622,-7.938791149040725,81.80697607023053,77.10462800061063,86.70692131414481,94.63472683784236,88.14466765497211,67.49816922243372,-0.3841617405414581,-1.0177099704742432,0.6168345169041076,0.1921080878784281,663837,2020s,11,0.6363636363636364,0.0016419494690463,NL,AL,7,20,17,11,17,20,21,21,21,20,12,20,20,16,20,8,16.9375,21,1B,178.625,212,vierlma01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0032834336798415,0.0,left_only,2022.0,vierlma01,1B,20.051662324098036,0.0936982740414235,68.58258737259882,29205.0904570723,30954.370909149697,27526.352196217995,33784.597481109726,15.715781747968311,0.05478320611494808,8341.546545740684,6387.670806419474,-31.42711031557317,-0.10955088901243042,6685.504913005352,-7.70308149917508,3.852086507866391
1073,2010,Roger Bernadina,WSN,134,461,11,52,47,35,93,16,2,0.246376811,0.376344086,0.3054734895323041,-8.475695371627808,-3.42120214939761,85.54581133666203,85.9250965444002,109.33705976111372,92.53855370929728,93.03866628010778,91.24828598174328,-0.5482977628707886,-0.3570542931556701,-0.1664935232944895,0.2280792331574432,465668,2010s,18,0.8888888888888888,0.0017020838295331,NL,AL,12,21,11,16,21,18,13,23,23,18,19,20,10,17,19,11,17.0,18,RF,177.625,216,bernaro01,Rookie of the Year,2010.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.004091774349782,0.0,left_only,2010.0,bernaro01,RF,28.99706722305243,0.11496314121526555,105.14452648558131,39436.619026201195,50404.38454987342,39611.4695069685,42660.27325998605,19.511223049497186,0.06967215924245616,8609.663616603139,8443.984413202868,-46.90457697885833,-0.16749043092689558,9394.797415854551,-15.899027088213517,6.613628856048629
1074,2014,Jackie Bradley Jr.,BOS,127,423,1,45,30,31,121,8,0,0.197916666,0.256198347,0.2427773969756735,13.042495250701904,-24.610388831696483,45.855708739001955,94.99154790684626,145.10219234218405,83.88286189091677,67.89980179090578,49.23047812642151,-4.1234540939331055,-2.6220614910125732,-1.2094462936186123,0.1907467575954927,598265,2010s,8,1.0,0.0015019429731928,AL,AL,18,21,7,15,19,21,19,17,18,21,3,21,10,21,21,20,17.0,20,CF,205.375,238,bradlja02,Rookie of the Year,2014.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0324681424719142,0.0,left_only,2014.0,bradlja02,CF,-320.9808794553286,0.062199167794130344,80.68587846289341,19396.964796597826,61378.227360743855,40181.42476459597,35482.450579857796,8.746827759207923,0.0463090012905835,5695.629696047173,4129.5933975024145,-189.0839099300417,-1.0010814514737636,13783.481855260998,1323.5499214643232,-61.22606200625363
1075,1993,Dave McCarty,MIN,98,371,2,36,21,19,80,2,6,0.214285714,0.2375,0.2473364883177989,-14.71364974975586,-27.844453582955072,43.4814234046204,56.020150108666186,145.8231418897674,76.12703595412395,70.08079481491067,50.615862854157,-3.729897975921631,-2.5587284564971924,-0.7927898338442025,-3.091355211536989,118560,1990s,8,0.25,-0.0315444409340509,AL,AL,15,18,16,16,17,18,16,18,18,18,17,18,15,18,18,16,17.0,18,1B,224.4375,236,mccarda01,Rookie of the Year,1993.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0380601834277717,0.0,left_only,1993.0,mccarda01,1B,409.69353749293555,0.05874241597547723,-1146.892783480223,16131.608083114168,54100.38564110371,20783.475690315154,28243.130338979987,-134.41652484691969,-0.7646049421644852,5335.043186568289,3853.235611347417,-162.18127314708505,-0.9225398671481222,8169.034297982099,-1528.1150962430731,-1266.508252261811
1077,2005,Mark Teahen,KCR,130,491,7,60,55,40,107,7,2,0.246085011,0.373831775,0.3008052121687229,-17.88464903831482,-9.449736717266228,78.56018396168155,103.77266818305166,138.06543619414495,93.33526063482522,88.3787314999855,82.59215303215878,-0.0054322946816682,-1.0836085081100464,1.078105297483527,-1.0786752587229045,433597,2000s,9,0.7777777777777778,-0.0082975019901761,AL,AL,16,20,14,15,21,19,16,24,24,20,23,20,8,9,22,1,17.0,21,3B,200.1875,242,teahema01,Rookie of the Year,2005.0,AL,0.0,0.0,0.0,0.0,0.0,0,-4.178688216667846e-05,0.0,left_only,2005.0,teahema01,3B,169.00522469278368,0.11245054639428528,-529.6295520329461,38573.050325185635,67790.12917132517,50952.38007787837,45827.612971699185,-84.74092676018581,-0.32447114006129535,8248.851939126385,7708.76012964791,-0.4267620695259181,-0.001634062554282228,14327.418697723295,-0.9180861832727479,-182.30175447101104
1078,2018,Ronald Guzmán,TEX,123,428,16,46,58,33,121,1,0,0.235142118,0.272727272,0.3119519352912903,-4.584604501724243,-6.1753405447251986,86.91557016275297,92.8790225103739,129.73172494205653,96.02446333670876,99.86046995640892,108.43501783578832,-0.2023160755634308,0.3783305883407593,-0.5699167007626132,0.396594379762059,608597,2010s,1,1.0,0.003224344550911,AL,AL,19,20,13,16,20,13,11,18,19,19,16,21,11,20,15,22,17.0625,22,1B,173.1875,205,guzmaro01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0016448461427921,0.0,left_only,2018.0,guzmaro01,1B,28.311494061027386,0.08507780030711413,169.74239453816125,37199.864029658274,55525.1782752002,39752.22163444003,41098.47030811135,34.47022664036274,0.12371838429242324,9589.048036115695,10412.414394588015,-17.5844170606862,-0.06311289131255116,12049.355801202904,-5.727870371764438,11.228179427270373
1079,2022,Alek Thomas,ARI,113,411,8,45,39,22,74,4,3,0.230971128,0.297297297,0.2718594081500441,4.751239538192749,-11.64770017069408,71.36583572213702,64.06217551647619,79.61847206970016,87.62933277047645,86.40141876765453,72.81819647873985,-1.1932204961776731,-1.3740018606185913,0.1457121195090642,0.7620016788810968,677950,2020s,7,0.5714285714285714,0.0067433776892132,NL,AL,3,22,20,15,23,21,18,17,17,22,6,21,15,20,21,14,17.1875,22,CF,180.5,215,thomaal01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0105594734175015,0.0,left_only,2022.0,thomaal01,CF,-55.341013580016146,0.0808230672070279,313.1826900201308,29331.358481798317,32723.192020646766,26329.554137271713,36015.65576866582,54.380886635020964,0.20715732542995496,7571.298677032089,6381.009970981431,-85.15517791050264,-0.3243882178833642,5100.532532082789,66.0340316829222,-42.16994525895388
1080,2008,Carlos González,OAK,85,316,4,31,26,13,81,4,1,0.241721854,0.160493827,0.2774214137132,11.074556164443491,-12.434752785909886,66.97102476678826,47.856365816306635,152.2247245515401,81.22949383881237,85.7354781958403,77.97274343770599,-1.4695900678634644,-1.1977777481079102,-0.191051963920777,0.95321188304923,471865,2000s,5,0.8,0.011214257447638,AL,AL,17,21,19,21,21,19,16,14,11,21,4,21,19,20,20,12,17.25,20,CF,209.0,253,gonzaca01,Rookie of the Year,2008.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0172892949160407,0.0,left_only,2008.0,gonzaca01,CF,-137.7093681185292,0.04452442437858175,301.2149550435567,21162.843826305092,48103.01295828667,15122.611597952897,25668.52005306471,63.83757662768686,0.26444138816373886,6964.249497876643,6333.686482668437,-98.41995283191011,-0.4076957542055598,7284.922104425017,202.37631963874412,-131.26620609778283
1081,2010,Alex Avila,DET,104,333,7,28,31,36,71,2,2,0.227891156,0.507042253,0.2994556768112872,2.2171998023986816,-10.727579867225632,81.218884445601,126.99396717661054,122.14257093012108,96.3952691322143,83.4245841895245,76.18641292908681,-1.2371481657028198,-0.7389562726020813,-0.3970824321500485,0.3199730945858312,488671,2010s,4,0.5,0.0030766643710176,AL,AL,15,22,4,8,16,22,19,22,21,21,8,23,18,22,23,14,17.375,19,C,179.625,219,avilaal01,Rookie of the Year,2010.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0118956554394501,0.0,left_only,2010.0,avilaal01,C,-23.785187961828747,0.15183668104403494,106.55104049708179,27045.888520385135,40673.47611973032,42288.99106981131,32099.62462102736,25.987857794867985,0.0958177596006021,8041.735245192283,7344.009778517334,-100.47979391230457,-0.3704710412763804,15511.36964356662,29.425801657873226,-7.610620197452002
1082,2019,Luis Rengifo,LAA,108,406,7,44,33,40,93,2,5,0.238095238,0.430107526,0.2983684657532491,-0.8647760152816772,-8.07206135812908,83.18940779471468,115.88291468427644,100.18291283923372,99.29645525407769,82.74285235633468,67.6398011316149,-0.6152320504188538,-0.9790370464324952,0.2655655723144516,0.5592044733198865,650859,2010s,7,0.2857142857142857,0.0051778191974063,AL,AL,10,22,5,8,16,26,25,20,20,22,15,22,15,20,23,9,17.375,19,2B,173.1875,203,rengilu01,Rookie of the Year,2019.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0056965930594338,0.0,left_only,2019.0,rengilu01,2B,6.98052505639207,0.1283305226415457,227.03701616787393,33774.89956465416,40674.26261272889,47048.46336181623,40314.36083315554,46.51988897163669,0.16684898074680826,8216.071936595543,6716.392486460112,-51.18078993067249,-0.183565842965699,11609.487941371224,-4.294642743444278,3.903540837655999
