,Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID_x,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G,rookie_of_the_year,_merge,yearID_y,playerID,POS,Def_int_Off,wOBA_int_BB/K,PA_int_WAR,PA_int_wRC+,PA_int_K%+,PA_int_BB%+,PA_int_OBP+,wRC+_int_WAR,wOBA_int_WAR,OBP+_int_SLG+,OBP+_int_ISO+,wRC+_int_WPA,wOBA_int_WPA,BB%+_int_K%+,Def_int_Off_int_WPA,Def_int_Off_int_WAR
345,2005,Jonny Gomes,TBR,101,407,21,61,54,39,113,9,5,0.281609195,0.345132743,0.3868980625529348,-9.120386481285095,22.559873103472164,141.07719321561885,122.06036908479916,175.90035617738724,112.41611434143302,125.68391641437834,160.96140153523112,2.1911816596984863,2.810556650161743,-0.5155427122417358,2.7259895033012116,430404,2000s,14,0.6428571428571429,0.0269899950821902,AL,AL,23,1,6,18,1,2,2,2,1,1,20,1,13,1,1,14,6.6875,3,RF,96.5,66,gomesjo01,Rookie of the Year,2005.0,AL,39.0,140.0,2.0,0.0,0.2785714285714286,1,0.0216948679178067,0.0,both,2005.0,gomesjo01,RF,-205.75476167241476,0.13353118959028,1109.4777278435931,57418.41763875687,71591.4449641966,49678.57021751326,45753.358536963235,384.5749478609739,1.0546800573668758,14128.897518517866,18094.655319541853,309.12575837580374,0.8477639388388685,21470.462397159517,-450.84606017222825,-560.885320573245
346,2022,Steven Kwan,CLE,147,638,6,89,52,62,60,19,5,0.29840142,1.033333333,0.3413959780137998,0.8188109397888184,23.874951478599915,124.85473431553302,122.07803819228036,42.32790329091565,120.45905685249836,102.00067212848847,67.80163130219357,0.6965301632881165,0.5606988668441772,0.0877132946656376,4.701470375703939,680757,2020s,24,0.7916666666666666,0.0319827916714553,AL,AL,1,5,5,1,2,14,20,4,4,5,9,3,1,11,7,15,6.6875,3,LF,65.5625,34,kwanst01,Rookie of the Year,2022.0,AL,44.0,150.0,0.0,0.0,0.2933333333333333,1,0.0047383004305314,0.0,both,2022.0,kwanst01,LF,19.549071457604835,0.35277584383379446,2999.538099699113,79657.32049331006,27005.202299604185,77885.78836667487,76852.87827189396,587.0008346508645,1.6050630770163528,12286.904762918639,8167.320559723068,86.96508848009262,0.23779259631185817,5167.30739454755,13.616517934496553,91.90938033044856
347,2002,Nick Johnson,NYY,129,441,15,56,58,48,98,1,3,0.243386243,0.489795918,0.3315415685226405,-5.706686973571777,-2.877960505747682,102.41571776619512,129.27124109146902,136.77091673413594,104.64870649562032,94.58253219641134,98.65045947289472,1.4176557064056396,0.1982453614473343,1.3289392093648604,0.6372861750591241,276376,2000s,4,0.25,0.004940202907435,AL,AL,9,6,6,7,6,7,7,9,9,7,10,9,5,3,5,2,6.6875,6,1B,131.4375,127,johnsni01,Rookie of the Year,2002.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0109895791194235,0.0,left_only,2002.0,johnsni01,1B,16.42361972860434,0.1623877069097066,281.0432032010737,45165.331534892044,60315.97427975395,57008.61732133784,46150.07956456856,65.26812104115326,0.21128685807689607,9897.939651434808,10323.642979037048,145.19022671687594,0.4700117965267977,17680.54615143972,23.283038228092185,10.46654579746783
349,1977,Steve Kemp,DET,151,636,18,75,88,71,93,3,3,0.257246376,0.76344086,0.3418856901446665,-13.220849990844728,5.61547406309916,107.61751518732228,133.03938995212349,112.8030423261352,103.96613971814278,104.18451542256372,118.6664789617626,2.135622024536133,1.2103514671325684,0.8243572418687783,1.4253628327342658,116972,1970s,6,0.5,0.009439488958505,AL,AL,11,7,3,7,7,5,5,9,10,6,16,7,2,4,5,3,6.6875,5,LF,99.125,88,kempst01,Rookie of the Year,1977.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.014143192215471,0.0,left_only,1977.0,kempst01,LF,-74.24134021571335,0.26100950530573774,906.530761618993,68444.73965913698,71742.73491942199,84613.05200955053,66122.46486073881,153.39400629922457,0.48731115577591133,10831.661886889262,12337.295731598662,229.83033565989723,0.7301386097466857,15007.247935812591,-158.55144129575757,-105.82084699585755
350,2019,Bryan Reynolds,PIT,134,546,16,83,68,46,121,3,2,0.313645621,0.380165289,0.3710365610899943,-0.2313461303710937,20.815654305375265,130.01199526304546,95.09032871440763,101.38506872887676,114.03330081785832,113.02749090851243,101.1847794448156,2.685716152191162,1.9303656816482544,0.8195715033115087,3.689931282736035,668804,2010s,5,0.6,0.027536800617433,NL,AL,11,5,10,11,4,8,13,4,5,5,13,4,4,2,4,5,6.75,1,LF,78.5625,50,reynobr01,Rookie of the Year,2019.0,NL,9.0,150.0,0.0,0.0,0.06,1,0.0200426578521728,0.0,both,2019.0,reynobr01,LF,-4.815621074690964,0.14105522147634383,2014.7024803738752,70986.54941362282,55356.24752596671,51919.319478066565,62262.18224655064,479.7353284520407,1.3690994138047698,12888.897871458144,11538.434392619305,349.1753156565621,0.9964988851728604,9640.739512161701,-12.933391303129683,-17.76931084930511
351,1993,Troy Neel,OAK,123,482,19,59,63,49,101,3,5,0.290398126,0.485148514,0.3699023198781523,-14.935644149780272,17.161669114708946,131.22949526764694,111.20226125338928,141.70484808633833,108.87878574275732,116.03541448630264,129.44384660336826,1.7901654243469238,1.1762903928756714,0.5606118203248815,1.7581395774684785,119682,1990s,8,0.375,0.0142938177029957,AL,AL,13,3,5,12,4,3,4,9,10,3,18,3,11,3,3,4,6.75,3,DH,98.875,82,neeltr01,Rookie of the Year,1993.0,AL,5.0,140.0,0.0,0.0,0.0357142857142857,1,0.0145541904418449,0.0,both,1993.0,neeltr01,1B,-256.3205829135674,0.17945756081403824,847.4232763398066,63252.616719005826,68301.73677761508,53599.48992413363,52479.57472800903,230.71976936126248,0.6503399083751846,12633.795032426184,14093.688840046478,234.92250508263982,0.6621863434315841,15757.899537768835,-458.8562450803173,-450.64736134013356
352,2004,Adam LaRoche,ATL,110,356,13,45,45,27,78,0,0,0.277777777,0.346153846,0.3503779051324125,-7.0905721783638,3.2141184106071705,109.98160882366795,83.83440633759658,134.06263160794688,97.6654348663721,111.61399819817132,125.37752482613884,0.2843994200229645,0.3542067408561706,-0.0640319888295093,0.7912270504726167,425560,2000s,0,0.0,0.0071929731861146,NL,AL,10,2,8,10,8,2,2,8,9,3,11,4,13,5,5,8,6.75,7,1B,153.375,175,larocad01,Rookie of the Year,2004.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.002585449272936,0.0,left_only,2004.0,larocad01,1B,-22.78993858021808,0.12128465941500773,281.6768299682515,39153.45274122579,47726.29685242909,29845.048656184383,34768.894812428465,87.02042395578391,0.277228476428693,10900.829671198873,12245.050484614214,31.278705762643717,0.09964727300851939,11239.061132908137,-6.481445314573005,-18.032015883278046
353,1988,Joey Meyer,MIL,103,352,11,22,45,23,88,0,1,0.262996941,0.261363636,0.3264353004523686,-7.617969512939453,0.7995010165938359,103.4956655553833,78.25098871143858,174.7098897208135,96.33837796856427,107.25844595505563,118.77798540278832,1.0288701057434082,0.2177991271018982,0.878968917596405,0.4834311550487095,119017,1980s,1,0.0,0.0046935063596962,AL,AL,11,7,8,10,7,3,3,9,9,5,9,7,9,3,7,1,6.75,7,DH,134.9375,151,meyerjo01,Rookie of the Year,1988.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0099890301528486,0.0,left_only,1988.0,meyerjo01,1B,-6.090574369975942,0.08531831704498351,170.16776657714573,36430.47427549492,61497.88118172635,27544.34802642638,33911.10904493462,50.033029141973884,0.1578089943463611,10333.104706738974,11442.87845207843,106.48359636395162,0.33585952209480974,13671.221608320056,-6.266409896075239,-2.9443734025875354
354,1984,Kirby Puckett,MIN,128,583,0,63,31,16,69,14,7,0.296229802,0.231884057,0.2970565232644857,30.0,-15.417087856981032,77.41360344411729,33.24042047665787,88.84684154953585,97.9290718969395,84.39978076166958,29.443275609072323,-1.3779785633087158,-2.0368738174438477,0.5857903744987487,3.303193466651642,120790,1980s,21,0.6666666666666666,0.0258061989582159,AL,AL,5,9,9,8,7,9,9,4,3,9,1,9,4,9,9,4,6.75,7,CF,145.5,167,puckeki01,Rookie of the Year,1984.0,AL,23.0,140.0,0.0,0.0,0.1642857142857142,1,-0.0107654575258493,0.0,both,1984.0,puckeki01,CF,-462.512635709431,0.06888267177288382,1925.7617910579072,45132.13080792038,51797.7086233794,19379.165137891538,57092.64891591573,255.71210912656926,0.9812351668735005,8265.192198295472,2883.352654002249,-106.67428605447539,-0.4093375211494781,2953.3063711295686,637.3324972670091,-1527.7687165192233
355,2002,Ramón Vázquez,SDP,128,474,2,50,32,45,79,7,2,0.274231678,0.569620253,0.3143937329196522,9.298794031143188,-0.5081416772473784,94.879263635567,101.7377580288512,101.99408070433029,101.2302233216295,85.5118119297989,55.6537280992781,-0.1822478920221328,-0.2774721384048462,0.0824298733567635,2.4224266977778908,407496,2000s,9,0.7777777777777778,0.0189252085763897,NL,AL,2,9,8,4,7,10,11,5,5,10,3,7,3,10,7,7,6.75,7,2B,135.5625,132,vazqura01,Rookie of the Year,2002.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0014238116564229,0.0,left_only,2002.0,vazqura01,2B,-4.72510479536301,0.17908503768730671,1148.2302547467202,44972.77096325876,48345.194253852555,48223.69730567547,47983.12585445238,229.8380612963045,0.7615957722386173,8656.379818290723,5633.839324171168,-17.291545794194285,-0.057297595089576034,10376.649103072275,0.8611403885385798,-11.446220006085692
358,2007,James Loney,LAD,96,375,15,41,67,28,48,0,1,0.331395348,0.583333333,0.3917375538800214,-11.049416542053224,17.1781839689956,136.84132790606483,84.56239674797669,77.84029145656878,111.44693656472468,123.35965564470844,126.46159094003713,2.789161920547486,1.997913718223572,0.8366338317604183,1.8059563062878716,425766,2000s,1,0.0,0.0188120448571653,NL,AL,5,2,12,7,4,4,7,12,9,2,19,3,15,1,2,4,6.75,3,1B,87.4375,56,loneyja01,Rookie of the Year,2007.0,NL,1.0,160.0,0.0,0.0,0.00625,1,0.0290537700057029,0.0,both,2007.0,loneyja01,1B,-189.8089101094535,0.22851357296609998,677.2336148579518,51315.49796477431,29190.109296213293,31710.898780491258,41792.601211771755,247.1294590927643,0.7074609058394096,13748.055717282103,14093.75690336848,381.67262095274805,1.0926194681305748,6582.361609128509,-529.4077842579085,-342.7865982017953
360,1984,Mark Bailey,HOU,108,403,9,38,34,53,71,0,1,0.212209302,0.746478873,0.302517749556345,-2.811159610748291,-3.4683055231670146,93.2932657217434,151.15155006412934,129.28554031925938,96.99321212701064,89.59406385255635,109.39832476566916,-0.2252103984355926,-0.3785721361637115,0.1580698356097368,0.7799945274392908,110447,1980s,1,0.0,0.0072221715503638,NL,AL,7,8,2,5,8,8,5,8,8,8,5,8,7,8,8,6,6.8125,8,C,138.875,154,bailema01,Rookie of the Year,1984.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0020852814669962,0.0,left_only,1984.0,bailema01,C,9.749960404462332,0.22582310875131667,314.3377945580342,37597.18608586259,52102.07274866153,60914.074675844124,39088.26448718529,72.76823670989943,0.23596218910719902,8690.016040571934,10610.89492033615,-21.010613544551443,-0.06813014291142326,19541.709820134547,-2.195792467420213,7.604915758230392
361,1974,George Brett,KCR,133,486,2,49,47,21,38,8,5,0.282275711,0.552631578,0.3076356573174834,-3.8664748668670654,-5.605563079673699,89.76294212768482,52.04483525789203,60.69033937505965,96.80497496270254,97.77869478424437,71.56067116285614,-0.2678119540214538,-0.2015526294708252,-0.0580027329630806,0.6920811858992764,111437,1970s,13,0.6153846153846154,0.0052036179390923,AL,AL,2,7,9,9,8,6,6,9,9,7,8,7,5,6,6,5,6.8125,8,3B,139.125,160,brettge01,Rookie of the Year,1974.0,AL,2.0,24.0,2.0,0.0,0.0833333333333333,1,-0.002013623714447,0.0,both,1974.0,brettge01,3B,21.673768762196303,0.17000917875242808,336.3514563470483,43624.789874054826,29495.50493627899,25293.789935335528,47047.21783187344,62.123243437536225,0.2129088505411873,9465.46410047451,6927.428980234478,-24.039588929929945,-0.08238850651286958,3158.6187145205377,-5.804494363212938,15.00000758784751
363,2022,Brendan Donovan,STL,126,468,5,64,45,60,70,2,3,0.281329923,0.857142857,0.3487786563680919,-2.850605458021164,12.287097672194582,127.00483608542127,153.43563145944037,66.14181805438457,125.57807637672904,95.11729983944728,62.70515998171042,1.9249101877212524,1.2733378410339355,0.7110649876585133,2.68300447631437,680977,2020s,5,0.4,0.0212936863199553,NL,AL,2,4,3,2,1,16,22,6,7,4,13,6,9,3,4,7,6.8125,4,1B,74.5,44,donovbr01,Rookie of the Year,2022.0,NL,22.0,150.0,0.0,0.0,0.1466666666666666,1,0.0152770649819147,0.0,both,2022.0,donovbr01,1B,-35.025667687597014,0.29895313397996753,1255.646094915125,59438.263287977155,30954.37084945198,71807.8755230181,58770.53974430919,340.75454373075814,0.9357746962785021,11944.647543986348,7874.393369398245,244.47290287069515,0.67136758890267,10148.51161904991,-67.42126456359458,-93.97402319172238
368,1984,Barbaro Garbey,DET,110,348,5,45,52,17,35,6,7,0.287461773,0.485714285,0.3205912275121391,-5.75742769241333,-1.8287157002510073,99.37663653720004,59.16771064186336,75.50057479537038,99.52167420996398,98.40499051608646,77.50858390435948,0.5849040150642395,0.5387153029441833,0.0816027722902661,0.3588431145875252,114579,1980s,13,0.4615384615384615,0.0032622101326138,AL,AL,2,7,7,7,6,7,8,9,9,7,7,7,9,6,4,7,6.8125,8,1B,141.375,158,garbeba01,Rookie of the Year,1984.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0053173092278567,0.0,left_only,1984.0,garbeba01,1B,10.528698414176183,0.15571573884833098,124.87740387645877,34583.069514945615,26274.200028788895,20590.36330336845,34633.542625067465,35.66062177224132,0.11504195458989389,9793.429406776551,7713.784035805322,58.12579371418791,0.18751509616622322,4467.196162786837,6.158277975852141,3.7781509314957193
372,1993,Brent Gates,OAK,139,609,7,64,69,56,75,7,3,0.289719626,0.746666666,0.3350850558639169,-2.338820457458496,6.6260257908688125,108.42445918810624,100.58548321394083,83.28261319033197,105.71538309637998,95.82075038420652,71.52447173983188,0.2596261501312256,0.1462605744600296,0.0810678725182866,2.3690460311203543,114654,1990s,10,0.7,0.0170434966267651,AL,AL,5,6,6,2,5,8,10,6,8,7,11,5,4,9,8,9,6.8125,4,2B,109.375,95,gatesbr01,Rookie of the Year,1993.0,AL,7.0,140.0,0.0,0.0,0.05,1,0.001867814029721,0.0,both,1993.0,gatesbr01,2B,-15.497084671331589,0.2501968414883346,1442.7490329522957,66030.4956455567,50719.11143291217,61256.55927728997,64380.668305695406,256.8625347159539,0.7938319216821546,10129.727335448992,7561.236930742531,28.149824919068212,0.0869968430204554,8377.021891069264,-4.02344843147545,-36.71330693455418
373,2008,Geovany Soto,CHC,141,563,23,66,86,62,121,0,1,0.285425101,0.512396694,0.3725958558558561,-1.421849250793457,11.252049848432716,120.01728297487652,120.8268431717707,125.360514217459,107.37686622611078,118.21288534047234,137.4064219668194,0.8427978157997131,1.2964129447937012,-0.4953976351023218,2.781656585595754,434567,2000s,1,0.0,0.01972806089075,NL,AL,12,5,7,9,4,4,3,6,6,3,14,5,4,5,4,18,6.8125,5,C,96.9375,75,sotoge01,Rookie of the Year,2008.0,NL,158.0,160.0,31.0,0.0,0.9875,1,0.0059772894737568,1.0,both,2008.0,sotoge01,C,-15.998718646884688,0.19091688473864118,1566.0726576904094,67569.73031485548,70577.96950442942,68025.5127057069,60453.17568530037,333.84686557237444,1.0364337162071284,12693.32917540647,14754.270990139697,101.15030394944203,0.3140229734913403,15146.91519128545,-13.483685131188556,-44.50294108520038
374,1987,B.J. Surhoff,MIL,115,445,7,50,68,36,30,11,10,0.298734177,1.2,0.3374262487426706,9.94158411026001,-0.790678010173564,102.6112829906757,90.504843160087,43.83828139594666,104.9673283464536,99.3584503564243,77.27864647270286,0.0492660887539386,-0.1274444311857223,0.1716130239601051,2.4046955323614267,122989,1980s,21,0.5238095238095238,0.0209103959335776,AL,AL,2,8,4,2,5,9,9,9,8,8,2,11,10,10,10,3,6.875,5,C,103.125,94,surhob.01,Rookie of the Year,1987.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0004284007717733,0.0,left_only,,,,-7.860591942273506,0.40491149849120467,1070.0895119008349,45662.02093085069,19508.035221196264,40274.65520623872,46710.46111417185,246.74889377755193,0.8114073928529755,10429.391082557599,8111.733058469709,5.055256574974139,0.016623671518464972,3967.5767821479126,-0.3872606202865411,-18.902330325301328
375,1982,Steve Sax,LAD,150,699,4,88,47,49,53,49,19,0.282131661,0.924528301,0.3156891220877337,6.574759483337402,2.894181734504295,100.7236275885119,83.57357299837551,60.159927180231335,102.011478617583,93.02121233095846,63.8495095111697,0.3659594655036926,0.8984454870223999,-0.55595798407852,3.431615537968949,121732,1980s,68,0.7205882352941176,0.0228774369197929,NL,AL,3,6,7,3,4,15,15,4,5,9,8,5,3,8,4,11,6.875,4,2B,100.5625,91,saxst01,Rookie of the Year,1982.0,NL,63.0,120.0,9.0,0.0,0.525,1,0.0024397297700246,1.0,both,1982.0,saxst01,2B,19.028548805434003,0.29186352768795404,2398.6992610402954,70405.81568436982,42051.7890989817,58417.927525864485,71306.02355369051,345.6447654733353,1.0833236965240434,9489.231412681216,6513.38287424185,36.86076491588481,0.11552942238455699,5027.780065774018,6.9636775501475565,65.29866374572781
376,2011,Danny Espinosa,WSN,158,658,21,72,66,57,166,17,6,0.235602094,0.343373493,0.3243431898037715,3.7059710025787354,6.777317799710822,103.28036468411676,102.88401029438144,137.6627140277028,98.97497834096164,102.57380023016565,123.4542792225858,1.169772028923035,-0.1603924185037613,1.2204609892211893,3.239445810275563,457787,2010s,23,0.7391304347826086,0.0205028215840225,NL,AL,17,9,5,13,9,9,5,2,3,9,5,5,1,6,9,4,6.9375,4,2B,108.3125,97,espinda01,Rookie of the Year,2011.0,NL,3.0,160.0,0.0,0.0,0.01875,1,0.0074036204362217,0.0,both,2011.0,espinda01,2B,25.116543240989024,0.111370854013683,2131.5553431613203,67958.47996214883,90582.06583022844,67697.67877370298,65125.53574835276,334.57114465969426,1.0506921873012394,10152.23965613077,12218.88461215446,120.81448174445022,0.3794075912041268,14163.292087178663,29.38062974654487,81.3636807706269
377,1993,Kevin Stocker,PHI,70,302,2,46,31,30,43,5,0,0.324324324,0.697674418,0.3639840932257915,-6.051438570022583,8.597831669827293,120.11949795600265,116.6326890374187,98.3832649630948,121.78905715556093,100.995433918223,65.29492207512044,1.0558626651763916,0.5089095234870911,0.3789502428302009,1.328199104629368,122811,1990s,5,1.0,0.0189742729232766,NL,AL,10,4,4,3,1,5,11,12,5,4,14,4,18,4,6,6,6.9375,5,SS,108.375,93,stockke01,Rookie of the Year,1993.0,NL,4.0,140.0,0.0,0.0,0.0285714285714285,1,0.0150837523596627,0.0,both,1993.0,stockke01,SS,-52.029250185354556,0.25394239040256184,401.1161295980691,36276.0883827128,29711.746018854632,35223.07208930045,36780.2952609794,159.5426096336919,0.48344334672182865,12300.138673917138,7952.20699657474,126.82969325147508,0.3843172147551964,11474.704748926606,-54.93574276783773,-69.1052035107253
378,1987,Chris James,PHI,115,391,17,48,54,27,67,3,1,0.293296089,0.402985074,0.3714345520887619,2.330592155456543,12.031700646945811,124.33123529649212,74.89696306984713,117.96580302782112,101.46717062230144,125.26276420761474,154.4253533451418,0.2474843859672546,1.2132489681243896,-0.9695601067757026,2.7541781286022013,116477,1980s,4,0.75,0.0239493750313234,NL,AL,9,5,10,10,7,4,2,7,6,5,6,5,11,8,5,11,6.9375,6,LF,102.5625,93,jamesch02,Rookie of the Year,1987.0,NL,1.0,120.0,0.0,0.0,0.0083333333333333,1,0.0021520381388456,0.0,both,1987.0,jamesch02,LF,28.04098714457332,0.14968258045964658,1076.8836482834606,48613.51300092842,46124.62898387806,29284.71256031023,39673.66371331986,342.43036895569264,1.0229969195700233,12710.058268475159,15669.10367628069,30.770039423902606,0.09192425205070949,8835.28039287958,6.939706485390409,77.22987349799934
379,1986,Will Clark,SFG,111,458,11,66,41,34,76,4,7,0.286764705,0.447368421,0.3405377798308544,-4.053956985473633,7.0549194557059,117.10688288287233,80.16631410118927,113.81490162271008,103.45178587988302,112.5679922880837,118.18315195550238,0.4082541763782501,1.4143205881118774,-1.0395409897769496,1.8347484147196704,112345,1980s,11,0.3636363636363636,0.0165292649974745,NL,AL,5,4,10,7,5,6,8,7,5,8,7,7,7,8,4,13,6.9375,7,1B,117.3125,125,clarkwi02,Rookie of the Year,1986.0,NL,5.0,120.0,0.0,0.0,0.0416666666666666,1,0.0036779655529572,0.0,both,1986.0,clarkwi02,1B,-28.600340009412772,0.152345848853775,840.314773941609,53634.95236035553,52127.22494320122,36716.171858344685,47380.91793298642,214.86166772211212,0.6248011516968163,11645.359835115158,12226.25813071031,47.80937401957124,0.13902597083052334,9124.121152882133,-11.676208254680725,-52.47442849271365
380,1982,Johnny Ray,PIT,162,703,7,79,63,36,34,16,7,0.281298299,1.058823529,0.3131949823609618,14.985150814056396,-3.390068814880327,95.13468504687968,61.05162592538262,38.37356945676959,96.7121809401255,98.937256696296,83.52014530355702,0.6103219985961914,-0.5763949155807495,1.169350951551761,3.624309848229176,120954,1980s,23,0.6956521739130435,0.0223722830137603,NL,AL,1,11,12,2,8,10,10,3,6,12,1,11,1,7,14,2,6.9375,5,2B,96.125,83,rayjo01,Rookie of the Year,1982.0,NL,57.0,120.0,6.0,0.0,0.475,1,0.0037674197444209,0.0,both,1982.0,rayjo01,2B,-50.80069246101114,0.3316182164885264,2547.889823305111,66879.68358795642,26976.61932810902,42919.293025543986,67988.66320090822,344.797575923587,1.135115658986797,9568.437871331824,8077.415404743179,58.062791113630816,0.19114978758484114,2342.7688078963847,-31.00478015287479,-184.1174499833043
381,2009,Nolan Reimold,BAL,104,411,15,49,45,47,77,8,2,0.279329608,0.61038961,0.3635782397374874,-12.609808921813965,9.244402853329678,116.7118503848068,129.7896144773049,107.6053759793694,108.54554431236588,108.71622851588812,115.6013959154388,0.4033499658107757,0.5204265713691711,-0.1253566483621257,1.1008915526592828,460099,2000s,10,0.8,0.0105854956986469,AL,AL,10,5,2,4,3,5,6,10,9,4,16,5,10,7,6,9,6.9375,6,LF,115.6875,106,reimono01,Rookie of the Year,2009.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0038783650558728,0.0,left_only,2009.0,reimono01,LF,-116.57015357675905,0.22192437995785144,452.46642814296524,47968.57050815559,44225.809527520825,53343.53155017231,44612.218712382375,128.48709018386788,0.40026021285773145,11800.662199844628,12548.016442910613,47.07572086242419,0.14664927056765753,13966.0602640478,-47.018567459742634,-128.33109736484934
382,2012,Anthony Rizzo,CHC,87,368,15,44,48,27,62,3,2,0.284866468,0.43548387,0.3492175399120237,-1.741038799285889,5.645370516215836,117.0288739515766,88.89426790091392,87.73945076705883,104.8514248934905,111.88515397396802,116.49942317143297,0.7921581268310547,0.5711870789527893,0.283001926270665,1.5817834971165952,519203,2010s,5,0.6,0.0181814195070873,NL,AL,5,6,9,6,6,6,6,7,5,7,6,7,12,9,9,5,6.9375,7,1B,114.625,111,rizzoan01,Rookie of the Year,2012.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0091052658256443,0.0,left_only,2012.0,rizzoan01,1B,-9.828809105076378,0.15207860575276755,582.096326938907,43066.625614180186,32288.11788227765,32713.09058753632,38585.3243608045,185.11434150274204,0.552386541536495,11731.317818598129,12215.13051879447,92.70537357462852,0.2766355122732578,7799.534241965975,-7.7859710096573185,-15.547048038719144
383,2014,George Springer,HOU,78,345,20,45,51,39,114,5,2,0.230508474,0.342105263,0.3519032419252256,-6.354794263839722,12.39308701912144,129.1654441605252,146.52412925714052,167.61571247804676,106.26899233665988,119.57947142572294,172.53132220041527,0.6603800654411316,1.214401364326477,-0.5068141978622852,1.8527918537200183,543807,2010s,7,0.7142857142857143,0.0237537417143592,AL,AL,20,3,2,7,3,3,2,8,5,3,17,3,17,2,2,14,6.9375,4,RF,104.4375,91,springe01,Rookie of the Year,2014.0,AL,1.0,150.0,0.0,0.0,0.0066666666666666,1,0.0084664110953991,0.0,both,2014.0,springe01,RF,-78.75551830037944,0.12038795112938193,639.2131895334063,44562.078235381196,57827.42080492613,50550.82459371348,36662.80235614766,239.316682722749,0.6520034599367228,12707.58993256199,18334.729756749726,85.29828446746046,0.23238988593152685,24559.746320661023,-52.00857432905481,-145.91758274244083
