Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,rookie_of_the_year,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G
2013,Juan Lagares,NYM,121,421,4,35,34,20,96,6,3,0.242346938,0.208333333,0.2751800306503055,19.72446811199188,-10.812697255586292,75.1398824129171,59.43984079931105,120.18383582106544,87.13213542601494,87.8603034845068,76.7474614440854,-2.4057557582855225,-1.0493980646133425,-1.2488257122602715,2.3287536745535324,501571,2010s,9,0.6666666666666666,0.019245898136806053,NL,AL,0,16,17,20,20,19,16,17,3,5,19,1,18,10,21,20,20,15.125,17,batter,195.25,236,lagarju01,Rookie of the Year,2013.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.019882278994095226
2018,Jake Bauers,TBR,96,388,11,48,48,54,104,6,6,0.20123839,0.519230769,0.3075562033010888,-10.419774532318115,-2.3549327301145864,96.69175212701036,167.6522944021902,123.00030982818376,99.15780130477134,92.15053423819296,109.50450032603015,0.3985116481781006,-0.0685868561267852,0.4728775676577475,0.04861507162626,641343,2010s,12,0.5,0.000506406996106875,AL,AL,0,14,18,2,3,15,21,10,20,20,20,22,18,15,15,20,10,15.1875,18,batter,152.875,170,bauerja01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.004151163001855214
2017,Manny Piña,MIL,107,359,9,45,43,20,79,2,0,0.278787878,0.253164556,0.3226842102724747,7.334597110748291,-3.306132201968794,95.08207805686476,61.91915482668837,104.77478667908532,97.970840226856,97.03134592095248,82.68632499443248,-0.5403856635093689,-0.2950109541416168,-0.2761715602588035,1.630562205752573,444489,2010s,2,1.0,0.015238899119182926,NL,AL,0,9,17,22,18,15,18,20,11,8,15,5,18,17,20,19,11,15.1875,17,batter,172.9375,200,pinama01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.005050333303825877
2005,Cory Sullivan,COL,139,424,4,64,30,28,83,12,3,0.293650793,0.337349397,0.322143972063986,-1.9420331418514252,-5.9782559945418114,83.19265315715371,75.1683700260416,121.51426317610228,101.224767592081,90.3086515896492,58.150052111749986,-0.6034420132637024,-0.3996763229370117,-0.2151547048784757,0.590508404771315,430622,2000s,15,0.8,0.004248261904829605,NL,AL,0,12,19,19,20,9,15,23,17,17,14,14,13,11,15,15,11,15.25,19,batter,193.75,231,sullico01,Rookie of the Year,2005.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.004341309447940305
2013,Brandon Barnes,HOU,136,445,8,46,41,21,127,11,11,0.240196078,0.16535433,0.2829842037926502,5.966855823993683,-12.304291408676807,74.83030712152465,57.993037931858595,144.98116116871793,90.13234004179056,85.2229395426404,70.67519379942367,-0.079062283039093,-0.7361844778060913,0.6552604450439514,0.8646110622873978,488681,2010s,22,0.5,0.006357434281524984,AL,AL,0,22,18,21,23,17,17,18,15,15,18,5,19,8,9,16,4,15.3125,18,batter,191.875,230,barnebr02,Rookie of the Year,2013.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0005813403164639192
2003,Ronald Calloway,WSN,126,369,9,36,52,20,80,9,2,0.238235294,0.25,0.2852012572380212,-2.051864981651306,-16.363106943887587,64.82961817354143,60.08824078276127,134.44678632090103,82.87018730425935,86.67174485429807,83.32052703105597,-0.8051198720932007,-1.2973116636276243,0.560657627130619,-0.6207995865170541,407827,2000s,11,0.8181818181818182,-0.004926980845373446,NL,AL,0,17,19,15,16,19,17,11,19,19,18,9,19,13,14,17,4,15.375,19,batter,201.125,242,calloro01,Rookie of the Year,2003.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.006389840254707942
2013,Logan Schafer,MIL,134,337,4,29,33,25,60,7,1,0.211409395,0.416666666,0.2690729487859286,0.7378995418548584,-12.51957669778977,62.80194891338765,92.81963284884326,93.837898735147,86.47879280602778,80.39974087459501,77.47816184186011,0.0083802007138729,-1.3275001049041748,1.3356769805269069,-0.1777106157484763,502582,2010s,8,0.875,-0.001326198624988629,NL,AL,0,10,20,10,6,20,21,16,21,21,20,14,20,18,7,21,1,15.375,19,batter,189.375,226,schaflo01,Rookie of the Year,2013.0,NL,0.0,0.0,0.0,0.0,0.0,0,6.253881129755895e-05
2011,Luke Hughes,MIN,96,317,7,31,30,24,79,3,2,0.222996515,0.303797468,0.2817286642770918,0.1225439310073852,-7.587539305782212,72.53518784563958,93.46691109667324,138.9177478793033,89.373203424381,82.68332864564137,76.44105812446821,-1.893188238143921,-0.836944043636322,-1.109052552110236,0.3132486933854026,471863,2010s,5,0.6,0.0032630072227646106,AL,AL,0,18,18,9,16,17,18,14,15,13,18,7,14,19,19,14,18,15.4375,19,batter,199.125,237,hughelu01,Rookie of the Year,2011.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.019720710813999176
2019,Eloy Jiménez,CHW,122,504,31,69,79,30,134,0,0,0.267094017,0.223880597,0.3432941311408603,-16.03972864151001,8.929886284501176,114.82433127052856,70.01259401886854,116.2816005704382,97.5915023325536,116.5254369440153,131.85907079539095,-0.0338061600923538,0.1643823534250259,-0.1999266756567732,1.0811575685368635,650391,2010s,0,0.0,0.008861947283089045,AL,AL,0,17,10,21,24,19,6,5,17,18,11,28,12,7,17,17,18,15.4375,17,batter,145.6875,154,jimenel02,Rookie of the Year,2019.0,AL,20.0,150.0,0.0,0.0,0.13333333333333333,1,-0.0002770996728881459
2023,Jordan Walker,STL,117,465,16,51,51,37,104,7,4,0.276190476,0.35576923,0.3412033484828087,-15.118090629577637,8.804786339426457,115.55221368972173,90.29704040702975,100.21588657614072,105.7713692563638,106.89516760460788,101.5374154208218,0.696462094783783,0.7254626154899597,-0.0125205829425895,0.9494703892316996,691023,2020s,11,0.6363636363636364,0.008115131531894868,NL,AL,0,12,12,20,13,11,12,17,22,22,12,33,12,13,9,11,16,15.4375,11,batter,138.375,136,walkejo02,Rookie of the Year,2023.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.00595266747678447
2006,Eliezer Alfonzo,SFG,87,309,12,27,39,9,74,1,0,0.265734265,0.121621621,0.3169908661570325,6.0042266845703125,-6.550224570598452,85.96118767084121,32.79262545324166,145.78061536476451,87.93430382582382,105.19721640166016,117.33227732818952,-0.7408081889152527,-0.5529197454452515,-0.0947430206987944,0.9452099764244406,425769,2000s,1,1.0,0.010864482487637248,NL,AL,0,19,18,20,20,19,9,6,15,14,17,8,18,20,17,18,10,15.5,18,batter,175.75,215,alfonel01,Rookie of the Year,2006.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.008515036654198307
2010,Reid Brignac,TBR,113,326,8,39,45,20,77,3,3,0.255813953,0.259740259,0.3035430563123603,4.883625507354736,-2.3472196648510995,90.33101061982543,72.06712838908561,135.3088077467835,93.49468112590084,94.52199391416998,87.94456943740722,0.3668335974216461,-0.6386537551879883,1.0267318630730635,1.44032278749444,458582,2010s,6,0.5,0.012746219358357876,AL,AL,0,18,17,20,22,19,17,14,13,12,20,5,18,20,11,21,1,15.5,17,batter,163.9375,200,brignre01,Rookie of the Year,2010.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0032463150214304968
2018,David Fletcher,LAA,80,307,1,35,25,15,34,3,0,0.274647887,0.44117647,0.2969571893152438,7.250516653060913,-3.247199211745663,86.22603995712264,58.85730133366726,50.821225199086975,99.07224652491304,87.05577371201558,52.77207229519792,0.3597938120365143,-0.3047354519367218,0.678720193892737,1.4910578491741744,664058,2010s,3,1.0,0.01863822311467718,AL,AL,0,1,21,21,7,16,22,25,12,10,22,3,19,25,16,21,8,15.5625,19,batter,148.1875,164,fletcda02,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.004497422650456428
2023,Yainer Diaz,HOU,104,377,23,51,60,11,74,0,0,0.28169014,0.148648648,0.3535316546968819,1.1652604341506958,10.807528768722705,127.6613018220034,34.84941413198007,84.8334271846545,97.06398298796545,130.6435770484089,155.29116178899784,-0.8300585150718689,0.7412208914756775,-1.5219844795297304,2.482150307261814,673237,2020s,0,0.0,0.023866829877517443,AL,AL,0,4,6,35,34,18,1,1,11,10,8,19,11,24,23,10,35,15.625,12,batter,128.875,118,diazya02,Rookie of the Year,2023.0,AL,6.0,150.0,0.0,0.0,0.04,1,-0.007981331875691047
2022,Luis González,SFG,98,350,4,31,36,30,75,10,2,0.254019292,0.4,0.3016787022779186,-6.18945837020874,-0.4394849750411649,95.66167645298096,102.58267862787388,94.75827834701175,102.90187363204456,90.49658448806852,68.46206457482599,-0.3535827696323395,-0.6169618964195251,0.2583949457749171,0.5695245641599611,670768,2020s,12,0.8333333333333334,0.005811475144489399,NL,AL,0,11,18,12,7,11,18,19,18,18,18,19,15,22,15,18,12,15.6875,18,batter,159.5625,182,gonzalu03,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.003607987445227954
2015,Ben Paulsen,COL,116,354,11,42,49,23,92,1,2,0.276923076,0.25,0.3385944856124964,-3.2503819465637207,0.5872619542668982,98.86126402434928,81.75525779311683,130.3960179564658,100.51035678201472,112.6181475098726,123.47841252448536,0.8880202770233154,0.4544192254543304,0.4394848005586017,0.8780295741814689,572019,2010s,3,0.3333333333333333,0.007569220467081628,NL,AL,0,21,18,16,22,16,8,8,21,20,10,17,20,22,9,15,8,15.6875,17,batter,134.9375,140,paulsbe01,Rookie of the Year,2015.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0076553472157182365
2007,Jerry Owens,CHW,93,389,1,44,17,27,63,32,8,0.266853932,0.428571428,0.2907290999135822,4.489747405052185,-9.471585412317484,68.55039510588853,81.03521245124513,96.98048010253773,95.66919307858936,73.59370375015457,29.434786470964397,-1.404950499534607,-1.4121699333190918,-0.0877698684058623,0.8271544699784859,435539,2000s,40,0.8,0.00889413408579017,AL,AL,0,8,21,13,12,16,21,21,16,16,21,6,18,14,20,20,11,15.875,19,batter,198.875,243,owensje01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.015106994618651687
2017,Jorge Bonifacio,KCR,113,422,17,55,40,35,118,1,1,0.255208333,0.296610169,0.3231663513240091,-8.115670442581177,-1.4813163413320911,98.42764276697562,98.47265593705905,131.3137746685427,98.58349035920016,100.56127563098872,101.9720925019151,-0.5155916213989258,0.1522379666566848,-0.7217808333860855,0.4312993427179251,593528,2010s,2,0.5,0.003816808342636505,AL,AL,0,14,16,9,14,13,16,16,20,22,14,18,15,14,19,15,19,15.875,18,batter,178.375,208,bonifjo01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.004562757711494918
2022,Nolan Gorman,STL,89,313,14,44,35,28,103,1,0,0.226148409,0.27184466,0.3157666373176697,-10.108130156993866,-0.3605538832381803,104.43206629631858,107.06179540181446,145.51803767924704,95.71861353903805,105.66595449102688,125.39282721719186,-0.0701905786991119,0.2018725574016571,-0.2733614760964189,0.0325801505306085,669357,2020s,1,1.0,0.0003660691070854887,NL,AL,0,23,11,10,19,14,12,7,22,22,12,23,14,24,13,12,18,16.0,19,batter,161.0,184,gormano01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0007886581876304708
2017,Guillermo Heredia,SEA,123,426,6,43,24,27,64,1,5,0.248704663,0.421875,0.2878041583031909,8.2313973903656,-13.107891283691712,79.9919580776096,75.25133722284451,70.55228791202089,97.16251339606028,78.34476053140762,50.72186962173922,-0.6174960732460022,-0.865645170211792,0.2136321829004699,0.9142551885357596,628338,2010s,6,0.16666666666666666,0.00743296901248585,AL,AL,0,2,22,15,7,17,23,25,16,16,23,3,23,13,22,22,7,16.0,19,batter,181.875,215,heredgu01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.005020293278422782
2023,Josh Jung,TEX,122,515,23,75,70,30,151,1,3,0.265690376,0.198675496,0.3341787888008414,5.191367268562317,4.28016115686252,112.50766337384896,69.57579591097348,126.72034911676673,99.2314311239038,113.2817669920256,121.66818645472162,-0.4682041704654693,0.2872499823570251,-0.7864428382066468,2.704293185459955,673962,2020s,4,0.25,0.022166337585737335,AL,AL,0,23,13,29,32,15,8,9,9,11,14,9,14,8,20,14,28,16.0,13,batter,138.0,135,jungjo01,Rookie of the Year,2023.0,AL,16.0,150.0,0.0,0.0,0.10666666666666667,1,-0.003837739102175978
2023,Francisco Alvarez,NYM,123,423,25,51,63,34,110,2,0,0.209424083,0.309090909,0.3096769219594644,20.184452891349792,-4.39043905550731,96.942734774495,91.2143765143773,116.52215435560517,87.75357827555817,104.95880175954252,136.79585424752642,-0.7667481899261475,-0.0013946667313575,-0.7347126025103236,3.0113360053688516,682626,2020s,2,1.0,0.02448240654771424,NL,AL,0,18,15,19,20,31,13,6,6,9,15,2,18,19,22,17,27,16.0625,14,batter,151.25,161,alvarfr01,Rookie of the Year,2023.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.006233725121350792
2021,Trevor Larnach,MIN,79,301,7,29,28,31,104,1,0,0.223076923,0.298076923,0.300489099516821,-2.991004928946495,-5.553150871409393,90.74294024640552,121.51589683710831,151.0297700454546,101.8074644652436,84.18882300753509,74.75660369083428,-1.7671490907669067,-0.7162690758705139,-0.928308465475178,0.1766306684059962,663616,2020s,1,1.0,0.0022358312456455215,AL,AL,0,19,18,2,11,8,20,18,18,18,19,11,18,20,20,18,19,16.0625,20,batter,180.875,212,larnatr01,Rookie of the Year,2021.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.02236897583249249
2013,Jurickson Profar,TEX,85,324,6,30,26,26,63,2,4,0.234265734,0.412698412,0.2909926393496915,-1.8848458528518677,-10.53379758051046,74.69570347634483,98.61543906155256,98.7787219343694,96.01529079850174,82.77568050985761,67.99714495515482,-1.1943038702011108,-0.7765657305717468,-0.3667327073214259,-0.2129356104652262,595777,2010s,6,0.3333333333333333,-0.002505124829002661,AL,AL,0,11,19,6,7,11,20,19,22,22,16,17,17,21,19,18,13,16.125,20,batter,197.875,238,profaju01,Rookie of the Year,2013.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.014050633767071892
2017,Dansby Swanson,ATL,144,551,6,59,51,59,120,3,3,0.231557377,0.491666666,0.2757245323133557,2.585407972335815,-26.091158659475536,63.20485399643159,119.01176194184208,103.69403839623052,93.57737221066326,74.05173253304255,52.420248954973545,-0.0961516872048378,-1.735170841217041,1.6362366062452498,-0.4521959277376239,621020,2010s,6,0.5,-0.0031402494981779437,NL,AL,0,7,24,4,5,21,24,23,24,24,24,7,25,6,15,24,1,16.125,20,batter,184.8125,226,swansda01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0006677200500335959
2018,Jorge Alfaro,PHI,108,377,10,35,37,18,138,3,0,0.261627906,0.130434782,0.3135010267525027,17.586265444755554,-1.6379434281612606,95.07031902592546,53.20136840986937,169.65542327347148,98.99859061094756,97.57220082603756,88.98179013197696,-0.109445996582508,0.091809831559658,-0.2038226833965123,2.8297827656189916,595751,2010s,3,1.0,0.026201692274249924,NL,AL,0,25,19,23,25,17,17,14,7,5,18,1,17,18,19,17,19,16.3125,20,batter,153.8125,172,alfarjo01,Rookie of the Year,2018.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0010133888572454444
2006,Jeremy Hermida,MIA,99,348,5,37,28,33,70,4,1,0.250814332,0.471428571,0.3095620081654095,-12.540656805038452,-5.471038146508219,83.94274711083474,106.76449802564665,122.4462066774422,96.8929287367746,83.26427546841157,69.03555154319719,-0.8594984412193298,-0.6512911319732666,-0.2361180500712713,-0.6139404219245596,435181,2000s,5,0.8,-0.00620141840327838,NL,AL,0,15,19,6,10,16,19,18,20,20,19,16,17,17,19,19,12,16.375,19,batter,188.5625,227,hermije01,Rookie of the Year,2006.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.008681802436558887
2022,Geraldo Perdomo,ARI,148,500,5,58,40,50,103,9,2,0.194895591,0.485436893,0.2529379594765725,7.133931279182434,-21.91401868646061,58.42783564615765,119.67979272985116,91.09429170571968,90.7836964203779,65.88335818021122,43.412737154702455,-1.43013596534729,-2.445779323577881,0.9002749752224877,0.2560581563060239,672695,2020s,11,0.8181818181818182,0.0017301226777434048,NL,AL,0,10,24,6,5,22,24,24,20,20,23,4,24,6,22,24,4,16.375,20,batter,173.0625,206,perdoge01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.009663080846941148
2007,Delmon Young,TBR,162,681,13,65,93,26,127,10,3,0.288372093,0.204724409,0.3149791052660991,-13.827335357666016,-11.889073170113145,89.03196007247811,44.57443499748779,111.6734649795414,93.26973663821072,96.24179476165594,78.18472522088777,-0.7441518306732178,-1.3928585052490234,0.6555497539214326,-0.2099551978178859,430321,2000s,13,0.7692307692307693,-0.0012960197396165796,AL,AL,0,10,16,21,21,17,16,17,21,21,19,20,21,2,17,19,5,16.4375,20,batter,195.6875,238,youngde03,Rookie of the Year,2007.0,AL,56.0,140.0,3.0,0.0,0.4,1,-0.00459352981897048
2015,Preston Tucker,HOU,98,323,13,35,33,20,68,0,2,0.243333333,0.294117647,0.3180278482451896,-6.924662828445435,1.3814332890889074,103.72185878949426,80.49887641072566,106.29139327471952,93.35403577216763,105.67440602708982,122.93658359038692,1.4289019107818604,0.2555194795131683,1.243404893727754,0.5319228952534639,605512,2010s,2,0.0,0.005427784645443509,AL,AL,0,11,15,17,17,24,11,9,23,22,16,23,19,28,6,18,4,16.4375,18,batter,140.8125,147,tuckepr01,Rookie of the Year,2015.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.014580631742672044
2014,Jonathan Schoop,BAL,137,481,16,48,45,13,122,2,0,0.208791208,0.106557377,0.2654908770272712,6.219059109687805,-17.895350934208764,64.4679739254536,35.03175652101067,128.66005276733273,77.02269372539739,90.45113845900995,105.46891165497848,-2.9953742027282715,-1.590548038482666,-1.3658356013760415,0.3789923237070686,570731,2010s,2,1.0,0.002766367326328968,AL,AL,0,17,20,21,21,21,15,9,16,15,19,5,20,6,20,20,21,16.625,19,batter,201.625,235,schoojo01,Rookie of the Year,2014.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.021864045275388842
2015,Steven Souza Jr.,TBR,110,426,16,59,40,46,144,12,6,0.225201072,0.319444444,0.3164028474863837,-5.067618489265442,5.105169354571862,101.9468853902714,140.38172662783893,170.66505462327763,99.77212557052924,96.67122250263692,110.809992424226,-0.0372939184308052,0.4394250810146332,-0.4751768004667032,1.4815247828360092,519306,2010s,18,0.6666666666666666,0.013468407116690992,AL,AL,0,28,16,4,15,19,21,12,16,15,19,18,13,17,18,16,20,16.6875,19,batter,139.4375,146,souzast01,Rookie of the Year,2015.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.00033903562209822906
2013,Pete Kozma,STL,143,448,1,44,35,34,91,3,1,0.21707317,0.373626373,0.2410952833084419,13.510750770568848,-24.184534935219375,48.64975738605609,94.95779954676148,107.0582902136314,85.24784607109888,68.17636546082933,39.248729997080865,-2.6448776721954346,-2.629479169845581,-0.0994813504108869,0.3022410398695661,518902,2010s,4,0.75,0.002113573705381581,NL,AL,0,12,23,8,9,21,23,23,19,19,23,3,22,7,22,22,12,16.75,21,batter,203.9375,246,kozmape01,Rookie of the Year,2013.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.018495648057310732
2007,Adam Lind,TOR,89,311,11,34,46,16,65,1,2,0.237931034,0.246153846,0.2947742231069645,3.0300228595733643,-10.598279167849476,74.78294927652894,60.064685197318425,125.15446547070763,82.22225348854482,94.41210307398828,106.14285585381904,0.3977821469306946,-1.0262521505355835,1.43839082085161,0.3115169189519906,452252,2000s,3,0.3333333333333333,0.0035001901005841636,AL,AL,0,16,20,20,20,21,17,12,20,20,20,8,20,21,13,18,2,16.75,21,batter,194.6875,237,lindad01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.004469462325063984
2018,Isiah Kiner-Falefa,TEX,111,396,4,43,34,28,62,7,5,0.261235955,0.451612903,0.3009146656745519,0.6016271114349365,-9.6654234182901,79.38368813014067,85.17464074778945,71.84575184023957,101.90167573621846,85.63127655925673,57.254733739759544,-1.8486257791519165,-1.3806307315826416,-0.34567802119205,0.4587300855655737,643396,2010s,12,0.5833333333333334,0.004132703473563727,AL,AL,0,3,22,14,6,14,23,24,17,16,21,7,22,14,22,22,21,16.75,21,batter,175.6875,210,kineris01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.016654286298665916
2017,Hunter Renfroe,SDP,122,479,26,51,58,27,140,3,0,0.231460674,0.192857142,0.3156841417236807,-5.690892547369003,-3.718748312071602,94.24728266989464,62.649516755316846,139.16071942580913,85.1132928025158,106.905803900754,134.13301255290787,-0.5798181295394897,-0.232947751879692,-0.3734645226193823,0.7041307809340226,592669,2010s,3,1.0,0.005771563778147726,NL,AL,0,18,18,21,22,23,12,7,18,18,17,14,20,10,21,17,13,16.8125,21,batter,184.5,224,renfrhu01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.004752607619176145
2019,Michael Chavis,BOS,95,382,18,46,58,31,127,2,1,0.253602305,0.244094488,0.3231830008720097,-0.2903625965118408,-4.028053919096349,95.97845690782351,95.4517253373927,145.404248880916,99.60638161906871,100.84319517111402,102.06397665671652,-0.2473640143871307,-0.2842161953449249,0.023140195312464,0.9234136008983608,656308,2010s,3,0.6666666666666666,0.009720143167351166,AL,AL,0,28,17,9,22,15,13,12,18,17,16,14,18,18,19,19,14,16.8125,18,batter,163.125,183,chavimi01,Rookie of the Year,2019.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0026038317303908494
2005,Willy Taveras,HOU,152,635,3,82,29,25,103,34,11,0.29054054,0.242718446,0.2965381532384638,11.965564966201782,-10.88294680420817,76.41461415380356,44.81353866933989,100.68818735658472,95.8670378250547,79.78072242635757,31.825366422108495,-2.3569445610046387,-1.7291711568832395,-0.7640342334585402,2.1825269684505915,430838,2000s,45,0.7555555555555555,0.014358730055595997,AL,AL,0,10,22,23,22,20,23,24,4,9,22,2,23,1,23,24,19,16.9375,20,batter,197.0,235,taverwi01,Rookie of the Year,2005.0,NL,78.0,160.0,7.0,0.0,0.4875,1,-0.01550621421713578
2022,Matt Vierling,PHI,117,357,6,41,32,23,70,7,4,0.246153846,0.328571428,0.285168660622017,-2.525782823562622,-7.938791149040725,81.80697607023053,77.10462800061063,86.70692131414481,94.63472683784236,88.14466765497211,67.49816922243372,-0.3841617405414581,-1.0177099704742432,0.6168345169041076,0.1921080878784281,663837,2020s,11,0.6363636363636364,0.001641949469046394,NL,AL,0,7,20,17,11,17,20,21,21,21,20,12,20,20,16,20,8,16.9375,21,batter,178.625,212,vierlma01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.003283433679841522
