Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,rookie_of_the_year,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G
2005,Oscar Robles,LAD,110,399,5,44,34,31,33,0,8,0.271978021,0.939393939,0.3120880344105725,-2.3136990070343018,-10.334947357150856,87.97478528582997,88.43654321836193,51.340023553600155,97.8790270555145,86.073946664963,60.38659284328753,0.7327833771705627,-0.0361539721488952,0.7442828617540628,0.0346621413940588,425854,2000s,8,0.0,0.00031511037630962545,NL,AL,0,1,15,18,2,13,20,22,19,19,16,15,22,15,5,13,3,13.625,16,batter,163.5625,191,robleos01,Rookie of the Year,2005.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.006661667065186934
2022,Bryson Stott,PHI,127,466,10,58,49,36,89,12,4,0.234192037,0.404494382,0.2890138919635485,2.1299006938934326,-5.71139534614376,84.436246389191,92.45649117954004,84.45551837714785,93.9032227319323,90.04054407979143,80.08375623445295,-0.0004000587505288,-0.8850274682044983,0.8846088460707339,1.3089315449108565,681082,2020s,16,0.75,0.01030654759772328,NL,AL,0,5,19,14,6,18,19,15,14,16,19,8,19,10,12,19,5,13.625,14,batter,151.3125,166,stottbr01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,-3.1500689018015747e-06
2023,Ryan Noda,OAK,128,495,16,63,54,77,170,3,1,0.229064039,0.452941176,0.3417060802340025,-9.257412731647491,13.309181386164289,121.5807244947006,185.79314382039755,148.42954806177448,114.71197995222424,98.68268523346954,107.43360774548148,0.2307959794998169,1.1207318305969238,-0.8930655470866624,2.0955059104445772,676116,2020s,4,0.75,0.01637113992534826,AL,AL,0,32,9,2,7,4,15,13,12,14,11,30,10,12,10,9,29,13.6875,10,batter,120.6875,109,nodary01,Rookie of the Year,2023.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0018030935898423195
2011,Brent Morel,CHW,126,444,10,44,41,22,57,5,4,0.244552058,0.385964912,0.2890223142497903,2.4304083585739136,-13.251494925147842,74.61649672289694,61.17100528404996,71.56188800705334,88.79377332964758,89.44478196427961,80.48493474159717,-1.5541021823883057,-1.0978177785873413,-0.4542452946745849,0.4000956317390698,543569,2010s,9,0.5555555555555556,0.0031753621566592842,AL,AL,0,5,17,16,10,18,14,11,13,14,17,6,19,9,17,19,14,13.6875,18,batter,182.5625,220,morelbr01,Rookie of the Year,2011.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.012334144304669092
2017,Ben Gamel,SEA,134,550,11,68,59,36,122,4,1,0.275049115,0.295081967,0.3153689075125395,-11.155498504638672,2.582187075688945,98.8454316691989,77.71410856576749,104.16884980041176,99.35364260613814,95.97440365330198,79.19247233538906,0.7416559457778931,0.4745668768882751,0.3353915274543737,0.953717905645883,592325,2010s,5,0.8,0.007117297803327485,AL,AL,0,8,15,14,15,11,19,21,15,17,18,23,14,7,5,12,6,13.75,14,batter,160.5625,176,gamelbe01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.005534745864014127
2019,Brandon Lowe,TBR,82,327,17,42,51,25,113,5,0,0.27027027,0.221238938,0.3542189537932019,-4.538547903299332,12.5571485033171,126.70683750885632,89.92443301930417,151.13582849332155,104.0615639127522,116.68290382070614,130.52653520019274,0.9499696493148804,1.234228253364563,-0.2708083395521264,1.9283376499617169,664040,2010s,5,1.0,0.02351631280441118,AL,AL,0,29,6,13,25,12,5,7,14,9,8,17,8,27,11,9,20,13.75,14,batter,122.9375,117,lowebr01,Rookie of the Year,2019.0,AL,27.0,150.0,0.0,0.0,0.18,1,0.0115849957233522
2022,Riley Greene,DET,93,418,5,46,42,36,120,1,4,0.252659574,0.3,0.3027015107385279,-1.7826777696609497,-1.8869363318884416,97.54366178770567,108.19140155012464,129.21149413803548,103.62791120459964,92.31663656569374,73.02468463363519,0.7572199702262878,-0.2073981761932373,0.9674937598039473,0.9962758455624012,682985,2020s,5,0.2,0.010712643500670981,AL,AL,0,20,15,9,14,10,17,17,16,15,17,11,17,14,10,15,3,13.75,16,batter,147.75,162,greenri03,Rookie of the Year,2022.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.008142150217486967
2006,Ronny Paulino,PIT,129,481,6,37,55,34,79,0,0,0.309954751,0.430379746,0.3306355603117691,10.976337432861328,-7.500818858606658,97.14811030847436,79.58404404553458,99.97894606006297,105.06914712006028,89.05239806198172,49.28197788256448,-0.8245375752449036,-0.3871603012084961,-0.3701965214574521,1.8886662244417216,425661,2000s,0,0.0,0.014640823445284664,NL,AL,0,8,16,16,15,6,18,20,12,10,16,2,19,12,18,17,15,13.75,17,batter,154.4375,172,pauliro01,Rookie of the Year,2006.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.006391764149185299
2018,Yairo Muñoz,STL,108,329,8,39,42,30,71,5,6,0.276450511,0.422535211,0.3263234710841445,-11.271582126617432,1.133762891632479,106.8299794890671,101.6054501259575,100.02129237877394,106.93317766285864,99.00890507851902,83.57607041329918,1.6729402542114258,0.6684059500694275,1.0843923197691352,-0.0067746173474164,622168,2010s,11,0.45454545454545453,-6.27279384020037e-05,NL,AL,0,10,13,11,8,8,15,17,21,21,13,23,16,22,8,11,4,13.8125,12,batter,140.3125,150,munozya01,Rookie of the Year,2018.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.015490187538994683
2013,Ed Lucas,MIA,94,384,4,43,28,26,78,1,1,0.256410256,0.333333333,0.2890562978143113,5.902600318193436,-6.006513071584779,81.75087146625192,84.71725227921483,107.0582902136314,96.20202998016488,83.90243609448525,55.81263736627577,-0.7416399121284485,-0.7642291784286499,0.0988181271097644,1.235433451086526,448296,2010s,2,0.5,0.013142909054111978,NL,AL,0,12,15,14,13,10,18,20,13,13,17,6,15,14,15,17,10,13.875,15,batter,181.625,212,lucased01,Rookie of the Year,2013.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.007889786299238814
2015,Odúbel Herrera,PHI,147,537,8,64,41,28,129,16,8,0.296969696,0.217054263,0.3333401565713094,9.893986821174622,8.89038018530708,110.55686442155816,65.61072952477087,120.53000878174883,106.12730543615388,102.03886706089853,81.07168534889034,-0.2600699067115783,0.6032754778862,-0.876713764669682,3.7545362895631778,546318,2010s,24,0.6666666666666666,0.025541063194307333,NL,AL,0,16,12,23,25,9,15,25,4,7,12,4,10,5,20,11,25,13.9375,10,batter,121.875,116,herreod01,Rookie of the Year,2015.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0017691830388542743
2009,Omir Santos,NYM,96,306,7,28,40,15,44,0,0,0.259786476,0.34090909,0.2982493160974861,-7.14724063873291,-10.064249929344342,80.10546061437138,52.86141027221617,82.22628793093429,87.36674736487686,92.75118251178894,84.24166918072925,-0.7374536991119385,-0.4655679166316986,-0.2544533131474895,-0.7622148835143309,435408,2000s,0,0.0,-0.007939738369940946,NL,AL,0,4,16,17,12,17,13,11,17,17,17,14,16,17,14,11,11,14.0,17,batter,201.5625,243,santoom01,Rookie of the Year,2009.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.007681809365749359
2003,Coco Crisp,CLE,99,447,3,55,27,23,51,15,9,0.265700483,0.450980392,0.2877863295257499,2.6428998708724976,-11.781048133034163,73.2644927276689,62.29360790061884,72.64556338740863,90.51810313551816,82.29155475792584,54.078251934999045,-3.134350299835205,-2.183210849761963,-0.9034588637182148,0.6182988278948891,424825,2000s,24,0.625,0.006245442706008981,AL,AL,0,1,17,14,7,16,19,20,12,12,17,7,16,10,20,19,18,14.0625,17,batter,190.375,231,crispco01,Rookie of the Year,2003.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.031660104038739444
2015,Delino DeShields,TEX,121,492,2,83,37,53,101,25,8,0.26117647,0.524752475,0.3169502715680224,-5.694957613945007,4.494965803341607,95.24114039297392,140.04677607631174,103.64491037548731,108.15313649591327,90.53738975115051,71.81690933273875,0.6199002265930176,0.6001245975494385,0.0819482685987622,1.5790837323953726,592261,2010s,33,0.7575757575757576,0.013050278780127047,AL,AL,0,10,21,5,3,7,27,28,15,17,18,19,15,8,11,12,10,14.125,11,batter,124.0625,121,deshide02,Rookie of the Year,2015.0,AL,1.0,150.0,0.0,0.0,0.006666666666666667,1,0.005123142368537335
2021,Andrew Vaughn,CHW,127,469,15,56,48,41,101,1,1,0.23501199,0.405940594,0.3064570377376288,-11.200642585754396,-6.8967354488862505,92.54571999399782,103.14517333116764,94.13350897039902,97.6718788028315,95.1774976903638,94.63411357351148,-0.7943796515464783,-0.0956209525465965,-0.7212069358615755,-0.2045410682105272,683734,2020s,2,0.5,-0.0016105595922088756,AL,AL,0,5,17,7,4,11,16,15,19,19,17,18,19,8,19,14,18,14.125,18,batter,160.9375,184,vaughan01,Rookie of the Year,2021.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.006254957886192743
2018,Christian Villanueva,SDP,110,384,20,42,46,23,104,3,0,0.236467236,0.221153846,0.3226143815554678,2.3409990072250366,2.2318610047316447,103.98738849843711,66.74031594126933,125.52554789452417,91.61722778180244,107.92112861300149,130.81083626243552,0.0182997416704893,1.436598300933838,-1.4172600228407808,1.6808596214749123,570799,2010s,3,1.0,0.015280542013408293,NL,AL,0,16,14,20,19,22,8,6,11,11,15,5,13,17,18,6,25,14.125,13,batter,148.0,163,villach01,Rookie of the Year,2018.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0001663612879135391
2018,Daniel Palka,CHW,124,449,27,56,67,30,153,2,1,0.239808153,0.196078431,0.3289418490478276,-19.79054355621338,3.4405080696079846,108.76818907624958,80.48637691693096,156.36864804573395,92.23206904310544,116.2770513077338,146.6380233404776,1.5657273530960083,0.5156916975975037,1.0949185625025537,-0.1050409810544048,594953,2010s,3,0.6666666666666666,-0.0008471046859226194,AL,AL,0,24,11,17,21,21,5,3,22,22,10,25,11,10,9,13,3,14.1875,14,batter,145.9375,158,palkada01,Rookie of the Year,2018.0,AL,1.0,150.0,0.0,0.0,0.006666666666666667,1,0.012626833492709745
2015,Clint Robinson,WSN,126,352,10,44,34,37,52,0,0,0.27184466,0.711538461,0.3403316902360697,-9.223099708557127,3.7098295568106,114.38010155778832,132.26659704387288,74.12085884160199,110.43724443243102,103.44590366978736,101.7331579820545,-0.154600441455841,0.5252199172973633,-0.6782904215622443,0.5689506312734003,519208,2010s,0,0.0,0.004515481200582542,NL,AL,0,2,10,6,1,4,13,15,22,23,9,27,16,23,19,14,23,14.1875,12,batter,119.5,113,robincl01,Rookie of the Year,2015.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0012269876306019128
2005,Victor Diaz,NYM,89,313,12,41,38,30,82,6,2,0.257142857,0.365853658,0.335702815087013,-9.760310888290403,-1.213601807240121,104.11404367950496,109.09877628472036,162.62396214103833,97.11619797235932,109.39099324954402,132.3329032748887,-0.8176419734954834,0.251598596572876,-1.063631290615914,-0.0782651807614896,429806,2000s,8,0.75,-0.0008793840534998831,NL,AL,0,21,8,11,17,17,3,4,20,20,7,21,9,22,18,8,22,14.25,17,batter,176.5625,213,diazvi01,Rookie of the Year,2005.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.009186988466241386
2015,Justin Bour,MIA,129,446,23,42,73,34,101,0,0,0.261613691,0.336633663,0.3425018055444377,-12.124420642852783,2.9246060031660637,119.46335252514687,95.92574361363371,113.6230073003402,98.92108212037677,116.93196399504733,145.5425050998746,1.0773756504058838,1.317463755607605,-0.2971950513120414,0.4858607772913542,571506,2010s,0,0.0,0.00376636261466166,NL,AL,0,15,8,13,13,21,6,4,24,24,8,28,17,14,8,9,16,14.25,13,batter,124.0625,121,bourju01,Rookie of the Year,2015.0,NL,4.0,150.0,0.0,0.0,0.02666666666666667,1,0.008351749227952588
2019,Vladimir Guerrero Jr.,TOR,123,514,15,52,69,46,91,0,1,0.271551724,0.505494505,0.329092847813892,-16.86421811580658,1.2975831394088742,105.52947528324982,105.26407174610492,77.43102574645863,104.72046083008452,98.43134712306951,86.736383013763,0.2964019775390625,0.2181612402200698,0.0770026378182727,0.2949216182733138,665489,2010s,1,0.0,0.0023977367339293805,AL,AL,0,6,15,7,5,11,17,18,21,21,15,29,16,6,14,15,13,14.3125,15,batter,140.3125,143,guerrvl02,Rookie of the Year,2019.0,AL,5.0,150.0,0.0,0.0,0.03333333333333333,1,0.0024097721751143294
1977,Rob Picciolo,OAK,148,446,2,35,22,9,55,1,4,0.200477326,0.163636363,0.2128170263712052,6.812070846557617,-39.12799522684958,28.1213678159783,24.04842611943581,95.13116356402251,65.89512056125996,63.62035164001656,41.230914212790495,-4.391064643859863,-3.760771989822388,-1.2167134036889893,-1.7836964626433065,120537,1970s,5,0.2,-0.012052003125968287,AL,AL,0,9,16,16,16,16,16,15,16,16,16,4,16,9,16,16,16,14.3125,16,batter,204.125,227,picciro01,Rookie of the Year,1977.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.029669355701755832
2015,Cory Spangenberg,SDP,108,345,4,38,21,28,75,9,4,0.270627062,0.373333333,0.3190919320974777,2.1826210021972656,5.635975573753906,105.15189043021796,102.12452646442978,109.07417390863203,102.84103188017328,97.4413343228976,86.08849680945535,0.2624557912349701,0.539302408695221,-0.2705978801650592,1.9610731457939905,605486,2010s,13,0.6923076923076923,0.01815808468327769,NL,AL,0,14,14,9,9,13,19,22,12,12,15,9,12,25,16,13,15,14.3125,14,batter,130.1875,132,spangco01,Rookie of the Year,2015.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.002430146215138612
2014,Arismendy Alcántara,CHC,70,300,10,31,29,17,93,8,5,0.205035971,0.182795698,0.2749408413733926,3.612739443778992,-6.512427535266063,72.30240441715159,72.40387806696751,154.98746868960396,79.4244127741577,92.76555081709404,116.34014300643793,-1.0657262802124023,-0.7398151755332947,-0.3523878163099649,0.6785266647921343,570489,2010s,13,0.6153846153846154,0.009693238068459061,NL,AL,0,19,18,12,19,20,12,7,13,12,18,9,14,21,15,14,9,14.5,16,batter,186.6875,226,alcanar01,Rookie of the Year,2014.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.015224661145891463
2008,Daric Barton,OAK,140,523,9,59,47,65,99,2,1,0.226457399,0.656565656,0.3027334159705788,-5.872481822967529,-5.529870238836198,83.93253657021774,144.57563755026715,112.41409483532044,97.257255718076,82.55395019063899,79.19653077930238,-1.020771622657776,-1.3108302354812622,0.316249706410625,0.6654443672813267,435558,2000s,3,0.6666666666666666,0.004753174052009476,AL,AL,0,10,19,4,5,16,20,15,19,19,20,16,19,5,19,21,5,14.5,18,batter,169.3125,197,bartoda02,Rookie of the Year,2008.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.007291225876126972
2012,Brian Dozier,MIN,84,340,6,33,33,16,58,9,2,0.234177215,0.275862068,0.2649383967121442,1.1674745082855225,-16.421071411923528,62.530186001509406,58.60800923432403,88.82659841265698,84.50376078625163,80.64782400245379,62.84704138306263,-2.196633815765381,-0.976737380027771,-1.2587447155946003,-0.3976383952718523,572821,2010s,11,0.8181818181818182,-0.004733790419903004,AL,AL,0,6,17,15,14,17,17,14,16,16,17,4,17,13,17,15,17,14.5,17,batter,210.875,244,doziebr01,Rookie of the Year,2012.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.026150402568635486
2013,Oswaldo Arcia,MIN,97,378,14,34,43,23,117,1,2,0.25071225,0.196581196,0.3223575680028824,-11.348924160003662,0.5417497347462676,101.38664751311696,74.7743434041519,157.23959827454811,94.78671819944373,106.08827587596656,120.36276315145577,-1.1836179494857788,0.132412701845169,-1.3235709116072274,0.1489478272156329,542455,2010s,3,0.3333333333333333,0.0015355446104704422,AL,AL,0,23,7,16,21,13,6,6,20,20,7,23,9,16,17,8,21,14.5625,16,batter,185.875,218,arciaos01,Rookie of the Year,2013.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.012202246901915246
2007,Alex Gordon,KCR,151,601,15,60,60,41,137,14,4,0.246777163,0.299270072,0.3162131143217327,8.922919929027557,-7.084830134052478,87.08215967501052,79.64692131712769,136.50214510228977,92.72149601402562,96.93323643239428,107.34481822743496,-2.0507960319519043,-1.4510493278503418,-0.6638034684190903,2.2081607102983014,460086,2000s,18,0.7777777777777778,0.014623580862902658,AL,AL,0,17,17,14,15,18,15,11,10,13,18,4,17,4,21,21,19,14.625,17,batter,177.9375,207,gordoal01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.013581430675178174
2019,Óscar Mercado,CLE,115,482,15,70,54,28,84,15,4,0.269406392,0.333333333,0.3205085548601652,3.4293311089277267,1.8350215997833417,98.43793167286152,68.32764386351656,76.22000730621448,98.33967143400112,100.64286032815816,93.11025314819952,-0.7901798486709595,-0.6643079519271851,-0.2572071762068275,2.205698134819783,640458,2010s,19,0.7894736842105263,0.01917998378104159,AL,AL,0,5,16,22,13,18,14,15,11,14,17,4,15,8,22,21,19,14.625,16,batter,143.5,148,mercaos01,Rookie of the Year,2019.0,AL,3.0,150.0,0.0,0.0,0.02,1,-0.0068711291188779085
2018,Mitch Garver,MIN,103,335,7,38,45,29,72,0,0,0.26821192,0.402777777,0.3245279778199023,-9.7319016456604,1.7060508280651283,103.5552343593898,104.2799128044052,98.62619559891812,105.202465500136,99.35317829103931,87.34302177843976,0.2846820056438446,-0.0441286712884902,0.3197800358522634,0.3511895679899439,641598,2010s,0,0.0,0.0034096074562130476,AL,AL,0,9,15,7,9,10,14,15,19,18,14,21,15,20,17,19,12,14.625,15,batter,147.625,162,garvemi01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.002763902967415967
2007,Chris Young,ARI,148,624,32,85,68,43,141,27,6,0.237258347,0.304964539,0.3263497584502413,-6.008088111877441,-6.283513154314729,86.91449724094062,78.04307758801822,137.41337481167608,86.31636477000558,107.23319166475,141.0645097547823,-1.0940041542053225,-0.6732669472694397,-0.4848996527000955,0.8110315023349818,455759,2000s,33,0.8181818181818182,0.0054799425833444715,NL,AL,0,18,18,15,14,20,9,4,17,18,16,15,16,3,19,17,16,14.6875,18,batter,180.0,212,youngch04,Rookie of the Year,2007.0,NL,10.0,160.0,0.0,0.0,0.0625,1,-0.007391919960846774
2014,Xander Bogaerts,BOS,144,594,12,60,46,39,138,2,3,0.239776951,0.282608695,0.293739071957351,-6.250978946685791,-11.571173580672458,81.41462834907948,85.10239765128111,117.84783617870636,93.9633796793724,92.65138037953476,89.19768559530941,-2.331121921539306,-1.4625325202941897,-0.7111925849384928,0.0947825377983729,593428,2010s,5,0.4,0.0006582120680442562,AL,AL,0,15,15,9,12,12,13,14,19,19,13,16,19,3,19,19,18,14.6875,17,batter,187.5,228,bogaexa01,Rookie of the Year,2014.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.016188346677356292
2003,Miguel Olivo,CHW,114,346,6,37,27,19,80,6,4,0.236593059,0.2375,0.2845892301428387,10.270233154296877,-13.153274993314474,66.75807032814133,66.4814791954615,147.2178031303497,85.80971293410308,83.91668956358299,76.51134499428538,-1.72880220413208,-1.8282170295715332,-0.1144659456947725,0.8910990633618605,400018,2000s,10,0.6,0.007816658450542637,AL,AL,0,18,18,13,17,18,18,16,8,10,19,1,18,15,18,18,10,14.6875,18,batter,195.5625,235,olivomi01,Rookie of the Year,2003.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.015164931615193685
2018,Willy Adames,TBR,85,323,10,43,34,31,95,6,5,0.277777777,0.326315789,0.3275130043582856,-3.1810338497161865,3.931771867177414,110.3103622118058,115.61299183074264,134.96640334836383,109.12305407972738,97.5151446736432,77.01790821164063,-0.2902280390262604,0.5941357016563416,-0.8778541129604718,1.2124717702507648,642715,2010s,11,0.5454545454545454,0.014264373767656057,AL,AL,0,20,9,5,14,7,18,22,14,12,11,13,10,23,21,12,24,14.6875,16,batter,150.125,168,adamewi01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0034144475179560046
2018,Jake Cave,MIN,91,309,13,54,45,18,102,2,1,0.265017667,0.176470588,0.3324787135984077,-2.976219564676285,2.149029685131551,108.98085192927832,70.17161851582637,151.476856430046,98.10411401585768,113.65722755374628,124.98216907244522,0.8832262754440308,0.4641015529632568,0.4376915196616799,1.000837535818254,595909,2010s,3,0.6666666666666666,0.010998214679321472,AL,AL,0,23,10,19,23,19,7,8,15,15,9,12,14,24,13,14,11,14.75,17,batter,143.6875,154,caveja01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0097057832466377
1993,Pat Meares,MIN,111,361,0,33,33,7,52,4,5,0.251445086,0.134615384,0.2572583078670235,7.495882511138916,-23.44108435452976,49.98013774076832,21.210719414579383,97.4106665254681,78.89916897749715,75.85334579851974,40.96081396872202,-1.0908621549606323,-2.106820583343506,0.9624312745143472,-0.4550303086219087,118897,1990s,9,0.4444444444444444,-0.004099372149746925,AL,AL,0,9,17,18,17,16,17,18,17,17,17,5,17,16,16,17,2,14.75,17,batter,195.625,231,mearepa01,Rookie of the Year,1993.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.009827586981627319
2005,Rickie Weeks Jr.,MIL,96,414,13,56,42,40,96,15,2,0.238888888,0.416666666,0.32206735916254,-11.617437481880188,-7.199112828507158,92.10124376756846,109.97718819829583,143.94146360509802,98.13459515723136,92.22616400910717,97.69208739701504,-0.5076361894607544,0.109951451420784,-0.5990445546555884,-0.5349097081956715,430001,2000s,17,0.8823529411764706,-0.005571976127038245,NL,AL,0,18,12,10,13,12,13,10,22,22,15,22,16,12,14,9,17,14.8125,18,batter,190.9375,225,weeksri01,Rookie of the Year,2005.0,NL,3.0,160.0,0.0,0.0,0.01875,1,-0.005287876973549525
2015,Mark Canha,OAK,124,485,16,61,70,33,96,7,2,0.253968253,0.34375,0.3225041930208501,-8.756606578826904,5.03972809825183,105.42291434138627,88.45747743870646,99.93582563762668,99.0864065861898,103.16658006248916,109.58456924722891,0.2841858565807342,0.2711056768894195,-0.0095248121855865,1.2876569339349864,592192,2010s,9,0.7777777777777778,0.010384330112378923,AL,AL,0,9,13,14,12,20,14,13,18,19,14,25,14,9,15,17,12,14.875,15,batter,132.625,136,canhama01,Rookie of the Year,2015.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.002291821424038179
2017,Carlos Asuaje,SDP,89,343,4,28,21,28,76,0,1,0.270358306,0.368421052,0.3067393260594656,0.6201977729797363,-5.725971050538919,88.37432867065652,90.73051725869765,105.49785154931118,100.22030973188312,82.69563038896645,51.84728786635372,0.145650252699852,-0.2675405740737915,0.4234345764814792,0.6666613614917017,641319,2010s,1,0.0,0.007490577095412379,NL,AL,0,10,20,11,8,9,22,24,19,15,20,9,21,18,10,18,4,14.875,15,batter,179.375,210,asuajca01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.001636519693256764
2021,Jarred Kelenic,SEA,93,377,14,41,43,36,106,6,4,0.181008902,0.339622641,0.2702309354863053,-5.8045651614665985,-12.285334795837503,73.20122685134669,112.66760147904418,122.90236259121494,83.79788011487963,84.22451113068699,99.62169411859388,-0.0724731311202049,-1.1006098985671997,1.0313175497036615,-0.5196472316762076,672284,2020s,10,0.6,-0.005587604641679652,AL,AL,0,11,20,4,9,20,19,14,20,20,20,14,20,14,11,20,3,14.9375,19,batter,175.5625,208,kelenja01,Rookie of the Year,2021.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0007792809797871495
2017,Nick Williams,PHI,83,343,12,45,55,20,97,1,2,0.287539936,0.206185567,0.3440617461941332,-10.42513918876648,2.6829698848154058,109.79479907834188,64.80751137497074,134.64857331204576,101.38130245241734,108.14721434697113,105.33920735082678,0.0891899093985557,-0.0848679021000862,0.1723058439182289,0.40427011017416,608384,2010s,3,0.3333333333333333,0.004870724218965783,NL,AL,0,17,10,20,20,8,11,15,21,20,10,21,13,18,11,16,8,14.9375,16,batter,166.75,191,willini01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0010745772216693458
2010,Brennan Boesch,DET,133,512,14,49,67,40,99,7,1,0.256465517,0.404040404,0.3216748035400812,-10.079742431640623,-0.775862444783499,96.31827500164736,91.77298418424544,110.76898492187432,97.62889913894504,102.0189170720049,108.24918969642276,-0.8807700276374817,-0.0990653708577156,-0.718540506085893,0.7231774473317244,453269,2010s,8,0.875,0.005437424416028003,AL,AL,0,13,16,9,15,15,12,10,18,18,16,23,16,7,20,17,16,15.0625,16,batter,161.6875,194,boescbr01,Rookie of the Year,2010.0,AL,3.0,140.0,0.0,0.0,0.02142857142857143,1,-0.006622331034868283
2015,Billy Burns,OAK,125,555,5,70,42,26,81,26,8,0.294230769,0.320987654,0.3170821660250479,-6.656984210014343,6.443442207632119,101.67896250228664,60.90356386553577,73.68579000133825,104.8881319980396,94.9394253326369,62.36504412137478,0.5131059288978577,-0.1022422388195991,0.5694645072958388,1.9022970203303688,542993,2010s,34,0.7647058823529411,0.01521837616264295,AL,AL,0,1,17,25,14,11,24,29,14,14,17,22,11,4,12,19,7,15.0625,16,batter,129.75,130,burnsbi02,Rookie of the Year,2015.0,AL,6.0,150.0,0.0,0.0,0.04,1,0.004104847431182861
2014,Jon Singleton,HOU,95,362,13,42,44,50,134,2,3,0.167741935,0.373134328,0.2828710009846991,-13.039366245269775,-6.778911837579862,80.99764145407488,179.02969386080002,187.76956441329463,89.9282871382325,85.75732057240849,121.964537805658,-1.6306860446929932,-0.9830759167671204,-0.6586969674041911,-0.924711463847977,572138,2010s,5,0.4,-0.009733804882610284,AL,AL,0,21,16,1,6,17,18,5,21,21,17,20,15,14,17,17,16,15.125,18,batter,188.0,230,singljo02,Rookie of the Year,2014.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.017165116259926245
2008,Edgar Gonzalez,SDP,111,353,7,38,33,25,76,1,3,0.273846153,0.328947368,0.3169718623499978,0.3285486102104187,-4.78285430615902,96.46284860980974,77.70436873082365,125.58063523861236,96.90552600417048,90.20260330575384,69.61925419038633,-0.420781672000885,-0.2391973733901977,-0.1623093521102847,0.6857137546315573,452989,2000s,4,0.25,0.006177601393077092,NL,AL,0,13,12,16,13,17,16,20,18,18,17,9,17,15,16,14,11,15.125,19,batter,184.4375,222,gonzaed02,Rookie of the Year,2008.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.003790825873881847
2022,MJ Melendez,KCR,129,534,18,57,62,66,131,2,3,0.217391304,0.503816793,0.3102119730516401,-20.341685831546783,-3.1086961738487076,97.2953246196149,155.2634416725341,110.41452889907455,101.09354876874946,100.42680651673788,117.92363693095844,-0.997995376586914,-0.2224568873643875,-0.8425267275472037,-0.6972300949350808,669004,2020s,5,0.4,-0.005404884456861092,AL,AL,0,18,17,2,4,12,15,8,23,23,15,24,18,5,19,16,23,15.125,17,batter,152.9375,170,melenmj01,Rookie of the Year,2022.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.007736398268115612
